ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
21,1971,1971-10-31,7,23.252,NOR,@,WAS,L 14-24,0,0,,0,9,386,42.89,0
22,1971,1971-11-07,8,23.259,NOR,,OAK,T 21-21,0,0,,0,2,88,44.00,0
23,1971,1971-11-14,9,23.266,NOR,@,SFO,W 26-20,0,0,,0,4,156,39.00,0
24,1971,1971-11-21,10,23.273,NOR,,MIN,L 10-23,0,0,,0,7,280,40.00,0
25,1971,1971-11-28,11,23.280,NOR,@,GNB,W 29-21,0,0,,0,5,189,37.80,0
26,1971,1971-12-05,12,23.287,NOR,@,RAM,L 28-45,0,0,,0,6,201,33.50,0
27,1971,1971-12-12,13,23.294,NOR,,CLE,L 17-21,0,0,,0,6,238,39.67,0
28,1971,1971-12-19,14,23.301,NOR,,ATL,L 20-24,0,0,,0,5,218,43.60,0
29,1972,1972-09-17,1,24.209,NOR,@,RAM,L 14-34,0,0,,0,6,225,37.50,0
30,1972,1972-09-25,2,24.217,NOR,,KAN,L 17-20,0,0,,0,8,290,36.25,0
31,1972,1972-10-01,3,24.223,NOR,,SFO,L 2-37,0,0,,0,7,309,44.14,0
32,1972,1972-10-08,4,24.230,NOR,@,NYG,L 21-45,0,0,,0,1,40,40.00,0
33,1972,1972-10-15,5,24.237,NOR,,ATL,L 14-21,0,0,,0,6,264,44.00,0
34,1972,1972-10-22,6,24.244,NOR,@,SFO,T 20-20,0,0,,0,4,170,42.50,0
35,1972,1972-10-29,7,24.251,NOR,,PHI,W 21-3,0,0,,0,5,138,27.60,1
36,1972,1972-11-05,8,24.258,NOR,@,MIN,L 6-37,0,0,,0,4,192,48.00,0
37,1972,1972-11-12,9,24.265,NOR,@,ATL,L 20-36,0,0,,0,4,154,38.50,0
38,1972,1972-11-19,10,24.272,NOR,@,DET,L 14-27,0,0,,0,5,192,38.40,0
39,1972,1972-11-26,11,24.279,NOR,,RAM,W 19-16,0,0,,0,7,355,50.71,0
40,1972,1972-12-03,12,24.286,NOR,@,NYJ,L 17-18,0,0,,0,5,208,41.60,0
41,1972,1972-12-10,13,24.293,NOR,,NWE,L 10-17,0,0,,0,4,181,45.25,0
42,1972,1972-12-17,14,24.300,NOR,,GNB,L 20-30,0,0,,0,5,181,36.20,0
43,1973,1973-09-17,1,25.208,NYJ,@,GNB,L 7-23,0,0,,0,5,177,35.40,0
44,1973,1973-09-23,2,25.214,NYJ,@,BAL,W 34-10,0,0,,0,4,153,38.25,0
45,1973,1973-09-30,3,25.221,NYJ,@,BUF,L 7-9,0,0,,0,8,301,37.63,1
46,1973,1973-10-07,4,25.228,NYJ,@,MIA,L 3-31,1,21,21.00,0,6,234,39.00,0
47,1973,1973-10-14,5,25.235,NYJ,@,NWE,W 9-7,1,26,26.00,0,6,213,35.50,1
48,1973,1973-10-21,6,25.242,NYJ,@,PIT,L 14-26,0,0,,0,9,389,43.22,0
49,1973,1973-10-28,7,25.249,NYJ,,DEN,L 28-40,0,0,,0,4,152,38.00,0
50,1973,1973-11-04,8,25.256,NYJ,,MIA,L 14-24,0,0,,0,4,128,32.00,0
51,1973,1973-11-11,9,25.263,NYJ,,NWE,W 33-13,0,0,,0,6,245,40.83,0
52,1973,1973-11-18,10,25.270,NYJ,@,CIN,L 14-20,0,0,,0,7,249,35.57,0
53,1973,1973-11-25,11,25.277,NYJ,,ATL,L 20-28,0,0,,0,5,174,34.80,0
54,1973,1973-12-02,12,25.284,NYJ,,BAL,W 20-17,0,0,,0,1,25,25.00,0
55,1973,1973-12-09,13,25.291,NYJ,@,PHI,L 23-24,0,0,,0,2,76,38.00,0
56,1973,1973-12-16,14,25.298,NYJ,,BUF,L 14-34,0,0,,0,7,228,32.57,0
