ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-09-27,4,23.091,IND,,NOR,L 13-19,,1,1,17,17.00,0,100.0%,17.00,0,0
2,1998,1998-10-04,5,23.098,IND,,SDG,W 17-12,,1,,,,,0.0%,,,
3,1998,1998-10-11,6,23.105,IND,,BUF,L 24-31,,,,,,,0.0%,,,
4,1998,1998-11-08,9,23.133,IND,@,MIA,L 14-27,,1,1,6,6.00,0,100.0%,6.00,0,0
5,1998,1998-11-15,10,23.140,IND,,NYJ,W 24-23,,,,,,,0.0%,,,
6,1998,1998-11-22,11,23.147,IND,@,BUF,L 11-34,,,,,,,0.0%,,,
7,1998,1998-11-29,12,23.154,IND,@,BAL,L 31-38,,2,1,20,20.00,0,50.0%,10.00,0,0
8,1998,1998-12-06,13,23.161,IND,@,ATL,L 21-28,,4,2,14,7.00,0,50.0%,3.50,0,0
9,1998,1998-12-13,14,23.168,IND,,CIN,W 39-26,,9,4,49,12.25,1,44.4%,5.44,1,6
10,1998,1998-12-20,15,23.175,IND,@,SEA,L 23-27,,5,3,52,17.33,0,60.0%,10.40,0,0
11,1998,1998-12-27,16,23.182,IND,,CAR,L 19-27,,8,3,19,6.33,0,37.5%,2.38,0,0
12,1999,1999-09-12,1,24.076,IND,,BUF,W 31-14,*,8,5,124,24.80,0,62.5%,15.50,0,0
13,1999,1999-09-19,2,24.083,IND,@,NWE,L 28-31,*,9,5,61,12.20,0,55.6%,6.78,0,0
14,1999,1999-09-26,3,24.090,IND,@,SDG,W 27-19,*,7,3,29,9.67,0,42.9%,4.14,0,0
15,1999,1999-10-17,5,24.111,IND,@,NYJ,W 16-13,,1,,,,,0.0%,,,
16,1999,1999-10-24,6,24.118,IND,,CIN,W 31-10,,1,,,,,0.0%,,,
17,1999,1999-11-28,11,24.153,IND,,NYJ,W 13-6,,3,2,29,14.50,0,66.7%,9.67,0,0
18,1999,1999-12-05,12,24.160,IND,@,MIA,W 37-34,*,4,2,9,4.50,0,50.0%,2.25,0,0
19,1999,1999-12-12,13,24.167,IND,,NWE,W 20-15,,1,,,,,0.0%,,,
20,1999,1999-12-19,14,24.174,IND,,WAS,W 24-21,,3,2,19,9.50,0,66.7%,6.33,0,0
21,1999,1999-12-26,15,24.181,IND,@,CLE,W 29-28,,4,1,12,12.00,0,25.0%,3.00,0,0
22,1999,2000-01-02,16,24.188,IND,@,BUF,L 6-31,,3,1,4,4.00,0,33.3%,1.33,0,0
23,2000,2000-09-03,1,25.067,IND,@,KAN,W 27-14,,3,2,35,17.50,0,66.7%,11.67,0,0
24,2000,2000-09-10,2,25.074,IND,,OAK,L 31-38,,4,2,16,8.00,0,50.0%,4.00,0,0
25,2000,2000-11-05,9,25.130,IND,@,CHI,L 24-27,,5,5,45,9.00,0,100.0%,9.00,0,0
26,2000,2000-11-12,10,25.137,IND,,NYJ,W 23-15,,4,3,24,8.00,0,75.0%,6.00,0,0
27,2000,2000-11-19,11,25.144,IND,@,GNB,L 24-26,,10,6,81,13.50,1,60.0%,8.10,1,6
28,2000,2000-12-17,15,25.172,IND,@,MIA,W 20-13,,,0,0,,0,0.0%,,,
29,2000,2000-12-24,16,25.179,IND,,MIN,W 31-10,,,0,0,,0,0.0%,,,
