ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.244,MIN,,DET,W 34-19,,,,,,,
2,1987,1987-09-20,2,22.251,MIN,@,RAM,W 21-16,,,,,,,
3,1987,1987-10-26,6,22.287,MIN,,DEN,W 34-27,,0,0,0.5,0,0,0
4,1987,1987-11-01,7,22.293,MIN,@,SEA,L 17-28,,,,,,,
5,1987,1987-11-08,8,22.300,MIN,,RAI,W 31-20,,0,0,0.0,1,0,0
6,1987,1987-11-15,9,22.307,MIN,,TAM,W 23-17,,,,,,,
7,1987,1987-11-22,10,22.314,MIN,,ATL,W 24-13,,,,,,,
8,1987,1987-11-26,11,22.318,MIN,@,DAL,W 44-38,,0,0,1.0,0,0,0
9,1987,1987-12-06,12,22.328,MIN,,CHI,L 24-30,,,,,,,
10,1987,1987-12-13,13,22.335,MIN,@,GNB,L 10-16,,0,0,1.0,0,0,0
11,1987,1987-12-20,14,22.342,MIN,@,DET,W 17-14,,,,,,,
12,1987,1987-12-26,15,22.348,MIN,,WAS,L 24-27,,,,,,,
13,1988,1988-09-04,1,23.236,MIN,@,BUF,L 10-13,,,,,,,
14,1988,1988-09-11,2,23.243,MIN,,NWE,W 36-6,,,,,,,
15,1988,1988-09-18,3,23.250,MIN,@,CHI,W 31-7,,,,,,,
16,1988,1988-09-25,4,23.257,MIN,,PHI,W 23-21,,0,0,1.0,0,0,0
17,1988,1988-10-02,5,23.264,MIN,@,MIA,L 7-24,,,,,,,
18,1988,1988-10-09,6,23.271,MIN,,TAM,W 14-13,,0,0,1.0,0,0,0
19,1988,1988-10-16,7,23.278,MIN,,GNB,L 14-34,,0,0,1.0,1,7,0
20,1988,1988-10-23,8,23.285,MIN,@,TAM,W 49-20,,,,,,,
21,1988,1988-10-30,9,23.292,MIN,@,SFO,L 21-24,,0,0,1.0,0,0,0
22,1988,1988-11-06,10,23.299,MIN,,DET,W 44-17,,0,0,1.0,0,0,0
23,1988,1988-11-13,11,23.306,MIN,@,DAL,W 43-3,,,,,,,
24,1988,1988-11-20,12,23.313,MIN,,IND,W 12-3,,,,,,,
25,1988,1988-11-24,13,23.317,MIN,@,DET,W 23-0,,0,0,1.0,0,0,0
26,1988,1988-12-04,14,23.327,MIN,,NOR,W 45-3,,,,,,,
27,1988,1988-12-11,15,23.334,MIN,@,GNB,L 6-18,,,,,,,
28,1989,1989-09-10,1,24.241,MIN,,HOU,W 38-7,,0,0,1.0,0,0,0
29,1989,1989-09-17,2,24.248,MIN,@,CHI,L 7-38,,,,,,,
30,1989,1989-09-24,3,24.255,MIN,@,PIT,L 14-27,,0,0,1.0,0,0,0
31,1989,1989-10-15,6,24.276,MIN,,GNB,W 26-14,,0,0,1.0,0,0,0
32,1989,1989-10-22,7,24.283,MIN,@,DET,W 20-7,,0,0,1.0,0,0,0
33,1989,1989-10-30,8,24.291,MIN,@,NYG,L 14-24,,0,0,1.0,0,0,0
34,1989,1989-11-05,9,24.297,MIN,,RAM,W 23-21,,,,,,,
35,1989,1989-11-12,10,24.304,MIN,@,TAM,W 24-10,,,,,,,
36,1989,1989-11-19,11,24.311,MIN,@,PHI,L 9-10,,,,,,,
37,1989,1989-11-26,12,24.318,MIN,@,GNB,L 19-20,,0,0,2.0,0,0,0
38,1989,1989-12-03,13,24.325,MIN,,CHI,W 27-16,,,,,,,
39,1989,1989-12-10,14,24.332,MIN,,ATL,W 43-17,,,,,,,
40,1989,1989-12-17,15,24.339,MIN,@,CLE,L 17-23,,,,,,,
41,1989,1989-12-25,16,24.347,MIN,,CIN,W 29-21,,0,0,2.0,0,0,0
42,1990,1990-09-09,1,25.240,MIN,@,KAN,L 21-24,,,,,,,
43,1990,1990-09-16,2,25.247,MIN,,NOR,W 32-3,,0,0,1.0,0,0,0
44,1990,1990-09-23,3,25.254,MIN,@,CHI,L 16-19,,0,0,1.0,0,0,0
45,1990,1990-09-30,4,25.261,MIN,,TAM,L 20-23,,0,0,1.0,0,0,0
46,1990,1990-10-07,5,25.268,MIN,,DET,L 27-34,,,,,,,
47,1990,1990-10-15,6,25.276,MIN,@,PHI,L 24-32,,,,,,,
48,1990,1990-10-28,7,25.289,MIN,@,GNB,L 10-24,,0,0,1.0,0,0,0
49,1990,1990-11-04,8,25.296,MIN,,DEN,W 27-22,,,,,,,
50,1990,1990-11-11,9,25.303,MIN,@,DET,W 17-7,,,,,,,
51,1990,1990-11-18,10,25.310,MIN,@,SEA,W 24-21,,,,,,,
