ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1985,1985-09-08,1,23.208,HOU,,MIA,W 26-23,0,0,,0
2,1985,1985-09-15,2,23.215,HOU,@,WAS,L 13-16,0,0,,0
3,1985,1985-09-22,3,23.222,HOU,@,PIT,L 0-20,0,0,,0
4,1985,1985-09-29,4,23.229,HOU,,DAL,L 10-17,1,24,24.00,0
5,1985,1985-10-06,5,23.236,HOU,@,DEN,L 20-31,0,0,,0
6,1985,1985-10-13,6,23.243,HOU,,CLE,L 6-21,0,0,,0
7,1985,1985-10-20,7,23.250,HOU,,CIN,W 44-27,0,0,,0
8,1985,1985-10-27,8,23.257,HOU,@,STL,W 20-10,1,8,8.00,0
9,1985,1985-11-03,9,23.264,HOU,,KAN,W 23-20,0,0,,0
10,1986,1986-10-12,6,24.242,HOU,,CHI,L 7-20,0,0,,0
11,1986,1986-10-19,7,24.249,HOU,@,CIN,L 28-31,0,0,,0
12,1986,1986-10-26,8,24.256,HOU,,RAI,L 17-28,0,0,,0
13,1986,1986-11-02,9,24.263,HOU,@,MIA,L 7-28,1,27,27.00,0
14,1986,1986-11-09,10,24.270,HOU,,CIN,W 32-28,3,40,13.33,0
15,1986,1986-11-16,11,24.277,HOU,@,PIT,L 10-21,0,0,,0
16,1986,1986-11-23,12,24.284,HOU,,IND,W 31-17,0,0,,0
17,1986,1986-11-30,13,24.291,HOU,@,CLE,L 10-13,0,0,,0
18,1986,1986-12-07,14,24.298,HOU,@,SDG,L 0-27,0,0,,0
19,1986,1986-12-14,15,24.305,HOU,,MIN,W 23-10,0,0,,0
20,1986,1986-12-21,16,24.312,HOU,,BUF,W 16-7,0,0,,0
