ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.302,TEN,,NWE,L 13-34,,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2012,2012-09-16,2,22.309,TEN,@,SDG,L 10-38,*,8,2,24,12.00,1,25.0%,3.00,0,0,,0,0,0,,0,1,6,0.0,0,0
3,2012,2012-09-23,3,22.316,TEN,,DET,W 44-41,*,11,7,41,5.86,0,63.6%,3.73,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2012,2012-09-30,4,22.323,TEN,@,HOU,L 14-38,*,8,4,46,11.50,1,50.0%,5.75,0,0,,0,0,0,,0,1,6,0.0,0,0
5,2012,2012-10-07,5,22.330,TEN,@,MIN,L 7-30,*,11,9,66,7.33,0,81.8%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2012,2012-10-11,6,22.334,TEN,,PIT,W 26-23,*,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2012,2012-10-21,7,22.344,TEN,@,BUF,W 35-34,,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2012,2012-10-28,8,22.351,TEN,,IND,L 13-19,,5,4,47,11.75,1,80.0%,9.40,0,0,,0,0,0,,0,1,6,0.0,0,0
9,2012,2012-11-04,9,22.358,TEN,,CHI,L 20-51,,7,2,30,15.00,0,28.6%,4.29,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2012,2012-11-11,10,22.365,TEN,@,MIA,W 37-3,,3,1,9,9.00,1,33.3%,3.00,0,0,,0,0,0,,0,1,6,0.0,0,0
11,2012,2012-11-25,11,23.013,TEN,@,JAX,L 19-24,,8,5,48,9.60,0,62.5%,6.00,1,4,4.00,0,0,0,,0,0,0,0.0,0,0
12,2012,2012-12-02,12,23.020,TEN,,HOU,L 10-24,,10,6,78,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,0.0,0,0
