ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1988,1988-09-04,1,23.311,HOU,@,IND,W 17-14,0,0,,0,4,176,44.00,0
2,1988,1988-09-11,2,23.318,HOU,,RAI,W 38-35,0,0,,0,6,239,39.83,0
3,1988,1988-09-18,3,23.325,HOU,@,NYJ,L 3-45,0,0,,0,4,144,36.00,0
4,1988,1988-09-25,4,23.332,HOU,,NWE,W 31-6,0,0,,0,3,119,39.67,0
5,1988,1988-10-02,5,23.339,HOU,@,PHI,L 23-32,0,0,,0,4,129,32.25,0
6,1988,1988-10-09,6,23.346,HOU,,KAN,W 7-6,0,0,,0,5,198,39.60,0
7,1988,1988-10-16,7,23.353,HOU,@,PIT,W 34-14,0,0,,0,4,160,40.00,0
8,1988,1988-10-23,8,23.360,HOU,@,CIN,L 21-44,0,0,,0,5,217,43.40,0
9,1988,1988-10-30,9,24.001,HOU,,WAS,W 41-17,0,0,,0,6,198,33.00,0
10,1988,1988-11-07,10,24.009,HOU,,CLE,W 24-17,0,0,,0,4,146,36.50,0
11,1988,1988-11-13,11,24.015,HOU,@,SEA,L 24-27,0,0,,0,2,82,41.00,0
12,1988,1988-11-20,12,24.022,HOU,,PHO,W 38-20,0,0,,0,3,141,47.00,0
13,1988,1988-11-24,13,24.026,HOU,@,DAL,W 25-17,0,0,,0,4,193,48.25,0
14,1988,1988-12-04,14,24.036,HOU,,PIT,L 34-37,0,0,,0,3,121,40.33,0
15,1988,1988-12-11,15,24.043,HOU,,CIN,W 41-6,0,0,,0,4,143,35.75,0
16,1988,1988-12-18,16,24.050,HOU,@,CLE,L 23-28,0,0,,0,4,117,29.25,0
17,1989,1989-09-10,1,24.316,HOU,@,MIN,L 7-38,1,0,0.00,0,7,327,46.71,0
18,1989,1989-09-17,2,24.323,HOU,@,SDG,W 34-27,0,0,,0,2,86,43.00,1
