ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
19,1989,1989-09-24,3,24.330,HOU,,BUF,L 41-47,0,0,,0,1,55,55.00,0
20,1989,1989-10-01,4,24.337,HOU,,MIA,W 39-7,0,0,,0,3,137,45.67,0
21,1989,1989-10-08,5,24.344,HOU,@,NWE,L 13-23,1,11,11.00,0,5,223,44.60,0
22,1989,1989-10-15,6,24.351,HOU,@,CHI,W 33-28,1,6,6.00,0,3,113,37.67,0
23,1989,1989-10-22,7,24.358,HOU,,PIT,W 27-0,0,0,,0,3,135,45.00,0
24,1989,1989-10-29,8,25.000,HOU,@,CLE,L 17-28,0,0,,0,6,264,44.00,0
25,1989,1989-11-05,9,25.007,HOU,,DET,W 35-31,,,,,,,,
26,1989,1989-11-13,10,25.015,HOU,,CIN,W 26-24,0,0,,0,3,125,41.67,0
27,1989,1989-11-19,11,25.021,HOU,,RAI,W 23-7,0,0,,0,3,128,42.67,0
28,1989,1989-11-26,12,25.028,HOU,@,KAN,L 0-34,0,0,,0,6,240,40.00,1
29,1989,1989-12-03,13,25.035,HOU,@,PIT,W 23-16,0,0,,0,3,113,37.67,0
30,1989,1989-12-10,14,25.042,HOU,,TAM,W 20-17,0,0,,0,3,135,45.00,0
31,1989,1989-12-17,15,25.049,HOU,@,CIN,L 7-61,0,0,,0,4,169,42.25,0
32,1989,1989-12-23,16,25.055,HOU,,CLE,L 20-24,0,0,,0,4,172,43.00,0
33,1990,1990-09-09,1,25.315,HOU,@,ATL,L 27-47,0,0,,0,3,151,50.33,0
34,1990,1990-09-16,2,25.322,HOU,@,PIT,L 9-20,0,0,,0,5,203,40.60,0
35,1990,1990-09-23,3,25.329,HOU,,IND,W 24-10,0,0,,0,1,44,44.00,0
36,1990,1990-09-30,4,25.336,HOU,@,SDG,W 17-7,0,0,,0,1,36,36.00,0
37,1990,1990-10-07,5,25.343,HOU,,SFO,L 21-24,0,0,,0,6,295,49.17,0
38,1990,1990-10-14,6,25.350,HOU,,CIN,W 48-17,,,,,,,,
39,1990,1990-10-21,7,25.357,HOU,,NOR,W 23-10,0,0,,0,2,102,51.00,0
40,1990,1990-10-28,8,25.364,HOU,,NYJ,L 12-17,0,0,,0,1,39,39.00,0
41,1990,1990-11-04,9,26.006,HOU,@,RAM,L 13-17,0,0,,0,2,78,39.00,0
42,1990,1990-11-18,10,26.020,HOU,@,CLE,W 35-23,0,0,,0,3,146,48.67,0
43,1990,1990-11-26,11,26.028,HOU,,BUF,W 27-24,,,,,,,,
44,1990,1990-12-02,12,26.034,HOU,@,SEA,L 10-13,0,0,,0,2,77,38.50,0
45,1990,1990-12-09,13,26.041,HOU,,CLE,W 58-14,0,0,,0,1,37,37.00,0
46,1990,1990-12-16,14,26.048,HOU,@,KAN,W 27-10,0,0,,0,3,142,47.33,0
47,1990,1990-12-23,15,26.055,HOU,@,CIN,L 20-40,0,0,,0,3,138,46.00,0
48,1990,1990-12-30,16,26.062,HOU,,PIT,W 34-14,0,0,,0,1,42,42.00,0
49,1991,1991-09-08,2,26.314,HOU,@,CIN,W 30-7,0,0,,0,3,113,37.67,0
50,1991,1991-09-16,3,26.322,HOU,,KAN,W 17-7,0,0,,0,2,75,37.50,0
51,1991,1991-09-22,4,26.328,HOU,@,NWE,L 20-24,0,0,,0,5,224,44.80,0
52,1991,1991-10-06,5,26.342,HOU,,DEN,W 42-14,0,0,,0,4,170,42.50,0
53,1991,1991-10-13,6,26.349,HOU,@,NYJ,W 23-20,0,0,,0,1,49,49.00,0
54,1991,1991-10-20,7,26.356,HOU,@,MIA,W 17-13,0,0,,0,4,181,45.25,0
55,1991,1991-10-27,8,26.363,HOU,,CIN,W 35-3,,,,,,,,
56,1991,1991-11-03,9,27.005,HOU,@,WAS,L 13-16,0,0,,0,5,210,42.00,0
57,1991,1991-11-10,10,27.012,HOU,,DAL,W 26-23,0,0,,0,2,91,45.50,2
58,1991,1991-11-17,11,27.019,HOU,,CLE,W 28-24,0,0,,0,1,48,48.00,0
59,1991,1991-11-24,12,27.026,HOU,@,PIT,L 14-26,0,0,,0,3,126,42.00,0
60,1991,1991-12-02,13,27.034,HOU,,PHI,L 6-13,0,0,,0,6,269,44.83,0
61,1991,1991-12-08,14,27.040,HOU,,PIT,W 31-6,0,0,,0,4,187,46.75,0
62,1991,1991-12-15,15,27.047,HOU,@,CLE,W 17-14,0,0,,0,4,186,46.50,0
63,1991,1991-12-21,16,27.053,HOU,@,NYG,L 20-24,0,0,,0,4,176,44.00,0
64,1992,1992-09-06,1,27.313,HOU,,PIT,L 24-29,0,0,,0,2,97,48.50,0
65,1992,1992-09-13,2,27.320,HOU,@,IND,W 20-10,0,0,,0,2,104,52.00,0
66,1992,1992-09-20,3,27.327,HOU,,KAN,W 23-20,0,0,,0,2,111,55.50,0
67,1992,1992-09-27,4,27.334,HOU,,SDG,W 27-0,0,0,,0,3,136,45.33,0
68,1992,1992-10-11,5,27.348,HOU,@,CIN,W 38-24,0,0,,0,1,29,29.00,0
69,1992,1992-10-18,6,27.355,HOU,@,DEN,L 21-27,0,0,,0,4,166,41.50,1
70,1992,1992-10-25,7,27.362,HOU,,CIN,W 26-10,0,0,,0,2,83,41.50,0
71,1992,1992-11-01,8,28.003,HOU,@,PIT,L 20-21,0,0,,0,3,134,44.67,0
72,1992,1992-11-08,9,28.010,HOU,,CLE,L 14-24,0,0,,0,8,413,51.63,0
73,1992,1992-11-15,10,28.017,HOU,@,MIN,W 17-13,0,0,,0,4,195,48.75,0
74,1992,1992-11-22,11,28.024,HOU,@,MIA,L 16-19,0,0,,0,3,100,33.33,1
75,1992,1992-11-26,12,28.028,HOU,@,DET,W 24-21,1,-14,-14.00,0,2,97,48.50,0
76,1992,1992-12-07,13,28.039,HOU,,CHI,W 24-7,1,0,0.00,0,5,207,41.40,0
77,1992,1992-12-13,14,28.045,HOU,,GNB,L 14-16,0,0,,0,3,143,47.67,0
78,1992,1992-12-20,15,28.052,HOU,@,CLE,W 17-14,0,0,,0,4,176,44.00,0
79,1992,1992-12-27,16,28.059,HOU,,BUF,W 27-3,0,0,,0,5,296,59.20,0
80,1993,1993-09-05,1,28.311,HOU,@,NOR,L 21-33,0,0,,0,2,74,37.00,0
81,1993,1993-09-12,2,28.318,HOU,,KAN,W 30-0,0,0,,0,3,144,48.00,0
82,1993,1993-09-19,3,28.325,HOU,@,SDG,L 17-18,0,0,,0,5,288,57.60,0
83,1993,1993-09-26,4,28.332,HOU,,RAM,L 13-28,0,0,,0,2,70,35.00,0
84,1993,1993-10-11,5,28.347,HOU,@,BUF,L 7-35,0,0,,0,3,148,49.33,0
85,1993,1993-10-17,6,28.353,HOU,@,NWE,W 28-14,0,0,,0,6,306,51.00,0
86,1993,1993-10-24,7,28.360,HOU,,CIN,W 28-12,0,0,,0,4,184,46.00,0
87,1993,1993-11-07,8,29.009,HOU,,SEA,W 24-14,0,0,,0,3,106,35.33,0
88,1993,1993-11-21,10,29.023,HOU,@,CLE,W 27-20,0,0,,0,4,130,32.50,0
89,1993,1993-11-28,11,29.030,HOU,,PIT,W 23-3,0,0,,0,5,233,46.60,0
90,1993,1993-12-05,12,29.037,HOU,,ATL,W 33-17,0,0,,0,1,45,45.00,0
91,1993,1993-12-12,13,29.044,HOU,,CLE,W 19-17,0,0,,0,4,188,47.00,0
92,1993,1993-12-19,14,29.051,HOU,@,PIT,W 26-17,0,0,,0,4,183,45.75,0
93,1993,1993-12-25,15,29.057,HOU,@,SFO,W 10-7,0,0,,0,4,177,44.25,0
94,1993,1994-01-02,16,29.065,HOU,,NYJ,W 24-0,0,0,,0,4,186,46.50,0
95,1994,1994-09-04,1,29.310,DET,,ATL,W 31-28,0,0,,0,5,244,48.80,0
96,1994,1994-09-11,2,29.317,DET,@,MIN,L 3-10,0,0,,0,7,325,46.43,0
97,1994,1994-09-19,3,29.325,DET,@,DAL,W 20-17,0,0,,0,4,158,39.50,0
98,1994,1994-09-25,4,29.331,DET,,NWE,L 17-23,0,0,,0,4,138,34.50,0
99,1994,1994-10-02,5,29.338,DET,@,TAM,L 14-24,0,0,,0,4,182,45.50,1
100,1994,1994-10-09,6,29.345,DET,,SFO,L 21-27,0,0,,0,3,157,52.33,0
101,1994,1994-10-23,7,29.359,DET,,CHI,W 21-16,0,0,,0,7,317,45.29,0
102,1994,1994-10-30,8,30.001,DET,@,NYG,W 28-25,0,0,,0,2,89,44.50,0
103,1994,1994-11-06,9,30.008,DET,@,GNB,L 30-38,0,0,,0,3,123,41.00,0
104,1994,1994-11-13,10,30.015,DET,,TAM,W 14-9,0,0,,0,4,194,48.50,0
105,1994,1994-11-20,11,30.022,DET,@,CHI,L 10-20,0,0,,0,3,119,39.67,0
106,1994,1994-11-24,12,30.026,DET,,BUF,W 35-21,0,0,,0,4,182,45.50,0
107,1994,1994-12-04,13,30.036,DET,,GNB,W 34-31,0,0,,0,4,170,42.50,0
108,1994,1994-12-10,14,30.042,DET,@,NYJ,W 18-7,0,0,,0,2,100,50.00,0
109,1994,1994-12-17,15,30.049,DET,,MIN,W 41-19,0,0,,0,3,129,43.00,0
110,1994,1994-12-25,16,30.057,DET,@,MIA,L 20-27,0,0,,0,4,155,38.75,0
111,1996,1996-09-01,1,31.308,BAL,,OAK,W 19-14,0,0,,0,6,228,38.00,0
112,1996,1996-09-08,2,31.315,BAL,@,PIT,L 17-31,0,0,,0,4,196,49.00,0
113,1996,1996-09-15,3,31.322,BAL,@,HOU,L 13-29,1,0,0.00,0,2,112,56.00,0
114,1996,1996-09-29,4,31.336,BAL,,NOR,W 17-10,0,0,,0,3,135,45.00,0
115,1996,1996-10-06,5,31.343,BAL,,NWE,L 38-46,0,0,,0,5,213,42.60,1
116,1996,1996-10-13,6,31.350,BAL,@,IND,L 21-26,0,0,,0,5,219,43.80,0
117,1996,1996-10-20,7,31.357,BAL,@,DEN,L 34-45,0,0,,0,3,144,48.00,0
118,1996,1996-10-27,8,31.364,BAL,,STL,W 37-31,0,0,,0,6,286,47.67,0
119,1996,1996-11-03,9,32.005,BAL,,CIN,L 21-24,0,0,,0,3,135,45.00,0
120,1996,1996-11-10,10,32.012,BAL,@,JAX,L 27-30,0,0,,0,5,179,35.80,0
121,1996,1996-11-17,11,32.019,BAL,@,SFO,L 20-38,0,0,,0,7,276,39.43,0
122,1996,1996-11-24,12,32.026,BAL,,JAX,L 25-28,0,0,,0,3,127,42.33,0
123,1996,1996-12-01,13,32.033,BAL,,PIT,W 31-17,0,0,,0,5,229,45.80,0
124,1996,1996-12-08,14,32.040,BAL,@,CIN,L 14-21,0,0,,0,4,176,44.00,0
125,1996,1996-12-15,15,32.047,BAL,@,CAR,L 16-27,0,0,,0,4,180,45.00,0
126,1996,1996-12-22,16,32.054,BAL,,HOU,L 21-24,0,0,,0,3,145,48.33,0
127,1997,1997-08-31,1,32.306,BAL,,JAX,L 27-28,0,0,,0,3,131,43.67,0
128,1997,1997-09-07,2,32.313,BAL,,CIN,W 23-10,0,0,,0,2,86,43.00,0
129,1997,1997-09-14,3,32.320,BAL,@,NYG,W 24-23,0,0,,0,6,275,45.83,0
130,1997,1997-09-21,4,32.327,BAL,@,TEN,W 36-10,0,0,,0,2,72,36.00,0
131,1997,1997-09-28,5,32.334,BAL,@,SDG,L 17-21,0,0,,0,5,171,34.20,0
132,1997,1997-10-05,6,32.341,BAL,,PIT,L 34-42,0,0,,0,5,220,44.00,0
133,1997,1997-10-19,7,32.355,BAL,,MIA,L 13-24,0,0,,0,2,76,38.00,0
134,1997,1997-10-26,8,32.362,BAL,@,WAS,W 20-17,0,0,,0,4,154,38.50,0
135,1997,1997-11-02,9,33.004,BAL,@,NYJ,L 16-19,0,0,,0,6,258,43.00,0
136,1997,1997-11-09,10,33.011,BAL,@,PIT,L 0-37,1,11,11.00,0,6,262,43.67,0
137,1997,1997-11-16,11,33.018,BAL,,PHI,T 10-10,0,0,,0,7,323,46.14,0
138,1997,1997-11-23,12,33.025,BAL,,ARI,L 13-16,0,0,,0,9,376,41.78,0
139,1997,1997-11-30,13,33.032,BAL,@,JAX,L 27-29,0,0,,0,6,258,43.00,0
140,1997,1997-12-07,14,33.039,BAL,,SEA,W 31-24,0,0,,0,5,165,33.00,0
141,1997,1997-12-14,15,33.046,BAL,,TEN,W 21-19,0,0,,0,6,290,48.33,0
142,1997,1997-12-21,16,33.053,BAL,@,CIN,L 14-16,0,0,,0,9,423,47.00,0
