ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-09-27,4,22.134,DET,,TAM,L 23-27,,,,,,,,,,0.0%,,,,,,,
2,1993,1993-12-12,13,23.210,DET,@,PHO,W 21-14,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
3,1993,1993-12-19,14,23.217,DET,,SFO,L 17-55,1,7,7.00,0,1,1,7,7.00,0,100.0%,7.00,1,22,22.00,0,0,0
4,1993,1993-12-26,15,23.224,DET,@,CHI,W 20-14,22,85,3.86,0,8,7,46,6.57,0,87.5%,5.75,0,0,,0,0,0
5,1993,1994-01-02,16,23.231,DET,,GNB,W 30-20,30,115,3.83,2,7,5,29,5.80,0,71.4%,4.14,0,0,,0,2,12
6,1994,1994-09-04,1,24.111,DET,,ATL,W 31-28,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
7,1994,1994-09-11,2,24.118,DET,@,MIN,L 3-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
8,1994,1994-10-23,7,24.160,DET,,CHI,W 21-16,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
9,1994,1994-10-30,8,24.167,DET,@,NYG,W 28-25,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
10,1994,1994-11-06,9,24.174,DET,@,GNB,L 30-38,0,0,,0,0,0,0,,0,0.0%,,3,37,12.33,0,0,0
11,1994,1994-11-13,10,24.181,DET,,TAM,W 14-9,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
12,1994,1994-11-20,11,24.188,DET,@,CHI,L 10-20,0,0,,0,0,0,0,,0,0.0%,,1,12,12.00,0,0,0
13,1994,1994-11-24,12,24.192,DET,,BUF,W 35-21,0,0,,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
14,1994,1994-12-04,13,24.202,DET,,GNB,W 34-31,0,0,,0,0,0,0,,0,0.0%,,2,25,12.50,0,0,0
15,1994,1994-12-10,14,24.208,DET,@,NYJ,W 18-7,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
16,1994,1994-12-17,15,24.215,DET,,MIN,W 41-19,0,0,,0,1,1,6,6.00,0,100.0%,6.00,2,27,13.50,0,0,0
17,1994,1994-12-25,16,24.223,DET,@,MIA,L 20-27,1,0,0.00,0,0,0,0,,0,0.0%,,1,4,4.00,0,0,0
18,1995,1995-12-04,13,25.202,DET,,CHI,W 27-7,,,,,,,,,,0.0%,,,,,,,
19,1995,1995-12-10,14,25.208,DET,@,HOU,W 24-17,,,,,,,,,,0.0%,,,,,,,
20,1995,1995-12-17,15,25.215,DET,,JAX,W 44-0,,,,,,,,,,0.0%,,,,,,,
21,1995,1995-12-23,16,25.221,DET,@,TAM,W 37-10,,,,,,,,,,0.0%,,,,,,,
22,1996,1996-09-01,1,26.108,DET,@,MIN,L 13-17,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
23,1996,1996-09-08,2,26.115,DET,,TAM,W 21-6,0,0,,0,0,,,,,0.0%,,0,0,,0,,
24,1996,1996-09-15,3,26.122,DET,@,PHI,L 17-24,0,0,,0,,,,,,0.0%,,0,0,,0,,
25,1996,1996-09-22,4,26.129,DET,,CHI,W 35-16,0,0,,0,,,,,,0.0%,,0,0,,0,,
26,1996,1996-09-29,5,26.136,DET,@,TAM,W 27-0,0,0,,0,,,,,,0.0%,,0,0,,0,,
27,1996,1996-10-06,6,26.143,DET,,ATL,W 28-24,0,0,,0,,,,,,0.0%,,0,0,,0,,
28,1996,1996-10-13,7,26.150,DET,@,OAK,L 21-37,0,0,,0,,,,,,0.0%,,0,0,,0,,
29,1996,1996-10-27,8,26.164,DET,,NYG,L 7-35,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
30,1996,1996-11-03,9,26.171,DET,@,GNB,L 18-28,0,0,,0,,,,,,0.0%,,0,0,,0,,
31,1996,1996-11-11,10,26.179,DET,@,SDG,L 21-27,0,0,,0,,,,,,0.0%,,0,0,,0,,
32,1996,1996-11-17,11,26.185,DET,,SEA,W 17-16,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
33,1996,1996-11-24,12,26.192,DET,@,CHI,L 14-31,0,0,,0,,,,,,0.0%,,0,0,,0,,
34,1996,1996-11-28,13,26.196,DET,,KAN,L 24-28,0,0,,0,,,,,,0.0%,,0,0,,0,,
35,1996,1996-12-08,14,26.206,DET,,MIN,L 22-24,0,0,,0,,,,,,0.0%,,0,0,,0,,
36,1996,1996-12-15,15,26.213,DET,,GNB,L 3-31,0,0,,0,0,,,,,0.0%,,0,0,,0,,
37,1996,1996-12-23,16,26.221,DET,@,SFO,L 14-24,0,0,,0,0,,,,,0.0%,,0,0,,0,,
