ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1973,1973-10-28,7,22.213,GNB,@,DET,L 0-34,,,,,,,,,,,
2,1973,1973-11-04,8,22.220,GNB,,CHI,L 17-31,,,,,,,,,,,
3,1973,1973-11-11,9,22.227,GNB,,STL,W 25-21,,,,,,,,,,,
4,1973,1973-11-18,10,22.234,GNB,@,NWE,L 24-33,,,,,,,,,,,
5,1973,1973-11-26,11,22.242,GNB,@,SFO,L 6-20,,,,,,,,,,,
6,1973,1973-12-02,12,22.248,GNB,,NOR,W 30-10,,,,,,,,,,,
7,1973,1973-12-08,13,22.254,GNB,,MIN,L 7-31,,,,,,,,,,,
8,1973,1973-12-16,14,22.262,GNB,@,CHI,W 21-0,,,,,,,,,,,
9,1974,1974-09-22,2,23.177,GNB,@,BAL,W 20-13,,,,,,,,,,,
10,1974,1974-09-29,3,23.184,GNB,,DET,W 21-19,,,,,,,,,,,
11,1974,1974-10-06,4,23.191,GNB,,BUF,L 7-27,,,,,,,,,,,
12,1974,1974-10-13,5,23.198,GNB,,RAM,W 17-6,,,,,,,,,,,
13,1974,1974-10-21,6,23.206,GNB,@,CHI,L 9-10,,,,,,,,,,,
14,1974,1974-10-27,7,23.212,GNB,@,DET,L 17-19,,,,,,,,,,,
15,1974,1974-11-03,8,23.219,GNB,,WAS,L 6-17,,,,,,,,,,,
16,1974,1974-11-10,9,23.226,GNB,,CHI,W 20-3,,,,,,,,,,,
17,1974,1974-11-17,10,23.233,GNB,@,MIN,W 19-7,,,,,,,,,,,
18,1974,1974-11-24,11,23.240,GNB,,SDG,W 34-0,,,,,,,,,,,
19,1974,1974-12-01,12,23.247,GNB,@,PHI,L 14-36,,,,,,,,,,,
20,1974,1974-12-15,14,23.261,GNB,@,ATL,L 3-10,,,,,,,,,,,
21,1975,1975-09-21,1,24.176,GNB,,DET,L 16-30,,,,,,,,,,,
22,1975,1975-09-29,2,24.184,GNB,@,DEN,L 13-23,,,,,,,,,,,
23,1975,1975-10-05,3,24.190,GNB,,MIA,L 7-31,,,,,,,,,,,
24,1975,1975-10-12,4,24.197,GNB,@,NOR,L 19-20,,,,,,,,,,,
25,1975,1975-10-19,5,24.204,GNB,@,DAL,W 19-17,0,0,,0,0,0,,0,1,25,0
26,1975,1975-10-26,6,24.211,GNB,,PIT,L 13-16,,,,,,,,,,,
27,1975,1975-11-02,7,24.218,GNB,,MIN,L 17-28,0,0,,0,0,0,,0,1,0,0
28,1975,1975-11-09,8,24.225,GNB,@,CHI,L 14-27,,,,,,,,,,,
29,1975,1975-11-16,9,24.232,GNB,@,DET,L 10-13,0,0,,0,0,0,,0,1,11,0
30,1975,1975-11-23,10,24.239,GNB,,NYG,W 40-14,0,0,,0,0,0,,0,1,0,0
31,1975,1975-11-30,11,24.246,GNB,,CHI,W 28-7,0,0,,0,0,0,,0,1,0,0
32,1975,1975-12-07,12,24.253,GNB,@,MIN,L 3-24,,,,,,,,,,,
33,1975,1975-12-14,13,24.260,GNB,@,RAM,L 5-22,,,,,,,,,,,
