ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
166,1991,1991-11-03,9,33.333,WAS,,HOU,W 16-13,,8,62,7.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
167,1991,1991-11-10,10,33.340,WAS,,ATL,W 56-17,,7,164,23.43,2,,,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
168,1991,1991-11-17,11,33.347,WAS,@,PIT,W 41-14,,8,130,16.25,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
169,1991,1991-11-24,12,33.354,WAS,,DAL,L 21-24,,2,22,11.00,0,,,2,-6,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
170,1991,1991-12-01,13,33.361,WAS,@,RAM,W 27-6,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
171,1991,1991-12-08,14,34.003,WAS,@,PHO,W 20-14,,4,64,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
172,1991,1991-12-15,15,34.010,WAS,,NYG,W 34-17,,5,91,18.20,0,,,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
173,1991,1991-12-22,16,34.017,WAS,@,PHI,L 22-24,,5,46,9.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
174,1992,1992-09-07,1,34.277,WAS,@,DAL,L 10-23,5,2,43,21.50,0,40.0%,8.60,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
175,1992,1992-09-13,2,34.283,WAS,,ATL,W 24-17,8,6,44,7.33,0,75.0%,5.50,2,11,5.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
176,1992,1992-09-20,3,34.290,WAS,,DET,W 13-10,4,1,12,12.00,0,25.0%,3.00,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
177,1992,1992-10-04,4,34.304,WAS,@,PHO,L 24-27,7,3,59,19.67,0,42.9%,8.43,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
178,1992,1992-10-12,5,34.312,WAS,,DEN,W 34-3,9,7,69,9.86,0,77.8%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
179,1992,1992-10-18,6,34.318,WAS,,PHI,W 16-12,7,6,96,16.00,0,85.7%,13.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
180,1992,1992-10-25,7,34.325,WAS,@,MIN,W 15-13,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
181,1992,1992-11-01,8,34.332,WAS,,NYG,L 7-24,8,5,61,12.20,0,62.5%,7.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
182,1992,1992-11-08,9,34.339,WAS,@,SEA,W 16-3,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
183,1992,1992-11-15,10,34.346,WAS,@,KAN,L 16-35,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
184,1992,1992-11-23,11,34.354,WAS,@,NOR,L 3-20,7,3,27,9.00,0,42.9%,3.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
185,1992,1992-11-29,12,34.360,WAS,,PHO,W 41-3,5,2,21,10.50,1,40.0%,4.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
186,1992,1992-12-06,13,35.001,WAS,@,NYG,W 28-10,2,1,42,42.00,1,50.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
187,1992,1992-12-13,14,35.008,WAS,,DAL,W 20-17,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
188,1992,1992-12-20,15,35.015,WAS,@,PHI,L 13-17,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
189,1992,1992-12-26,16,35.021,WAS,,RAI,L 20-21,10,3,97,32.33,1,30.0%,9.70,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
190,1993,1993-09-06,1,35.275,WAS,,DAL,W 35-16,4,3,58,19.33,1,75.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
191,1993,1993-09-12,2,35.281,WAS,,PHO,L 10-17,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
192,1993,1993-09-19,3,35.288,WAS,@,PHI,L 31-34,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
193,1993,1993-10-04,4,35.303,WAS,@,MIA,L 10-17,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
194,1993,1993-10-10,5,35.309,WAS,,NYG,L 7-41,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
195,1993,1993-10-17,6,35.316,WAS,@,PHO,L 6-36,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
196,1993,1993-11-01,7,35.331,WAS,@,BUF,L 10-24,9,3,42,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
197,1993,1993-11-07,8,35.337,WAS,,IND,W 30-24,3,3,11,3.67,0,100.0%,3.67,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
198,1993,1993-11-14,9,35.344,WAS,@,NYG,L 6-20,5,3,40,13.33,0,60.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
199,1993,1993-11-21,10,35.351,WAS,@,RAM,L 6-10,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
200,1993,1993-11-28,11,35.358,WAS,,PHI,L 14-17,2,2,15,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
201,1993,1993-12-05,12,36.000,WAS,@,TAM,W 23-17,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
202,1993,1993-12-11,13,36.006,WAS,,NYJ,L 0-3,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
203,1993,1993-12-19,14,36.014,WAS,,ATL,W 30-17,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
204,1993,1993-12-26,15,36.021,WAS,@,DAL,L 3-38,6,1,12,12.00,0,16.7%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
205,1993,1993-12-31,16,36.026,WAS,,MIN,L 9-14,6,3,17,5.67,0,50.0%,2.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
206,1994,1994-09-04,1,36.273,NYJ,@,BUF,W 23-3,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
207,1994,1994-09-11,2,36.280,NYJ,,DEN,W 25-22,5,4,52,13.00,0,80.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
208,1994,1994-09-18,3,36.287,NYJ,@,MIA,L 14-28,4,4,43,10.75,0,100.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
209,1994,1994-09-25,4,36.294,NYJ,,CHI,L 7-19,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
210,1994,1994-10-02,5,36.301,NYJ,@,CLE,L 7-27,6,6,55,9.17,0,100.0%,9.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
211,1994,1994-10-09,6,36.308,NYJ,,IND,W 16-6,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
212,1994,1994-10-16,7,36.315,NYJ,,NWE,W 24-17,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
213,1994,1994-10-30,8,36.329,NYJ,@,IND,L 25-28,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
214,1994,1994-11-06,9,36.336,NYJ,,BUF,W 22-17,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
215,1994,1994-11-13,10,36.343,NYJ,@,GNB,L 10-17,6,5,48,9.60,0,83.3%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
216,1994,1994-11-20,11,36.350,NYJ,@,MIN,W 31-21,3,2,19,9.50,1,66.7%,6.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
217,1994,1994-11-27,12,36.357,NYJ,,MIA,L 24-28,7,5,108,21.60,0,71.4%,15.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
218,1994,1994-12-04,13,36.364,NYJ,@,NWE,L 13-24,4,4,61,15.25,1,100.0%,15.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
219,1994,1994-12-10,14,37.005,NYJ,,DET,L 7-18,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
220,1994,1994-12-18,15,37.013,NYJ,,SDG,L 6-21,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
221,1994,1994-12-24,16,37.019,NYJ,@,HOU,L 10-24,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
222,1995,1995-12-10,14,38.005,PHI,,DAL,W 20-17,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
223,1995,1995-12-17,15,38.012,PHI,,ARI,W 21-20,6,3,55,18.33,0,50.0%,9.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
224,1995,1995-12-24,16,38.019,PHI,@,CHI,L 14-20,4,1,36,36.00,0,25.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
