ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,22.248,CHI,,DET,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,57,28.50,0,0,0,,0,0,0
2,1976,1976-09-19,2,22.255,CHI,@,SFO,W 19-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,0,0,,0,0,0
3,1976,1976-09-26,3,22.262,CHI,,ATL,L 0-10,2,45,22.50,0,1,-12,-12.00,0,0,0,,0,0,0,,0,0,,,2,80,40.00,0,0,0,,0,0,0
4,1976,1976-10-03,4,22.269,CHI,,WAS,W 33-7,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,48,48.00,0,0,0,,0,0,0
5,1976,1976-10-10,5,22.276,CHI,@,MIN,L 19-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,85,21.25,0,0,0,,0,0,0
6,1976,1976-10-17,6,22.283,CHI,@,RAM,L 12-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,97,19.40,0,0,0,,0,0,0
7,1976,1976-10-24,7,22.290,CHI,@,DAL,L 21-31,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,87,29.00,0,0,0,,0,0,0
8,1976,1976-10-31,8,22.297,CHI,,MIN,W 14-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,58,29.00,0,1,-1,-1.00,0,0,0
9,1976,1976-11-07,9,22.304,CHI,,OAK,L 27-28,3,56,18.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,1,3,3.00,0,0,0
10,1976,1976-11-14,10,22.311,CHI,,GNB,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,33,16.50,0,0,0,,0,0,0
11,1976,1976-11-21,11,22.318,CHI,@,DET,L 10-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1976,1976-11-28,12,22.325,CHI,@,GNB,W 16-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,0,0,,0,0,0
13,1976,1976-12-05,13,22.332,CHI,@,SEA,W 34-7,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,43,21.50,0,0,0,,0,0,0
14,1976,1976-12-12,14,22.339,CHI,,DEN,L 14-28,1,58,58.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,70,35.00,0,0,0,,0,0,0
