ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-09-13,1,25.296,MIA,@,DEN,W 38-21,
2,1999,1999-09-19,2,25.302,MIA,,ARI,W 19-16,
3,1999,1999-10-04,3,25.317,MIA,,BUF,L 18-23,
4,1999,1999-10-10,4,25.323,MIA,@,IND,W 34-31,*
5,1999,1999-10-17,5,25.330,MIA,@,NWE,W 31-30,*
6,1999,1999-11-14,9,25.358,MIA,@,BUF,L 3-23,
7,1999,1999-11-21,10,26.000,MIA,,NWE,W 27-17,
8,1999,1999-11-25,11,26.004,MIA,@,DAL,L 0-20,
9,1999,1999-12-05,12,26.014,MIA,,IND,L 34-37,*
10,1999,1999-12-12,13,26.021,MIA,@,NYJ,L 20-28,
11,1999,1999-12-19,14,26.028,MIA,,SDG,W 12-9,*
12,1999,1999-12-27,15,26.036,MIA,,NYJ,L 31-38,
13,1999,2000-01-02,16,26.042,MIA,@,WAS,L 10-21,
14,2000,2000-09-03,1,26.287,MIA,,SEA,W 23-0,
15,2000,2000-09-10,2,26.294,MIA,@,MIN,L 7-13,
16,2000,2000-09-17,3,26.301,MIA,,BAL,W 19-6,
17,2000,2000-09-24,4,26.308,MIA,,NWE,W 10-3,
18,2000,2000-10-01,5,26.315,MIA,@,CIN,W 31-16,*
19,2000,2000-10-08,6,26.322,MIA,,BUF,W 22-13,
20,2000,2000-10-23,7,26.337,MIA,@,NYJ,L 37-40,
21,2000,2000-10-29,8,26.343,MIA,,GNB,W 28-20,
22,2000,2000-11-05,9,26.350,MIA,@,DET,W 23-8,
23,2000,2000-11-12,10,26.357,MIA,@,SDG,W 17-7,
24,2000,2000-11-19,11,26.364,MIA,,NYJ,L 3-20,
25,2000,2000-11-26,12,27.005,MIA,@,IND,W 17-14,
26,2000,2000-12-03,13,27.012,MIA,@,BUF,W 33-6,
27,2000,2000-12-10,14,27.019,MIA,,TAM,L 13-16,
28,2000,2000-12-17,15,27.026,MIA,,IND,L 13-20,
29,2000,2000-12-24,16,27.033,MIA,@,NWE,W 27-24,
30,2003,2003-09-04,1,29.287,NYJ,@,WAS,L 13-16,*
31,2003,2003-09-14,2,29.297,NYJ,,MIA,L 10-21,*
32,2003,2003-09-21,3,29.304,NYJ,@,NWE,L 16-23,*
33,2003,2003-09-28,4,29.311,NYJ,,DAL,L 6-17,*
34,2003,2003-10-12,5,29.325,NYJ,,BUF,W 30-3,*
35,2003,2003-10-19,6,29.332,NYJ,@,HOU,W 19-14,*
36,2003,2003-10-26,7,29.339,NYJ,@,PHI,L 17-24,*
37,2003,2003-11-02,8,29.346,NYJ,,NYG,L 28-31,*
38,2003,2003-11-09,9,29.353,NYJ,@,OAK,W 27-24,*
39,2003,2003-11-16,10,29.360,NYJ,@,IND,L 31-38,*
40,2003,2003-11-23,11,30.002,NYJ,,JAX,W 13-10,*
41,2003,2003-12-01,12,30.010,NYJ,,TEN,W 24-17,*
42,2003,2003-12-07,13,30.016,NYJ,@,BUF,L 6-17,*
43,2003,2003-12-14,14,30.023,NYJ,,PIT,W 6-0,*
44,2003,2003-12-20,15,30.029,NYJ,,NWE,L 16-21,*
45,2003,2003-12-28,16,30.037,NYJ,@,MIA,L 21-23,*
46,2004,2004-10-10,4,30.324,NYJ,,BUF,W 16-14,
47,2004,2004-10-17,5,30.331,NYJ,,SFO,W 22-14,*
48,2004,2004-10-24,6,30.338,NYJ,@,NWE,L 7-13,
49,2004,2004-11-01,7,30.346,NYJ,,MIA,W 41-14,
