ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-24,1,24.287,CRD,,PHI,L 7-45,3,7,2.33,0,0,0,,0
2,1950,1950-10-02,2,24.295,CRD,,BAL,W 55-13,8,40,5.00,0,0,0,,0
3,1950,1950-10-08,3,24.301,CRD,@,CHI,L 6-27,6,38,6.33,0,0,0,,0
4,1950,1950-10-15,4,24.308,CRD,@,CLE,L 24-34,10,56,5.60,0,1,0,0.00,0
5,1950,1950-10-22,5,24.315,CRD,@,WAS,W 38-28,14,23,1.64,1,0,0,,0
6,1950,1950-10-29,6,24.322,CRD,,NYG,W 17-3,12,22,1.83,0,0,0,,0
7,1950,1950-11-05,7,24.329,CRD,,CLE,L 7-10,6,30,5.00,0,0,0,,0
8,1950,1950-11-12,8,24.336,CRD,@,NYG,L 21-51,13,56,4.31,0,0,0,,0
9,1950,1950-11-19,9,24.343,CRD,@,PHI,W 14-10,11,61,5.55,0,1,15,15.00,1
10,1950,1950-11-23,10,24.347,CRD,,PIT,L 17-28,7,24,3.43,0,0,0,,0
11,1950,1950-12-03,11,24.357,CRD,,CHI,W 20-10,7,4,0.57,0,0,0,,0
12,1950,1950-12-10,12,24.364,CRD,@,PIT,L 7-28,5,1,0.20,0,0,0,,0
13,1951,1951-09-30,1,25.293,CRD,,PHI,L 14-17,14,70,5.00,2,0,0,,0
14,1951,1951-10-07,2,25.300,CRD,,CHI,W 28-14,4,3,0.75,0,1,22,22.00,0
15,1951,1951-10-14,3,25.307,CRD,@,NYG,L 17-28,8,17,2.13,0,0,0,,0
16,1951,1951-10-21,4,25.314,CRD,@,WAS,L 3-7,14,66,4.71,0,1,11,11.00,0
17,1951,1951-10-28,5,25.321,CRD,,PIT,L 14-28,15,49,3.27,0,0,0,,0
18,1951,1951-11-04,6,25.328,CRD,,CLE,L 17-34,12,54,4.50,0,1,13,13.00,0
19,1951,1951-11-11,7,25.335,CRD,@,RAM,L 21-45,6,36,6.00,0,0,0,,0
20,1951,1951-11-18,8,25.342,CRD,@,SFO,W 27-21,10,31,3.10,0,3,125,41.67,1
21,1951,1951-12-02,10,25.356,CRD,@,CLE,L 28-49,8,-2,-0.25,1,1,3,3.00,0
22,1952,1952-10-12,3,26.306,CRD,@,WAS,W 17-6,1,2,2.00,0,0,0,,0
23,1952,1952-10-26,5,26.320,CRD,,PIT,L 28-34,5,11,2.20,0,0,0,,0
24,1952,1952-11-09,7,26.334,CRD,@,CLE,L 13-28,5,27,5.40,0,0,0,,0
25,1952,1952-11-16,8,26.341,CRD,@,PHI,L 7-10,1,2,2.00,0,0,0,,0
26,1952,1952-11-23,9,26.348,CRD,@,PIT,L 14-17,1,2,2.00,0,0,0,,0
27,1952,1952-12-07,11,26.362,CRD,,CLE,L 0-10,2,5,2.50,0,0,0,,0
28,1952,1952-12-14,12,27.003,CRD,@,CHI,L 7-10,0,0,,0,1,8,8.00,1
