ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.129,MIA,@,STL,W 20-7,2,28,14.00,0,0,0,,0,0,0,0,0,0
2,1981,1981-09-10,2,23.133,MIA,,PIT,W 30-10,2,55,27.50,0,0,0,,0,0,0,0,0,0
3,1981,1981-09-20,3,23.143,MIA,@,HOU,W 16-10,2,44,22.00,0,0,0,,0,0,0,0,0,0
4,1981,1981-09-27,4,23.150,MIA,@,BAL,W 31-28,4,99,24.75,0,1,10,10.00,0,0,0,0,0,0
5,1981,1981-10-04,5,23.157,MIA,,NYJ,T 28-28,2,60,30.00,0,4,40,10.00,0,0,0,0,0,0
6,1981,1981-10-12,6,23.165,MIA,@,BUF,L 21-31,6,185,30.83,1,0,0,,0,1,6,0,0,0
7,1981,1981-10-18,7,23.171,MIA,,WAS,W 13-10,0,0,,0,0,0,,0,0,0,1,0,0
8,1981,1981-10-25,8,23.178,MIA,@,DAL,L 27-28,2,29,14.50,0,0,0,,0,0,0,0,0,0
9,1981,1981-11-01,9,23.185,MIA,,BAL,W 27-10,0,0,,0,0,0,,0,,,,,
10,1981,1981-11-08,10,23.192,MIA,@,NWE,W 30-27,7,166,23.71,0,0,0,,0,0,0,0,0,0
11,1981,1981-11-15,11,23.199,MIA,,OAK,L 17-33,3,89,29.67,0,0,0,,0,0,0,0,0,0
12,1981,1981-11-22,12,23.206,MIA,@,NYJ,L 15-16,0,0,,0,0,0,,0,,,,,
13,1981,1981-11-30,13,23.214,MIA,,PHI,W 13-10,3,61,20.33,0,0,0,,0,0,0,0,0,0
14,1981,1981-12-06,14,23.220,MIA,,NWE,W 24-14,3,67,22.33,0,0,0,,0,0,0,0,0,0
15,1981,1981-12-13,15,23.227,MIA,@,KAN,W 17-7,2,49,24.50,0,0,0,,0,0,0,0,0,0
16,1981,1981-12-19,16,23.233,MIA,,BUF,W 16-6,0,0,,0,0,0,,0,,,,,
17,1982,1982-09-12,1,24.135,MIA,@,NYJ,W 45-28,0,0,,0,,,,,,,,,
18,1982,1982-09-19,2,24.142,MIA,,BAL,W 24-20,0,0,,0,,,,,,,,,
19,1982,1982-11-21,3,24.205,MIA,@,BUF,W 9-7,2,44,22.00,0,0,0,,0,0,0,1,30,0
20,1982,1982-11-29,4,24.213,MIA,@,TAM,L 17-23,6,123,20.50,0,0,0,,0,0,0,0,0,0
21,1982,1982-12-05,5,24.219,MIA,,MIN,W 22-14,2,34,17.00,0,0,0,,0,0,0,1,23,0
22,1982,1982-12-12,6,24.226,MIA,@,NWE,L 0-3,1,19,19.00,0,0,0,,0,0,0,0,0,0
23,1982,1982-12-18,7,24.232,MIA,,NYJ,W 20-19,5,104,20.80,0,0,0,,0,0,0,0,0,0
24,1982,1982-12-27,8,24.241,MIA,,BUF,W 27-10,2,61,30.50,0,0,0,,0,0,0,1,1,0
25,1982,1983-01-02,9,24.247,MIA,@,BAL,W 34-7,2,48,24.00,0,0,0,,0,0,0,0,0,0
26,1983,1983-09-11,2,25.134,MIA,,NWE,W 34-24,2,40,20.00,0,0,0,,0,0,0,0,0,0
27,1983,1983-09-19,3,25.142,MIA,@,RAI,L 14-27,4,86,21.50,0,0,0,,0,0,0,0,0,0
28,1983,1983-09-25,4,25.148,MIA,,KAN,W 14-6,3,62,20.67,0,0,0,,0,0,0,0,0,0
29,1983,1983-10-02,5,25.155,MIA,@,NOR,L 7-17,2,35,17.50,0,0,0,,0,0,0,0,0,0
