ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-04,1,22.225,GNB,@,SEA,L 16-36,*,,,,,,0.0%,,,,,,,,,,,,,,,
2,2014,2014-09-14,2,22.235,GNB,,NYJ,W 31-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2014,2014-09-21,3,22.242,GNB,@,DET,L 7-19,*,,,,,,0.0%,,,,,,,,,,,,,,,
4,2014,2014-09-28,4,22.249,GNB,@,CHI,W 38-17,*,2,2,52,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2014,2014-10-02,5,22.253,GNB,,MIN,W 42-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
6,2014,2014-10-12,6,22.263,GNB,@,MIA,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,
7,2014,2014-10-19,7,22.270,GNB,,CAR,W 38-17,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2014,2014-10-26,8,22.277,GNB,@,NOR,L 23-44,,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2014,2014-11-09,9,22.291,GNB,,CHI,W 55-14,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
10,2014,2014-11-16,10,22.298,GNB,,PHI,W 53-20,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2014,2014-11-23,11,22.305,GNB,@,MIN,W 24-21,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
12,2014,2014-11-30,12,22.312,GNB,,NWE,W 26-21,,2,2,35,17.50,1,100.0%,17.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
13,2014,2014-12-08,13,22.320,GNB,,ATL,W 43-37,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2014,2014-12-14,14,22.326,GNB,@,BUF,L 13-21,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
15,2014,2014-12-21,15,22.333,GNB,@,TAM,W 20-3,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2014,2014-12-28,16,22.340,GNB,,DET,W 30-20,,5,5,40,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2015,2015-09-13,1,23.234,GNB,@,CHI,W 31-23,*,3,3,27,9.00,0,100.0%,9.00,1,11,11.00,0,0,0,,0,,0,0,0.0,0,0
18,2015,2015-09-20,2,23.241,GNB,,SEA,W 27-17,*,4,3,23,7.67,1,75.0%,5.75,0,0,,0,0,0,,0,1,1,8,0.0,0,0
19,2015,2015-09-28,3,23.249,GNB,,KAN,W 38-28,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2015,2015-10-04,4,23.255,GNB,@,SFO,W 17-3,*,6,5,45,9.00,1,83.3%,7.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
21,2015,2015-10-11,5,23.262,GNB,,STL,W 24-10,*,8,6,45,7.50,0,75.0%,5.63,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2015,2015-10-18,6,23.269,GNB,,SDG,W 27-20,*,5,2,34,17.00,0,40.0%,6.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2015,2015-11-01,7,23.283,GNB,@,DEN,L 10-29,*,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2015,2015-11-08,8,23.290,GNB,@,CAR,L 29-37,*,9,5,19,3.80,2,55.6%,2.11,0,0,,0,0,0,,0,,2,12,0.0,0,0
25,2015,2015-11-15,9,23.297,GNB,,DET,L 16-18,*,5,5,32,6.40,1,100.0%,6.40,0,0,,0,0,0,,0,,1,6,0.0,0,0
26,2015,2015-11-22,10,23.304,GNB,@,MIN,W 30-13,*,5,3,7,2.33,0,60.0%,1.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2015,2015-11-26,11,23.308,GNB,,CHI,L 13-17,*,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2015,2015-12-03,12,23.315,GNB,@,DET,W 27-23,,8,8,146,18.25,1,100.0%,18.25,0,0,,0,0,0,,0,,1,6,0.0,0,0
29,2015,2015-12-13,13,23.325,GNB,,DAL,W 28-7,,2,1,3,3.00,1,50.0%,1.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
30,2015,2015-12-20,14,23.332,GNB,@,OAK,W 30-20,,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2015,2015-12-27,15,23.339,GNB,@,ARI,L 8-38,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2015,2016-01-03,16,23.346,GNB,,MIN,L 13-20,*,8,7,59,8.43,1,87.5%,7.38,0,0,,0,0,0,,0,,1,6,0.0,0,0
33,2016,2016-09-11,1,24.233,GNB,@,JAX,W 27-23,,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2016,2016-09-18,2,24.240,GNB,@,MIN,L 14-17,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2016,2016-09-25,3,24.247,GNB,,DET,W 34-27,*,3,2,9,4.50,1,66.7%,3.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
36,2016,2016-10-09,4,24.261,GNB,,NYG,W 23-16,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2016,2016-10-16,5,24.268,GNB,,DAL,L 16-30,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2016,2016-10-20,6,24.272,GNB,,CHI,W 26-10,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
