ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,24.034,MIA,@,NWE,L 24-34,,,,,,,,,,,,,,
2,1974,1974-09-22,2,24.041,MIA,@,BUF,W 24-16,0,0,,0,0,0,,0,1,22,22.00,0,0,0
3,1974,1974-10-07,4,24.056,MIA,,NYJ,W 21-17,,,,,,,,,,,,,,
4,1974,1974-10-27,7,24.076,MIA,,BAL,W 17-7,,,,,,,,,,,,,,
5,1974,1974-11-03,8,24.083,MIA,,ATL,W 42-7,,,,,,,,,,,,,,
6,1974,1974-11-10,9,24.090,MIA,@,NOR,W 21-0,,,,,,,,,,,,,,
7,1974,1974-11-17,10,24.097,MIA,,BUF,W 35-28,,,,,,,,,,,,,,
8,1974,1974-12-08,13,24.118,MIA,@,BAL,W 17-16,,,,,,,,,,,,,,
9,1974,1974-12-15,14,24.125,MIA,,NWE,W 34-27,4,121,30.25,2,0,0,,0,0,0,,0,2,12
10,1975,1975-09-21,1,25.040,NOR,@,WAS,L 3-41,1,9,9.00,0,1,21,21.00,0,0,0,,0,0,0
11,1975,1975-09-28,2,25.047,NOR,,CIN,L 0-21,1,17,17.00,0,0,0,,0,0,0,,0,0,0
12,1975,1975-10-19,5,25.068,NWE,,BAL,W 21-10,,,,,,,,,,,,,,
13,1975,1975-11-09,8,25.089,SDG,,NWE,L 19-33,,,,,,,,,,,,,,
14,1976,1976-09-12,1,26.031,HOU,,TAM,W 20-0,1,6,6.00,0,1,2,2.00,0,0,0,,0,0,0
15,1976,1976-09-19,2,26.038,HOU,@,BUF,W 13-3,,,,,,,,,,,,,,
16,1976,1976-09-26,3,26.045,HOU,,OAK,L 13-14,0,0,,0,0,0,,0,1,15,15.00,0,0,0
17,1976,1976-10-03,4,26.052,HOU,@,NOR,W 31-26,,,,,,,,,,,,,,
18,1976,1976-10-10,5,26.059,HOU,,DEN,W 17-3,,,,,,,,,,,,,,
19,1976,1976-10-17,6,26.066,HOU,@,SDG,L 27-30,2,26,13.00,0,0,0,,0,0,0,,0,0,0
20,1976,1976-10-24,7,26.073,HOU,,CIN,L 7-27,,,,,,,,,,,,,,
21,1976,1976-11-01,8,26.081,HOU,@,BAL,L 14-38,,,,,,,,,,,,,,
