ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,22.184,ARI,@,DET,L 24-42,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
2,2003,2003-09-14,2,22.191,ARI,,SEA,L 0-38,*,13,7,68,9.71,0,53.8%,5.23,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
3,2003,2003-09-21,3,22.198,ARI,,GNB,W 20-13,*,7,6,86,14.33,0,85.7%,12.29,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
4,2003,2003-09-28,4,22.205,ARI,@,STL,L 13-37,*,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
5,2003,2003-10-05,5,22.212,ARI,@,DAL,L 7-24,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
6,2003,2003-10-26,7,22.233,ARI,,SFO,W 16-13,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
7,2003,2003-11-02,8,22.240,ARI,,CIN,W 17-14,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,
8,2003,2003-11-09,9,22.247,ARI,@,PIT,L 15-28,,8,3,76,25.33,1,37.5%,9.50,0,0,,0,0,0,,0,1,3,3.00,0,,1,6,0.0,,
9,2003,2003-11-16,10,22.254,ARI,@,CLE,L 6-44,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,
10,2003,2003-11-23,11,22.261,ARI,,STL,L 27-30,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
11,2003,2003-11-30,12,22.268,ARI,@,CHI,L 3-28,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
12,2003,2003-12-07,13,22.275,ARI,@,SFO,L 14-50,,9,3,16,5.33,0,33.3%,1.78,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
13,2003,2003-12-14,14,22.282,ARI,,CAR,L 17-20,*,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
14,2003,2003-12-21,15,22.289,ARI,@,SEA,L 10-28,*,7,4,70,17.50,0,57.1%,10.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,,
