ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2004,2004-09-12,1,22.032,SFO,,ATL,L 19-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,245,40.83,0
2,2004,2004-09-19,2,22.039,SFO,@,NOR,L 27-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,166,41.50,0
3,2004,2004-09-26,3,22.046,SFO,@,SEA,L 0-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,296,42.29,0
4,2004,2004-10-03,4,22.053,SFO,,STL,L 14-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,109,36.33,0
5,2004,2004-10-10,5,22.060,SFO,,ARI,W 31-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,254,42.33,0
6,2004,2004-10-17,6,22.067,SFO,@,NYJ,L 14-22,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,277,39.57,0
7,2004,2004-10-31,7,22.081,SFO,@,CHI,L 13-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,326,40.75,0
8,2004,2004-11-07,8,22.088,SFO,,SEA,L 27-42,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,255,42.50,0
9,2004,2004-11-14,9,22.095,SFO,,CAR,L 27-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,122,40.67,0
10,2004,2004-11-21,10,22.102,SFO,@,TAM,L 3-35,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,338,48.29,0
11,2004,2004-11-28,11,22.109,SFO,,MIA,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,9,335,37.22,0
12,2004,2004-12-05,12,22.116,SFO,@,STL,L 6-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,247,41.17,0
13,2004,2004-12-12,13,22.123,SFO,@,ARI,W 31-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,320,45.71,0
14,2004,2004-12-18,14,22.129,SFO,,WAS,L 16-26,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,271,38.71,0
15,2004,2004-12-26,15,22.137,SFO,,BUF,L 7-41,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,215,43.00,0
16,2004,2005-01-02,16,22.144,SFO,@,NWE,L 7-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,214,42.80,0
17,2005,2005-09-11,1,23.031,SFO,,STL,W 28-25,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,207,41.40,0
18,2005,2005-09-18,2,23.038,SFO,@,PHI,L 3-42,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,302,43.14,0
19,2005,2005-09-25,3,23.045,SFO,,DAL,L 31-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,199,39.80,0
20,2005,2005-10-02,4,23.052,SFO,@,ARI,L 14-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,327,46.71,0
21,2005,2005-10-09,5,23.059,SFO,,IND,L 3-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,208,41.60,0
22,2005,2005-10-23,6,23.073,SFO,@,WAS,L 17-52,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,297,42.43,0
23,2005,2005-10-30,7,23.080,SFO,,TAM,W 15-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,9,369,41.00,0
24,2005,2005-11-06,8,23.087,SFO,,NYG,L 6-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,312,44.57,0
25,2005,2005-11-13,9,23.094,SFO,@,CHI,L 9-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,283,40.43,0
26,2005,2005-11-20,10,23.101,SFO,,SEA,L 25-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,175,43.75,0
27,2005,2005-11-27,11,23.108,SFO,@,TEN,L 22-33,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,357,44.63,0
28,2005,2005-12-04,12,23.115,SFO,,ARI,L 10-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,217,43.40,0
29,2005,2005-12-11,13,23.122,SFO,@,SEA,L 3-41,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,299,37.38,0
30,2005,2005-12-18,14,23.129,SFO,@,JAX,L 9-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,335,41.88,0
31,2005,2005-12-24,15,23.135,SFO,@,STL,W 24-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,248,41.33,0
32,2005,2006-01-01,16,23.143,SFO,,HOU,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,9,312,34.67,1
33,2006,2006-09-10,1,24.030,SFO,@,ARI,L 27-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,145,36.25,0
34,2006,2006-09-17,2,24.037,SFO,,STL,W 20-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,180,45.00,0
35,2006,2006-09-24,3,24.044,SFO,,PHI,L 24-38,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,298,42.57,0
36,2006,2006-10-01,4,24.051,SFO,@,KAN,L 0-41,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,316,45.14,0
37,2006,2006-10-08,5,24.058,SFO,,OAK,W 34-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,1,30,30.00,0
38,2006,2006-10-15,6,24.065,SFO,,SDG,L 19-48,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,192,48.00,0
39,2006,2006-10-29,7,24.079,SFO,@,CHI,L 10-41,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,156,39.00,0
40,2006,2006-11-05,8,24.086,SFO,,MIN,W 9-3,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,291,48.50,0
41,2006,2006-11-12,9,24.093,SFO,@,DET,W 19-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,106,35.33,0
42,2006,2006-11-19,10,24.100,SFO,,SEA,W 20-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,260,43.33,0
43,2006,2006-11-26,11,24.107,SFO,@,STL,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,206,51.50,0
44,2006,2006-12-03,12,24.114,SFO,@,NOR,L 10-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,352,50.29,0
45,2006,2006-12-10,13,24.121,SFO,,GNB,L 19-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,229,45.80,0
46,2006,2006-12-14,14,24.125,SFO,@,SEA,W 24-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,360,45.00,0
47,2006,2006-12-24,15,24.135,SFO,,ARI,L 20-26,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,197,49.25,0
48,2006,2006-12-31,16,24.142,SFO,@,DEN,W 26-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,307,43.86,0
49,2007,2007-09-10,1,25.030,SFO,,ARI,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,250,41.67,0
50,2007,2007-09-16,2,25.036,SFO,@,STL,W 17-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,362,45.25,0
51,2007,2007-09-23,3,25.043,SFO,@,PIT,L 16-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,286,57.20,0
52,2007,2007-09-30,4,25.050,SFO,,SEA,L 3-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,10,543,54.30,0
53,2007,2007-10-07,5,25.057,SFO,,BAL,L 7-9,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,361,51.57,0
54,2007,2007-10-21,6,25.071,SFO,@,NYG,L 15-33,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,263,52.60,0
55,2007,2007-10-28,7,25.078,SFO,,NOR,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,328,46.86,0
56,2007,2007-11-04,8,25.085,SFO,@,ATL,L 16-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,251,50.20,0
57,2007,2007-11-12,9,25.093,SFO,@,SEA,L 0-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,355,50.71,0
58,2007,2007-11-18,10,25.099,SFO,,STL,L 9-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,382,47.75,0
59,2007,2007-11-25,11,25.106,SFO,@,ARI,W 37-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,286,47.67,0
60,2007,2007-12-02,12,25.113,SFO,@,CAR,L 14-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,241,48.20,0
61,2007,2007-12-09,13,25.120,SFO,,MIN,L 7-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,206,34.33,0
