ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1998,1998-12-28,16,23.187,JAX,,PIT,W 21-3,
2,1999,1999-09-12,1,24.080,JAX,,SFO,W 41-3,
3,1999,1999-09-19,2,24.087,JAX,@,CAR,W 22-20,
4,1999,1999-09-26,3,24.094,JAX,,TEN,L 19-20,
5,1999,1999-10-03,4,24.101,JAX,@,PIT,W 17-3,
6,1999,1999-10-11,5,24.109,JAX,@,NYJ,W 16-6,
7,1999,1999-10-17,6,24.115,JAX,,CLE,W 24-7,
8,1999,1999-10-31,7,24.129,JAX,@,CIN,W 41-10,
9,2000,2000-09-17,3,25.085,JAX,,CIN,W 13-0,
10,2000,2000-09-25,4,25.093,JAX,@,IND,L 14-43,
11,2000,2000-10-01,5,25.099,JAX,,PIT,L 13-24,
12,2000,2000-10-08,6,25.106,JAX,,BAL,L 10-15,
13,2000,2000-10-16,7,25.114,JAX,@,TEN,L 13-27,
14,2000,2000-10-22,8,25.120,JAX,,WAS,L 16-35,
15,2000,2000-10-29,9,25.127,JAX,@,DAL,W 23-17,
16,2000,2000-11-12,10,25.141,JAX,,SEA,L 21-28,
17,2000,2000-11-19,11,25.148,JAX,@,PIT,W 34-24,*
18,2000,2000-11-26,12,25.155,JAX,,TEN,W 16-13,
