ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-16,2,24.147,DAL,@,MIA,W 37-20,,,,,,
2,2007,2007-09-23,3,24.154,DAL,@,CHI,W 34-10,,,,,,
3,2007,2007-09-30,4,24.161,DAL,,STL,W 35-7,,,,,,
4,2007,2007-10-08,5,24.169,DAL,@,BUF,W 25-24,,,,,,
5,2007,2007-10-14,6,24.175,DAL,,NWE,L 27-48,,,,,,
6,2007,2007-10-21,7,24.182,DAL,,MIN,W 24-14,,,,,,
7,2007,2007-11-04,8,24.196,DAL,@,PHI,W 38-17,,,,,,
8,2008,2008-10-06,5,25.167,NOR,,MIN,L 27-30,,,,,,
9,2008,2008-10-12,6,25.173,NOR,,OAK,W 34-3,,0,0,0.0,1,0
10,2008,2008-10-19,7,25.180,NOR,@,CAR,L 7-30,,,,,,
11,2008,2008-10-26,8,25.187,NOR,,SDG,W 37-32,,,,,,
12,2008,2008-12-21,15,25.243,NOR,@,DET,W 42-7,,,,,,
13,2008,2008-12-28,16,25.250,NOR,,CAR,L 31-33,,0,0,0.0,1,1
14,2009,2009-09-20,2,26.151,NOR,@,PHI,W 48-22,*,0,0,0.0,1,0
15,2009,2009-09-27,3,26.158,NOR,@,BUF,W 27-7,,,,,,
16,2009,2009-10-04,4,26.165,NOR,,NYJ,W 24-10,*,1,6,0.0,2,0
17,2009,2009-10-18,5,26.179,NOR,,NYG,W 48-27,*,0,0,1.0,1,0
18,2009,2009-10-25,6,26.186,NOR,@,MIA,W 46-34,*,0,0,0.0,3,1
19,2009,2009-11-02,7,26.194,NOR,,ATL,W 35-27,*,0,0,0.0,0,1
20,2009,2009-11-08,8,26.200,NOR,,CAR,W 30-20,*,0,0,0.0,0,2
21,2009,2009-11-15,9,26.207,NOR,@,STL,W 28-23,*,0,0,0.5,0,1
22,2009,2009-11-22,10,26.214,NOR,@,TAM,W 38-7,*,0,0,0.0,1,2
23,2009,2009-11-30,11,26.222,NOR,,NWE,W 38-17,,,,,,
24,2009,2009-12-06,12,26.228,NOR,@,WAS,W 33-30,*,0,0,0.0,5,1
25,2009,2009-12-13,13,26.235,NOR,@,ATL,W 26-23,*,0,0,0.0,1,0
26,2009,2009-12-19,14,26.241,NOR,,DAL,L 17-24,*,0,0,0.0,1,3
27,2009,2009-12-27,15,26.249,NOR,,TAM,L 17-20,*,0,0,0.0,2,1
28,2009,2010-01-03,16,26.256,NOR,@,CAR,L 10-23,*,0,0,0.0,1,0
29,2010,2010-09-09,1,27.140,NOR,,MIN,W 14-9,*,0,0,0.0,0,0
30,2010,2010-09-20,2,27.151,NOR,@,SFO,W 25-22,*,0,0,0.0,1,0
31,2010,2010-09-26,3,27.157,NOR,,ATL,L 24-27,*,0,0,0.0,4,1
32,2010,2010-10-03,4,27.164,NOR,,CAR,W 16-14,*,0,0,0.0,2,3
33,2010,2010-10-10,5,27.171,NOR,@,ARI,L 20-30,*,0,0,1.0,1,1
34,2010,2010-10-17,6,27.178,NOR,@,TAM,W 31-6,*,0,0,0.0,2,0
35,2010,2010-10-24,7,27.185,NOR,,CLE,L 17-30,*,0,0,0.0,2,1
36,2010,2010-10-31,8,27.192,NOR,,PIT,W 20-10,*,0,0,0.0,1,1
37,2010,2010-11-07,9,27.199,NOR,@,CAR,W 34-3,*,0,0,0.0,1,0
38,2010,2010-11-21,10,27.213,NOR,,SEA,W 34-19,*,0,0,0.0,1,3
39,2010,2010-11-25,11,27.217,NOR,@,DAL,W 30-27,*,,,,,
40,2010,2010-12-05,12,27.227,NOR,@,CIN,W 34-30,*,0,0,0.0,1,0
41,2010,2010-12-12,13,27.234,NOR,,STL,W 31-13,*,0,0,0.0,0,2
42,2010,2010-12-19,14,27.241,NOR,@,BAL,L 24-30,*,0,0,0.0,3,3
43,2010,2010-12-27,15,27.249,NOR,@,ATL,W 17-14,*,0,0,0.0,0,1
44,2010,2011-01-02,16,27.255,NOR,,TAM,L 13-23,*,0,0,0.0,2,0
45,2011,2011-09-11,1,28.142,MIN,@,SDG,L 17-24,*,,,,,
46,2011,2011-09-18,2,28.149,MIN,,TAM,L 20-24,*,,,,,
47,2011,2011-09-25,3,28.156,MIN,,DET,L 23-26,*,,,,,
48,2011,2011-10-02,4,28.163,MIN,@,KAN,L 17-22,*,0,0,0.0,0,0
49,2011,2011-10-09,5,28.170,MIN,,ARI,W 34-10,*,0,0,0.0,1,0
50,2011,2011-10-16,6,28.177,MIN,@,CHI,L 10-39,*,,,,,
51,2011,2011-10-23,7,28.184,MIN,,GNB,L 27-33,*,,,,,
52,2011,2011-10-30,8,28.191,MIN,@,CAR,W 24-21,*,0,0,0.0,0,1
53,2011,2011-11-14,9,28.206,MIN,@,GNB,L 7-45,,0,0,0.0,1,0
54,2011,2011-11-20,10,28.212,MIN,,OAK,L 21-27,*,0,0,0.0,0,2
55,2011,2011-11-27,11,28.219,MIN,@,ATL,L 14-24,*,0,0,0.0,0,1
56,2011,2011-12-04,12,28.226,MIN,,DEN,L 32-35,*,0,0,1.0,2,2
57,2011,2011-12-11,13,28.233,MIN,@,DET,L 28-34,,0,0,0.5,0,1
58,2011,2011-12-18,14,28.240,MIN,,NOR,L 20-42,*,0,0,0.0,0,2
59,2011,2011-12-24,15,28.246,MIN,@,WAS,W 33-26,,,,,,
60,2011,2012-01-01,16,28.254,MIN,,CHI,L 13-17,*,0,0,0.0,0,1
