ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,23.042,CIN,@,CLE,W 27-17,*,4,1,41,41.00,1,25.0%,10.25,0,0,,0,1,6,0.0,0,0
2,2011,2011-09-18,2,23.049,CIN,@,DEN,L 22-24,*,14,10,124,12.40,1,71.4%,8.86,0,0,,0,1,6,0.0,0,0
3,2011,2011-09-25,3,23.056,CIN,,SFO,L 8-13,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,0.0,0,0
4,2011,2011-10-02,4,23.063,CIN,,BUF,W 23-20,*,10,4,118,29.50,0,40.0%,11.80,1,6,6.00,0,0,0,0.0,0,0
5,2011,2011-10-09,5,23.070,CIN,@,JAX,W 30-20,*,8,5,90,18.00,1,62.5%,11.25,0,0,,0,1,6,0.0,0,0
6,2011,2011-10-16,6,23.077,CIN,,IND,W 27-17,*,7,5,51,10.20,1,71.4%,7.29,0,0,,0,1,6,0.0,0,0
7,2011,2011-10-30,7,23.091,CIN,@,SEA,W 34-12,*,10,4,63,15.75,1,40.0%,6.30,0,0,,0,1,6,0.0,1,0
8,2011,2011-11-06,8,23.098,CIN,@,TEN,W 24-17,*,7,7,83,11.86,0,100.0%,11.86,0,0,,0,0,0,0.0,0,0
9,2011,2011-11-13,9,23.105,CIN,,PIT,L 17-24,*,2,1,36,36.00,1,50.0%,18.00,1,7,7.00,0,1,6,0.0,0,0
10,2011,2011-11-27,11,23.119,CIN,,CLE,W 23-20,*,4,3,110,36.67,0,75.0%,27.50,0,0,,0,0,0,0.0,0,0
11,2011,2011-12-04,12,23.126,CIN,@,PIT,L 7-35,*,11,6,87,14.50,1,54.5%,7.91,1,15,15.00,0,1,6,0.0,1,0
12,2011,2011-12-11,13,23.133,CIN,,HOU,L 19-20,*,7,5,59,11.80,0,71.4%,8.43,0,0,,0,0,0,0.0,0,0
13,2011,2011-12-18,14,23.140,CIN,@,STL,W 20-13,*,9,6,115,19.17,0,66.7%,12.78,0,0,,0,0,0,0.0,0,0
14,2011,2011-12-24,15,23.146,CIN,,ARI,W 23-16,*,8,2,25,12.50,0,25.0%,3.13,2,25,12.50,0,0,0,0.0,0,0
15,2011,2012-01-01,16,23.154,CIN,,BAL,L 16-24,*,9,2,26,13.00,0,22.2%,2.89,0,0,,0,0,0,0.0,0,0
16,2012,2012-09-10,1,24.041,CIN,@,BAL,L 13-44,*,11,5,70,14.00,0,45.5%,6.36,0,0,,0,0,0,0.0,0,0
