ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1958,1958-10-12,3,22.240,DET,,RAM,L 28-42,9,54,6.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
2,1958,1958-10-19,4,22.247,DET,,BAL,L 14-40,2,13,6.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
3,1958,1958-11-09,7,22.268,DET,@,CLE,W 30-10,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
4,1958,1958-11-23,9,22.282,DET,,CHI,L 7-20,3,23,7.67,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
5,1958,1958-11-27,10,22.286,DET,,GNB,W 24-14,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
6,1958,1958-12-07,11,22.296,DET,,NYG,L 17-19,8,44,5.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
7,1958,1958-12-14,12,22.303,DET,@,CHI,L 16-21,1,3,3.00,0,1,12,12.00,0,0,0,,0,0,,,,,,,,,,,0,
8,1959,1959-09-27,1,23.225,DET,@,BAL,L 9-21,4,9,2.25,1,1,22,22.00,0,0,0,,0,0,,,,,,,,,,,1,
9,1959,1959-10-04,2,23.232,DET,@,GNB,L 10-28,4,11,2.75,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
10,1959,1959-10-11,3,23.239,DET,,BAL,L 24-31,2,10,5.00,0,1,13,13.00,0,0,0,,0,0,,,,,,,,,,,0,
11,1959,1959-10-18,4,23.246,DET,,SFO,L 13-34,8,56,7.00,0,1,30,30.00,0,0,0,,0,0,,,,,,,,,,,0,
12,1959,1959-10-25,5,23.253,DET,@,RAM,W 17-7,12,20,1.67,1,2,10,5.00,0,0,0,,0,0,,,,,,,,,,,1,
