ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
79,2005,2005-09-18,2,26.286,SEA,,ATL,W 21-18,*,11,8,131,16.38,0,72.7%,11.91,0,0,,0,0,0,,0,0,0,0.0,,
80,2005,2005-09-25,3,26.293,SEA,,ARI,W 37-12,*,13,8,125,15.63,0,61.5%,9.62,0,0,,0,0,0,,0,0,0,0.0,,
81,2005,2005-10-02,4,26.300,SEA,@,WAS,L 17-20,*,9,7,55,7.86,1,77.8%,6.11,0,0,,0,0,0,,0,1,6,0.0,,
82,2005,2005-12-18,14,27.012,SEA,@,TEN,W 28-24,*,9,6,72,12.00,1,66.7%,8.00,1,7,7.00,0,0,0,,0,1,6,0.0,,
83,2005,2005-12-24,15,27.018,SEA,,IND,W 28-13,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,,
84,2006,2006-09-10,1,27.278,SEA,@,DET,W 9-6,*,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,0,0,0,0.0,,
85,2006,2006-09-17,2,27.285,SEA,,ARI,W 21-10,*,10,5,127,25.40,1,50.0%,12.70,0,0,,0,0,0,,0,1,6,0.0,,
86,2006,2006-09-24,3,27.292,SEA,,NYG,W 42-30,*,9,7,57,8.14,2,77.8%,6.33,0,0,,0,0,0,,0,2,12,0.0,,
87,2006,2006-10-01,4,27.299,SEA,@,CHI,L 6-37,*,7,5,62,12.40,0,71.4%,8.86,0,0,,0,0,0,,0,0,0,0.0,,
88,2006,2006-10-15,5,27.313,SEA,@,STL,W 30-28,*,9,4,94,23.50,1,44.4%,10.44,0,0,,0,0,0,,0,1,6,0.0,,
89,2006,2006-10-22,6,27.320,SEA,,MIN,L 13-31,*,14,7,136,19.43,1,50.0%,9.71,0,0,,0,0,0,,0,1,6,0.0,,
90,2006,2006-10-29,7,27.327,SEA,@,KAN,L 28-35,*,9,3,64,21.33,1,33.3%,7.11,0,0,,0,0,0,,0,1,6,0.0,,
91,2006,2006-11-06,8,27.335,SEA,,OAK,W 16-0,*,7,5,36,7.20,0,71.4%,5.14,0,0,,0,0,0,,0,0,0,0.0,,
92,2006,2006-11-12,9,27.341,SEA,,STL,W 24-22,*,9,5,85,17.00,1,55.6%,9.44,0,0,,0,0,0,,0,1,6,0.0,,
93,2006,2006-11-19,10,27.348,SEA,@,SFO,L 14-20,*,8,4,77,19.25,1,50.0%,9.63,0,0,,0,0,0,,0,1,6,0.0,,
94,2006,2006-11-27,11,27.356,SEA,,GNB,W 34-24,*,7,2,20,10.00,1,28.6%,2.86,0,0,,0,0,0,,0,1,6,0.0,,
95,2006,2006-12-03,12,27.362,SEA,@,DEN,W 23-20,*,10,6,91,15.17,0,60.0%,9.10,0,0,,0,0,0,,0,0,0,0.0,,
96,2006,2006-12-10,13,28.004,SEA,@,ARI,L 21-27,*,7,5,60,12.00,1,71.4%,8.57,0,0,,0,0,0,,0,1,6,0.0,,
97,2007,2007-09-10,1,28.278,SFO,,ARI,W 20-17,*,8,4,36,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
98,2007,2007-09-16,2,28.284,SFO,@,STL,W 17-16,*,5,3,61,20.33,0,60.0%,12.20,0,0,,0,0,0,,0,0,0,0.0,,
99,2007,2007-09-23,3,28.291,SFO,@,PIT,L 16-37,*,8,4,69,17.25,0,50.0%,8.63,0,0,,0,0,0,,0,0,0,0.0,,
100,2007,2007-09-30,4,28.298,SFO,,SEA,L 3-23,*,10,3,38,12.67,0,30.0%,3.80,0,0,,0,0,0,,0,0,0,0.0,,
101,2007,2007-10-07,5,28.305,SFO,,BAL,L 7-9,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
102,2007,2007-10-21,6,28.319,SFO,@,NYG,L 15-33,*,5,2,6,3.00,1,40.0%,1.20,0,0,,0,0,0,,0,1,6,0.0,,
103,2007,2007-11-04,8,28.333,SFO,@,ATL,L 16-20,*,8,2,21,10.50,0,25.0%,2.63,0,0,,0,0,0,,0,0,0,0.0,,
104,2007,2007-11-12,9,28.341,SFO,@,SEA,L 0-24,*,6,1,4,4.00,0,16.7%,0.67,0,0,,0,0,0,,0,0,0,0.0,,
105,2007,2007-11-18,10,28.347,SFO,,STL,L 9-13,*,8,2,36,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
106,2007,2007-11-25,11,28.354,SFO,@,ARI,W 37-31,*,9,5,43,8.60,0,55.6%,4.78,0,0,,0,0,0,,0,0,0,0.0,,
107,2007,2007-12-02,12,28.361,SFO,@,CAR,L 14-31,*,7,1,12,12.00,0,14.3%,1.71,0,0,,0,0,0,,0,0,0,0.0,,
108,2007,2007-12-09,13,29.003,SFO,,MIN,L 7-27,*,8,4,24,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,,
109,2007,2007-12-15,14,29.009,SFO,,CIN,W 20-13,*,10,8,86,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0,0.0,,
110,2007,2007-12-23,15,29.017,SFO,,TAM,W 21-19,*,3,2,27,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,1,6,0.0,,
111,2007,2007-12-30,16,29.024,SFO,@,CLE,L 7-20,*,6,3,28,9.33,1,50.0%,4.67,0,0,,0,0,0,,0,1,6,0.0,,
112,2008,2008-09-08,1,29.277,DEN,@,OAK,W 41-14,*,1,1,48,48.00,1,100.0%,48.00,0,0,,0,0,0,,0,1,6,0.0,0,0
113,2008,2008-10-12,6,29.311,DEN,,JAX,L 17-24,*,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2008,2008-10-20,7,29.319,DEN,@,NWE,L 7-41,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,0.0,1,0
115,2008,2008-11-02,8,29.332,DEN,,MIA,L 17-26,,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,0.0,0,0
116,2008,2008-11-06,9,29.336,DEN,@,CLE,W 34-30,,,,,,,0.0%,,,,,,,,,,,,,,
117,2008,2008-11-16,10,29.346,DEN,@,ATL,W 24-20,,,,,,,0.0%,,,,,,,,,,,,,,
118,2008,2008-11-23,11,29.353,DEN,,OAK,L 10-31,,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
119,2008,2008-11-30,12,29.360,DEN,@,NYJ,W 34-17,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
120,2008,2008-12-07,13,30.001,DEN,,KAN,W 24-17,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,0.0,0,0
121,2008,2008-12-14,14,30.008,DEN,@,CAR,L 10-30,,0,,,,,0.0%,,,,,,,,,,,,,,
122,2008,2008-12-21,15,30.015,DEN,,BUF,L 23-30,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,0,0,0.0,0,0
123,2008,2008-12-28,16,30.022,DEN,@,SDG,L 21-52,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
