ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2001,2001-10-15,5,23.085,WAS,@,DAL,L 7-9,,,,,,,,
2,2001,2001-10-21,6,23.091,WAS,,CAR,W 17-14,,,,,,,,
3,2001,2001-11-18,9,23.119,WAS,@,DEN,W 17-10,,,,,,,,
4,2001,2001-12-09,12,23.140,WAS,@,ARI,W 20-10,,,,,,,,
5,2001,2001-12-16,13,23.147,WAS,,PHI,L 6-20,,,,,,,,
6,2001,2001-12-23,14,23.154,WAS,,CHI,L 15-20,,,,,,,,
7,2001,2001-12-30,15,23.161,WAS,@,NOR,W 40-10,,,,,,,,
8,2001,2002-01-06,16,23.168,WAS,,ARI,W 20-17,,,,,,,,
9,2002,2002-09-08,1,24.048,DET,@,MIA,L 21-49,,,,,,,,
10,2002,2002-09-15,2,24.055,DET,@,CAR,L 7-31,,,,,,,,
11,2002,2002-09-22,3,24.062,DET,,GNB,L 31-37,,,,,,,,
12,2002,2002-09-29,4,24.069,DET,,NOR,W 26-21,,,,,,,,
13,2002,2002-10-13,5,24.083,DET,@,MIN,L 24-31,,,,,,,,
14,2002,2002-10-20,6,24.090,DET,,CHI,W 23-20,,0,0,,0,1.0,,
15,2002,2002-10-27,7,24.097,DET,@,BUF,L 17-24,*,,,,,,,
16,2002,2002-11-03,8,24.104,DET,,DAL,W 9-7,*,0,0,,0,2.0,,
17,2002,2002-11-10,9,24.111,DET,@,GNB,L 14-40,*,,,,,,,
18,2002,2002-11-17,10,24.118,DET,,NYJ,L 14-31,*,,,,,,,
19,2002,2002-11-24,11,24.125,DET,@,CHI,L 17-20,*,,,,,,,
20,2002,2002-11-28,12,24.129,DET,,NWE,L 12-20,*,,,,,,,
21,2002,2002-12-08,13,24.139,DET,@,ARI,L 20-23,*,,,,,,,
22,2002,2002-12-15,14,24.146,DET,,TAM,L 20-23,*,,,,,,,
