ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2002,2002-09-23,3,22.206,TAM,,STL,W 26-14,,,,,,,0.0%,,,,,,,
2,2002,2002-09-29,4,22.212,TAM,@,CIN,W 35-7,,0,,,,,0.0%,,,,,,,
3,2002,2002-12-08,13,22.282,TAM,,ATL,W 34-10,,0,,,,,0.0%,,,,,,,
4,2002,2002-12-15,14,22.289,TAM,@,DET,W 23-20,,,,,,,0.0%,,,,,,,
5,2002,2002-12-23,15,22.297,TAM,,PIT,L 7-17,,,,,,,0.0%,,,,,,,
6,2002,2002-12-29,16,22.303,TAM,@,CHI,W 15-0,,,,,,,0.0%,,,,,,,
7,2003,2003-09-08,1,23.191,TAM,@,PHI,W 17-0,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
8,2003,2003-09-14,2,23.197,TAM,,CAR,L 9-12,,,,,,,0.0%,,,,,,,
9,2003,2003-09-21,3,23.204,TAM,@,ATL,W 31-10,,0,,,,,0.0%,,,,,,,
10,2003,2003-10-06,4,23.219,TAM,,IND,L 35-38,,,,,,,0.0%,,,,,,,
11,2003,2003-10-12,5,23.225,TAM,@,WAS,W 35-13,,,,,,,0.0%,,,,,,,
12,2003,2003-10-19,6,23.232,TAM,@,SFO,L 7-24,,,,,,,0.0%,,,,,,,
13,2003,2003-10-26,7,23.239,TAM,,DAL,W 16-0,,,,,,,0.0%,,,,,,,
14,2003,2003-11-02,8,23.246,TAM,,NOR,L 14-17,,,,,,,0.0%,,,,,,,
15,2003,2003-11-09,9,23.253,TAM,@,CAR,L 24-27,,0,,,,,0.0%,,,,,,,
16,2003,2003-11-16,10,23.260,TAM,,GNB,L 13-20,,0,,,,,0.0%,,,,,,,
17,2003,2003-11-24,11,23.268,TAM,,NYG,W 19-13,,,,,,,0.0%,,,,,,,
18,2003,2003-11-30,12,23.274,TAM,@,JAX,L 10-17,,0,,,,,0.0%,,,,,,,
19,2003,2003-12-07,13,23.281,TAM,@,NOR,W 14-7,,0,,,,,0.0%,,,,,,,
20,2003,2003-12-14,14,23.288,TAM,,HOU,W 16-3,,,,,,,0.0%,,,,,,,
21,2004,2004-09-12,1,24.196,DAL,@,MIN,L 17-35,*,0,0,0,,0,0.0%,,1,1,1.00,0,0,0
22,2004,2004-09-19,2,24.203,DAL,,CLE,W 19-12,,,,,,,0.0%,,,,,,,
23,2004,2004-09-27,3,24.211,DAL,@,WAS,W 21-18,,2,2,26,13.00,0,100.0%,13.00,1,2,2.00,0,0,0
24,2004,2004-10-10,4,24.224,DAL,,NYG,L 10-26,*,1,1,0,0.00,0,100.0%,0.00,2,7,3.50,0,0,0
25,2004,2004-10-17,5,24.231,DAL,,PIT,L 20-24,,0,,,,,0.0%,,,,,,,
26,2004,2004-10-24,6,24.238,DAL,@,GNB,L 20-41,*,,,,,,0.0%,,,,,,,
27,2004,2004-10-31,7,24.245,DAL,,DET,W 31-21,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0
28,2004,2004-11-07,8,24.252,DAL,@,CIN,L 3-26,*,,,,,,0.0%,,,,,,,
29,2004,2004-11-15,9,24.260,DAL,,PHI,L 21-49,,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0
30,2004,2004-11-21,10,24.266,DAL,@,BAL,L 10-30,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
31,2004,2004-11-25,11,24.270,DAL,,CHI,W 21-7,*,1,1,5,5.00,1,100.0%,5.00,0,0,,0,1,6
32,2004,2004-12-06,12,24.281,DAL,@,SEA,W 43-39,*,1,,,,,0.0%,,,,,,,
33,2004,2004-12-12,13,24.287,DAL,,NOR,L 13-27,*,,,,,,0.0%,,,,,,,
34,2004,2004-12-19,14,24.294,DAL,@,PHI,L 7-12,,1,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0
35,2004,2004-12-26,15,24.301,DAL,,WAS,W 13-10,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
36,2004,2005-01-02,16,24.308,DAL,@,NYG,L 24-28,*,1,,,,,0.0%,,,,,,,
37,2005,2005-11-06,8,25.250,MIA,,ATL,L 10-17,,,0,0,,0,0.0%,,0,0,,0,0,0
38,2005,2005-11-13,9,25.257,MIA,,NWE,L 16-23,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
39,2005,2005-11-20,10,25.264,MIA,@,CLE,L 0-22,*,,0,0,,0,0.0%,,0,0,,0,0,0
40,2005,2005-11-27,11,25.271,MIA,@,OAK,W 33-21,,,0,0,,0,0.0%,,0,0,,0,0,0
41,2005,2005-12-04,12,25.278,MIA,,BUF,W 24-23,*,,0,0,,0,0.0%,,0,0,,0,0,0
42,2005,2005-12-11,13,25.285,MIA,@,SDG,W 23-21,*,,0,0,,0,0.0%,,0,0,,0,0,0
43,2005,2005-12-18,14,25.292,MIA,,NYJ,W 24-20,*,,0,0,,0,0.0%,,0,0,,0,0,0
44,2005,2005-12-24,15,25.298,MIA,,TEN,W 24-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
45,2005,2006-01-01,16,25.306,MIA,@,NWE,W 28-26,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
46,2006,2006-09-07,1,26.190,MIA,@,PIT,L 17-28,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
47,2006,2006-09-17,2,26.200,MIA,,BUF,L 6-16,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
48,2006,2006-09-24,3,26.207,MIA,,TEN,W 13-10,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
49,2006,2006-10-01,4,26.214,MIA,@,HOU,L 15-17,*,,0,0,,0,0.0%,,0,0,,0,0,0
50,2006,2006-10-08,5,26.221,MIA,@,NWE,L 10-20,,,0,0,,0,0.0%,,0,0,,0,0,0
51,2006,2006-10-15,6,26.228,MIA,@,NYJ,L 17-20,*,,0,0,,0,0.0%,,0,0,,0,0,0
52,2006,2006-10-22,7,26.235,MIA,,GNB,L 24-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
