ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
48,1991,1991-09-29,5,25.003,NOR,@,ATL,W 27-6,10,22,2.20,0,,1,6,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
49,1991,1991-10-27,8,25.031,NOR,,CHI,L 17-20,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,,,,,0,
50,1991,1991-11-03,9,25.038,NOR,@,RAM,W 24-17,14,39,2.79,0,,2,25,12.50,1,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
51,1992,1992-09-06,1,25.346,NOR,@,PHI,L 13-15,1,3,3.00,0,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,1992,1992-09-13,2,25.353,NOR,,CHI,W 28-6,3,9,3.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
53,1992,1992-09-20,3,25.360,NOR,@,ATL,W 10-7,2,10,5.00,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1992,1992-09-27,4,26.001,NOR,,SFO,L 10-16,3,12,4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
55,1992,1992-10-04,5,26.008,NOR,@,DET,W 13-7,9,34,3.78,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1992,1992-10-11,6,26.015,NOR,,RAM,W 13-10,7,19,2.71,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,1992,1992-10-18,7,26.022,NOR,@,PHO,W 30-21,6,30,5.00,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
58,1992,1992-11-01,8,26.036,NOR,,TAM,W 23-21,7,33,4.71,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,1,14,14.00,0,0,0,,0,0,0
59,1992,1992-11-08,9,26.043,NOR,@,NWE,W 31-14,8,19,2.38,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
60,1992,1992-11-15,10,26.050,NOR,@,SFO,L 20-21,2,7,3.50,0,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1992,1992-11-23,11,26.058,NOR,,WAS,W 20-3,7,26,3.71,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
62,1992,1992-11-29,12,26.064,NOR,,MIA,W 24-13,12,58,4.83,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
63,1992,1992-12-03,13,26.068,NOR,,ATL,W 22-14,11,53,4.82,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
64,1992,1992-12-13,14,26.078,NOR,@,RAM,W 37-14,11,50,4.55,1,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
65,1992,1992-12-20,15,26.085,NOR,,BUF,L 16-20,9,19,2.11,0,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
66,1992,1992-12-26,16,26.091,NOR,@,NYJ,W 20-0,6,34,5.67,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
67,1993,1993-09-05,1,26.344,CHI,,NYG,L 20-26,13,51,3.92,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,1993,1993-09-12,2,26.351,CHI,@,MIN,L 7-10,1,0,0.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
69,1993,1993-09-26,3,27.000,CHI,,TAM,W 47-17,3,9,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1993,1993-10-03,4,27.007,CHI,,ATL,W 6-0,3,12,4.00,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,1993,1993-10-10,5,27.014,CHI,@,PHI,W 17-6,13,42,3.23,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,1993,1993-10-25,6,27.029,CHI,,MIN,L 12-19,1,-1,-1.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1993,1993-10-31,7,27.035,CHI,@,GNB,L 3-17,11,26,2.36,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1993,1993-11-07,8,27.042,CHI,,RAI,L 14-16,4,14,3.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0,,0,0,0
75,1993,1993-11-14,9,27.049,CHI,@,SDG,W 16-13,1,1,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
76,1993,1993-11-21,10,27.056,CHI,@,KAN,W 19-17,6,18,3.00,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1993,1993-11-25,11,27.060,CHI,@,DET,W 10-6,5,11,2.20,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1993,1993-12-05,12,27.070,CHI,,GNB,W 30-17,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,1993,1993-12-12,13,27.077,CHI,@,TAM,L 10-13,1,4,4.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,1993,1993-12-18,14,27.083,CHI,,DEN,L 3-13,3,6,2.00,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1993,1993-12-26,15,27.091,CHI,,DET,L 14-20,0,0,,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
82,1993,1994-01-02,16,27.098,CHI,@,RAM,L 6-20,3,13,4.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,1994,1994-09-04,1,27.343,ATL,@,DET,L 28-31,2,12,6.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,1994,1994-09-11,2,27.350,ATL,,RAM,W 31-13,9,68,7.56,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,1994,1994-09-18,3,27.357,ATL,,KAN,L 10-30,3,16,5.33,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,1994,1994-09-25,4,27.364,ATL,@,WAS,W 27-20,7,23,3.29,1,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
87,1994,1994-10-02,5,28.006,ATL,@,RAM,W 8-5,6,28,4.67,0,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1994,1994-10-09,6,28.013,ATL,,TAM,W 34-13,18,87,4.83,2,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
89,1994,1994-10-16,7,28.020,ATL,,SFO,L 3-42,13,33,2.54,0,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1994,1994-10-23,8,28.027,ATL,@,RAI,L 17-30,19,71,3.74,1,4,2,35,17.50,0,50.0%,8.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
91,1994,1994-11-06,9,28.041,ATL,,SDG,W 10-9,8,37,4.63,0,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,1994,1994-11-13,10,28.048,ATL,@,NOR,L 32-33,16,72,4.50,0,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,,,,,1,7,7.00,0,0,0,,0,0,0
93,1994,1994-11-20,11,28.055,ATL,@,DEN,L 28-32,15,73,4.87,0,5,4,23,5.75,1,80.0%,4.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
94,1994,1994-11-27,12,28.062,ATL,,PHI,W 28-21,16,66,4.13,1,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
95,1994,1994-12-04,13,28.069,ATL,@,SFO,L 14-50,4,11,2.75,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,1994,1994-12-11,14,28.076,ATL,,NOR,L 20-29,10,72,7.20,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
97,1994,1994-12-18,15,28.083,ATL,@,GNB,L 17-21,21,77,3.67,1,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
98,1994,1994-12-24,16,28.089,ATL,,ARI,W 10-6,16,33,2.06,0,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
99,1995,1995-09-03,1,28.342,ATL,,CAR,W 23-20,19,61,3.21,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,1995,1995-09-10,2,28.349,ATL,@,SFO,L 10-41,7,23,3.29,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
101,1995,1995-09-17,3,28.356,ATL,@,NOR,W 27-24,25,102,4.08,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
102,1995,1995-09-24,4,28.363,ATL,,NYJ,W 13-3,19,120,6.32,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,1995,1995-10-01,5,29.005,ATL,,NWE,W 30-17,18,84,4.67,1,9,8,66,8.25,0,88.9%,7.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
104,1995,1995-10-12,6,29.016,ATL,@,STL,L 19-21,11,24,2.18,0,6,4,56,14.00,0,66.7%,9.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,1995,1995-10-22,7,29.026,ATL,@,TAM,W 24-21,16,69,4.31,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,1995,1995-10-29,8,29.033,ATL,,DAL,L 13-28,14,67,4.79,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
107,1995,1995-11-05,9,29.040,ATL,,DET,W 34-22,9,68,7.56,2,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
108,1995,1995-11-12,10,29.047,ATL,@,BUF,L 17-23,14,65,4.64,2,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
109,1995,1995-11-19,11,29.054,ATL,,STL,W 31-6,20,117,5.85,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
110,1995,1995-11-26,12,29.061,ATL,@,ARI,L 37-40,9,33,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
111,1995,1995-12-03,13,29.068,ATL,@,MIA,L 20-21,13,41,3.15,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
112,1995,1995-12-10,14,29.075,ATL,,NOR,W 19-14,19,93,4.89,0,3,3,42,14.00,1,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
113,1995,1995-12-17,15,29.082,ATL,@,CAR,L 17-21,16,81,5.06,0,8,5,48,9.60,1,62.5%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
114,1995,1995-12-24,16,29.089,ATL,,SFO,W 28-27,7,35,5.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
115,1996,1996-09-01,1,29.341,ATL,@,CAR,L 6-29,4,7,1.75,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
116,1996,1996-09-22,3,29.362,ATL,,PHI,L 18-33,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
117,1996,1996-09-29,4,30.003,ATL,@,SFO,L 17-39,9,55,6.11,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
118,1996,1996-10-06,5,30.010,ATL,@,DET,L 24-28,4,9,2.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,1996,1996-10-13,6,30.017,ATL,,HOU,L 13-23,2,8,4.00,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
120,1996,1996-10-20,7,30.024,ATL,@,DAL,L 28-32,3,14,4.67,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0
121,1996,1996-10-27,8,30.031,ATL,,PIT,L 17-20,3,10,3.33,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
122,1996,1996-11-03,9,30.038,ATL,,CAR,W 20-17,4,13,3.25,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
123,1996,1996-11-10,10,30.045,ATL,@,STL,L 16-59,3,21,7.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
124,1996,1996-11-17,11,30.052,ATL,,NOR,W 17-15,7,37,5.29,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
125,1996,1996-11-24,12,30.059,ATL,@,CIN,L 31-41,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
126,1996,1996-12-02,13,30.067,ATL,,SFO,L 10-34,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
127,1996,1996-12-08,14,30.073,ATL,@,NOR,W 31-15,9,47,5.22,1,2,2,49,24.50,0,100.0%,24.50,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0,,0,1,6
128,1996,1996-12-15,15,30.080,ATL,,STL,L 27-34,1,1,1.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
129,1996,1996-12-22,16,30.087,ATL,@,JAX,L 17-19,16,69,4.31,1,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
130,1997,1997-08-31,1,30.339,STL,,NOR,W 38-24,6,17,2.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
131,1997,1997-09-07,2,30.346,STL,,SFO,L 12-15,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,0,
132,1997,1997-09-14,3,30.353,STL,@,DEN,L 14-35,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
133,1997,1997-09-21,4,30.360,STL,,NYG,W 13-3,2,5,2.50,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
134,1997,1997-09-28,5,31.002,STL,@,OAK,L 17-35,1,4,4.00,0,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
135,1997,1997-10-12,6,31.016,STL,@,SFO,L 10-30,2,5,2.50,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
136,1997,1997-10-19,7,31.023,STL,,SEA,L 9-17,3,8,2.67,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
137,1997,1997-10-26,8,31.030,STL,,KAN,L 20-28,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
138,1997,1997-11-02,9,31.037,STL,@,ATL,L 31-34,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
139,1997,1997-11-09,10,31.044,STL,@,GNB,L 7-17,1,1,1.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
140,1997,1997-11-16,11,31.051,STL,,ATL,L 21-27,1,4,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
141,1997,1997-11-23,12,31.058,STL,,CAR,L 10-16,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
142,1997,1997-11-30,13,31.065,STL,@,WAS,W 23-20,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
143,1997,1997-12-07,14,31.072,STL,@,NOR,W 34-27,8,22,2.75,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
