ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1971,1971-09-19,1,22.247,ATL,,SFO,W 20-17,4,29,7.25,0,0,0,,0,0,0,,0,0,0
2,1971,1971-09-26,2,22.254,ATL,@,RAM,T 20-20,1,4,4.00,0,0,0,,0,0,0,,0,0,0
3,1971,1971-10-03,3,22.261,ATL,@,DET,L 38-41,,,,,,,,,,,,,,
4,1971,1971-10-10,4,22.268,ATL,,STL,L 9-26,4,37,9.25,0,0,0,,0,0,0,,0,0,0
5,1971,1971-10-17,5,22.275,ATL,,RAM,L 16-24,2,27,13.50,0,0,0,,0,0,0,,0,0,0
6,1971,1971-10-24,6,22.282,ATL,,NOR,W 28-6,1,5,5.00,0,0,0,,0,0,0,,0,0,0
7,1971,1971-10-31,7,22.289,ATL,@,CLE,W 31-14,1,9,9.00,0,1,-4,-4.00,0,0,0,,0,0,0
8,1971,1971-11-07,8,22.296,ATL,@,CIN,W 9-6,,,,,,,,,,,,,,
9,1971,1971-11-14,9,22.303,ATL,,NYG,L 17-21,2,31,15.50,0,0,0,,0,0,0,,0,0,0
10,1971,1971-11-22,10,22.311,ATL,,GNB,W 28-21,,,,,,,,,,,,,,
11,1971,1971-11-28,11,22.317,ATL,@,MIN,L 7-24,3,39,13.00,0,0,0,,0,0,0,,0,0,0
12,1971,1971-12-05,12,22.324,ATL,,OAK,W 24-13,1,24,24.00,0,0,0,,0,0,0,,0,0,0
13,1971,1971-12-12,13,22.331,ATL,@,SFO,L 3-24,,,,,,,,,,,,,,
14,1971,1971-12-19,14,22.338,ATL,@,NOR,W 24-20,1,19,19.00,0,0,0,,0,0,0,,0,0,0
15,1972,1972-09-17,1,23.246,ATL,@,CHI,W 37-21,,,,,,,,,,,,,,
16,1972,1972-10-01,3,23.260,ATL,,RAM,W 31-3,,,,,,,,,,,,,,
17,1972,1972-10-08,4,23.267,ATL,,DET,L 23-26,,,,,,,,,,,,,,
18,1972,1972-10-15,5,23.274,ATL,@,NOR,W 21-14,3,52,17.33,0,0,0,,0,0,0,,0,0,0
19,1972,1972-10-22,6,23.281,ATL,@,GNB,W 10-9,,,,,,,,,,,,,,
20,1972,1972-10-29,7,23.288,ATL,,SFO,L 14-49,1,14,14.00,0,0,0,,0,0,0,,0,0,0
21,1972,1972-11-05,8,23.295,ATL,@,RAM,L 7-20,7,120,17.14,0,0,0,,0,0,0,,0,0,0
22,1972,1972-11-12,9,23.302,ATL,,NOR,W 36-20,0,0,,0,0,0,,0,1,0,0.00,0,0,0
23,1972,1972-11-20,10,23.310,ATL,@,WAS,L 13-24,,,,,,,,,,,,,,
24,1972,1972-11-26,11,23.316,ATL,,DEN,W 23-20,2,50,25.00,1,0,0,,0,0,0,,0,1,6
25,1972,1972-12-03,12,23.323,ATL,,HOU,W 20-10,2,27,13.50,0,0,0,,0,0,0,,0,0,0
26,1972,1972-12-10,13,23.330,ATL,@,SFO,L 0-20,1,46,46.00,0,0,0,,0,0,0,,0,0,0
27,1972,1972-12-17,14,23.337,ATL,,KAN,L 14-17,2,29,14.50,0,0,0,,0,0,0,,0,0,0
28,1973,1973-09-16,1,24.244,ATL,@,NOR,W 62-7,2,36,18.00,1,0,0,,0,0,0,,0,1,6
29,1973,1973-09-23,2,24.251,ATL,@,RAM,L 0-31,,,,,,,,,,,,,,
30,1973,1973-12-09,13,24.328,PHI,,NYJ,W 24-23,,,,,,,,,,,,,,
31,1973,1973-12-16,14,24.335,PHI,@,WAS,L 20-38,,,,,,,,,,,,,,
32,1974,1974-09-15,1,25.243,PHI,@,STL,L 3-7,,,,,,,,,,,,,,
33,1974,1974-09-23,2,25.251,PHI,,DAL,W 13-10,,,,,,,,,,,,,,
34,1974,1974-09-29,3,25.257,PHI,,BAL,W 30-10,0,0,,0,0,0,,0,1,1,1.00,0,0,0
35,1974,1974-10-06,4,25.264,PHI,@,SDG,W 13-7,,,,,,,,,,,,,,
36,1974,1974-10-13,5,25.271,PHI,,NYG,W 35-7,,,,,,,,,,,,,,
37,1974,1974-10-20,6,25.278,PHI,@,DAL,L 24-31,,,,,,,,,,,,,,
38,1974,1974-10-27,7,25.285,PHI,@,NOR,L 10-14,,,,,,,,,,,,,,
39,1974,1974-11-03,8,25.292,PHI,@,PIT,L 0-27,,,,,,,,,,,,,,
40,1974,1974-11-10,9,25.299,PHI,,WAS,L 20-27,,,,,,,,,,,,,,
41,1974,1974-11-17,10,25.306,PHI,,STL,L 3-13,,,,,,,,,,,,,,
42,1974,1974-11-24,11,25.313,PHI,@,WAS,L 7-26,,,,,,,,,,,,,,
43,1974,1974-12-01,12,25.320,PHI,,GNB,W 36-14,,,,,,,,,,,,,,
