ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1993,1993-09-05,1,22.302,PIT,,SFO,L 13-24,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,2,33,16.50,0,0,0,,0,0,0
2,1993,1993-09-19,3,22.316,PIT,,CIN,W 34-7,,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
3,1993,1993-12-13,13,23.036,PIT,@,MIA,W 21-20,,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
4,1993,1993-12-19,14,23.042,PIT,,HOU,L 17-26,,3,2,32,16.00,0,66.7%,10.67,0,0,,0,4,57,14.25,0,0,0,,0,0,0
5,1993,1993-12-26,15,23.049,PIT,@,SEA,L 6-16,,,0,0,,0,0.0%,,0,0,,0,4,62,15.50,0,0,0,,0,0,0
6,1993,1994-01-02,16,23.056,PIT,,CLE,W 16-9,,,0,0,,0,0.0%,,0,0,,0,2,25,12.50,0,0,0,,0,0,0
7,1994,1994-09-04,1,23.301,PIT,,DAL,L 9-26,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,1994,1994-09-11,2,23.308,PIT,@,CLE,W 17-10,,3,0,0,,0,0.0%,0.00,,,,,,,,,0,0,,0,,
9,1994,1994-09-18,3,23.315,PIT,,IND,W 31-21,,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,0
10,1994,1994-09-25,4,23.322,PIT,@,SEA,L 13-30,,2,0,0,,0,0.0%,0.00,,,,,,,,,0,0,,0,,
11,1994,1994-10-03,5,23.330,PIT,,HOU,W 30-14,,2,1,46,46.00,0,50.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,0
12,1994,1994-10-16,6,23.343,PIT,,CIN,W 14-10,,2,0,0,,0,0.0%,0.00,,,,,,,,,0,0,,0,,
13,1994,1994-10-23,7,23.350,PIT,@,NYG,W 10-6,,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,0
14,1994,1994-10-30,8,23.357,PIT,@,ARI,L 17-20,,4,1,0,0.00,0,25.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,1994,1994-11-06,9,23.364,PIT,@,HOU,W 12-9,,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,2,15,7.50,0,0,0
16,1994,1994-11-14,10,24.007,PIT,,BUF,W 23-10,,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,0
17,1994,1994-11-20,11,24.013,PIT,,MIA,W 16-13,,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,,0,,
18,1994,1994-11-27,12,24.020,PIT,@,RAI,W 21-3,,,0,0,,0,0.0%,,,,,,,,,,0,0,,0,,
19,1994,1994-12-04,13,24.027,PIT,@,CIN,W 38-15,,,0,0,,0,0.0%,,,,,,,,,,0,0,,0,,
20,1994,1994-12-11,14,24.034,PIT,,PHI,W 14-3,,3,3,53,17.67,1,100.0%,17.67,0,0,,0,0,0,,0,0,0,,0,1,6
21,1994,1994-12-18,15,24.041,PIT,,CLE,W 17-7,,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,,0,,
22,1994,1994-12-24,16,24.047,PIT,@,SDG,L 34-37,,6,5,52,10.40,1,83.3%,8.67,0,0,,0,0,0,,0,0,0,,0,1,6
23,1995,1995-09-03,1,24.300,PIT,,DET,W 23-20,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,2,16,8.00,0,0,0
24,1995,1995-09-10,2,24.307,PIT,@,HOU,W 34-17,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,3,83,27.67,1,1,6
25,1995,1995-09-18,3,24.315,PIT,@,MIA,L 10-23,,13,10,86,8.60,0,76.9%,6.62,0,0,,0,0,0,,0,4,28,7.00,0,0,0
26,1995,1995-09-24,4,24.321,PIT,,MIN,L 24-44,,7,5,32,6.40,0,71.4%,4.57,0,0,,0,0,0,,0,2,4,2.00,0,0,0
27,1995,1995-10-01,5,24.328,PIT,,SDG,W 31-16,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,2,28,14.00,0,0,0
28,1995,1995-10-08,6,24.335,PIT,@,JAX,L 16-20,,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,4,32,8.00,0,0,0
29,1995,1995-10-19,7,24.346,PIT,,CIN,L 9-27,,6,5,69,13.80,0,83.3%,11.50,0,0,,0,0,0,,0,1,0,0.00,0,0,0
30,1995,1995-10-29,8,24.356,PIT,,JAX,W 24-7,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,5,21,4.20,0,0,0
31,1995,1995-11-05,9,24.363,PIT,@,CHI,W 37-34,,7,3,32,10.67,0,42.9%,4.57,0,0,,0,0,0,,0,1,2,2.00,0,0,0
32,1995,1995-11-13,10,25.006,PIT,,CLE,W 20-3,,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,9,131,14.56,0,0,0
33,1995,1995-11-19,11,25.012,PIT,@,CIN,W 49-31,,2,1,15,15.00,1,50.0%,7.50,0,0,,0,0,0,,0,1,-1,-1.00,0,1,6
34,1995,1995-11-26,12,25.019,PIT,@,CLE,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,7,7.00,0,0,0
35,1995,1995-12-03,13,25.026,PIT,,HOU,W 21-7,,4,2,46,23.00,0,50.0%,11.50,1,14,14.00,0,0,0,,0,6,47,7.83,0,0,0
36,1995,1995-12-10,14,25.033,PIT,@,OAK,W 29-10,,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,4,24,6.00,0,0,0
37,1995,1995-12-16,15,25.039,PIT,,NWE,W 41-27,,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,3,52,17.33,0,0,0
38,1995,1995-12-24,16,25.047,PIT,@,GNB,L 19-24,,7,7,97,13.86,0,100.0%,13.86,0,0,,0,0,0,,0,0,0,,0,0,0
39,1996,1996-09-01,1,25.299,PIT,@,JAX,L 9-24,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,1,42,42.00,0,3,15,5.00,0,0,0
40,1996,1996-09-08,2,25.306,PIT,,BAL,W 31-17,,10,7,76,10.86,1,70.0%,7.60,1,3,3.00,0,0,0,,0,1,10,10.00,0,1,6
41,1996,1996-09-16,3,25.314,PIT,,BUF,W 24-6,,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0
42,1996,1996-09-29,4,25.327,PIT,,HOU,W 30-16,,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,3,36,12.00,0,0,0
43,1996,1996-10-07,5,25.335,PIT,@,KAN,W 17-7,,3,1,38,38.00,0,33.3%,12.67,0,0,,0,0,0,,0,3,36,12.00,0,0,0
44,1996,1996-10-13,6,25.341,PIT,,CIN,W 20-10,,9,7,85,12.14,0,77.8%,9.44,0,0,,0,0,0,,0,3,29,9.67,0,0,0
45,1996,1996-10-20,7,25.348,PIT,@,HOU,L 13-23,,6,2,12,6.00,0,33.3%,2.00,1,14,14.00,0,0,0,,0,4,5,1.25,0,0,0
46,1996,1996-10-27,8,25.355,PIT,@,ATL,W 20-17,,7,6,59,9.83,1,85.7%,8.43,0,0,,0,0,0,,0,0,0,,0,1,6
47,1996,1996-11-03,9,25.362,PIT,,STL,W 42-6,,4,4,37,9.25,0,100.0%,9.25,1,17,17.00,0,0,0,,0,2,9,4.50,0,0,0
48,1996,1996-11-10,10,26.003,PIT,@,CIN,L 24-34,,10,6,56,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,1,13,13.00,0,0,0
49,1996,1996-11-17,11,26.010,PIT,,JAX,W 28-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,6,59,9.83,0,0,0
50,1996,1996-11-25,12,26.018,PIT,@,MIA,W 24-17,,7,4,57,14.25,0,57.1%,8.14,0,0,,0,0,0,,0,2,7,3.50,0,0,0
51,1996,1996-12-01,13,26.024,PIT,@,BAL,L 17-31,,11,6,74,12.33,2,54.5%,6.73,0,0,,0,0,0,,0,1,9,9.00,0,2,12
52,1996,1996-12-08,14,26.031,PIT,,SDG,W 16-3,,9,6,63,10.50,1,66.7%,7.00,0,0,,0,0,0,,0,5,4,0.80,0,1,6
53,1996,1996-12-15,15,26.038,PIT,,SFO,L 15-25,,11,8,63,7.88,0,72.7%,5.73,0,0,,0,0,0,,0,2,9,4.50,0,0,0
54,1996,1996-12-22,16,26.045,PIT,@,CAR,L 14-18,,12,7,54,7.71,1,58.3%,4.50,1,37,37.00,0,0,0,,0,1,1,1.00,0,1,6
55,1997,1997-08-31,1,26.297,NOR,@,STL,L 24-38,,9,4,95,23.75,1,44.4%,10.56,0,0,,0,0,0,,0,0,0,,0,1,6
56,1997,1997-09-07,2,26.304,NOR,,SDG,L 6-20,,12,5,37,7.40,0,41.7%,3.08,0,0,,0,0,0,,0,0,0,,0,0,0
57,1997,1997-09-14,3,26.311,NOR,@,SFO,L 7-33,,9,4,58,14.50,1,44.4%,6.44,2,8,4.00,0,0,0,,0,0,0,,0,1,6
58,1997,1997-09-21,4,26.318,NOR,,DET,W 35-17,,7,5,74,14.80,1,71.4%,10.57,0,0,,0,0,0,,0,0,0,,0,1,6
59,1997,1997-09-28,5,26.325,NOR,@,NYG,L 9-14,,8,2,36,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0
60,1997,1997-10-05,6,26.332,NOR,@,CHI,W 20-17,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,0,0
61,1997,1997-10-12,7,26.339,NOR,,ATL,L 17-23,,7,4,96,24.00,1,57.1%,13.71,1,0,0.00,0,0,0,,0,0,0,,0,1,6
62,1997,1997-10-19,8,26.346,NOR,,CAR,L 0-13,,10,1,13,13.00,0,10.0%,1.30,0,0,,0,0,0,,0,0,0,,0,0,0
63,1997,1997-10-26,9,26.353,NOR,,SFO,L 0-23,,6,2,33,16.50,0,33.3%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0
64,1997,1997-11-09,10,27.002,NOR,@,OAK,W 13-10,,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,0
65,1997,1997-11-16,11,27.009,NOR,,SEA,W 20-17,,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
66,1997,1997-11-23,12,27.016,NOR,@,ATL,L 3-20,,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
67,1997,1997-11-30,13,27.023,NOR,@,CAR,W 16-13,,7,2,39,19.50,0,28.6%,5.57,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
68,1997,1997-12-07,14,27.030,NOR,,STL,L 27-34,,13,6,120,20.00,1,46.2%,9.23,0,0,,0,0,0,,0,0,0,,0,1,6
69,1997,1997-12-14,15,27.037,NOR,,ARI,W 27-10,,4,2,6,3.00,0,50.0%,1.50,1,27,27.00,0,0,0,,0,0,0,,0,0,0
70,1997,1997-12-21,16,27.044,NOR,@,KAN,L 13-25,,8,3,34,11.33,0,37.5%,4.25,0,0,,0,0,0,,0,0,0,,0,0,0
71,1998,1998-09-06,1,27.303,NOR,@,STL,W 24-17,,9,3,32,10.67,1,33.3%,3.56,0,0,,0,0,0,,0,4,52,13.00,0,1,6
72,1998,1998-09-13,2,27.310,NOR,,CAR,W 19-14,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,1,10,10.00,0,0,0
73,1998,1998-09-27,3,27.324,NOR,@,IND,W 19-13,,5,3,35,11.67,1,60.0%,7.00,1,14,14.00,0,0,0,,0,2,41,20.50,0,1,6
74,1998,1998-10-04,4,27.331,NOR,,NWE,L 27-30,,11,6,73,12.17,0,54.5%,6.64,0,0,,0,0,0,,0,2,86,43.00,0,0,0
75,1998,1998-10-11,5,27.338,NOR,,SFO,L 0-31,,9,3,34,11.33,0,33.3%,3.78,0,0,,0,0,0,,0,0,0,,0,0,0
76,1998,1998-10-18,6,27.345,NOR,@,ATL,L 23-31,,6,1,9,9.00,0,16.7%,1.50,0,0,,0,1,16,16.00,0,0,0,,0,0,0
77,1998,1998-10-25,7,27.352,NOR,,TAM,W 9-3,,3,1,6,6.00,0,33.3%,2.00,1,2,2.00,0,0,0,,0,3,1,0.33,0,0,0
78,1998,1998-11-01,8,27.359,NOR,@,CAR,L 17-31,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0
79,1998,1998-11-08,9,28.001,NOR,@,MIN,L 24-31,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,2,14,7.00,0,0,0
80,1998,1998-11-15,10,28.008,NOR,,STL,W 24-3,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,5,82,16.40,0,0,0
81,1998,1998-11-22,11,28.015,NOR,@,SFO,L 20-31,,8,2,30,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,2,21,10.50,0,0,0
82,1998,1998-11-29,12,28.022,NOR,@,MIA,L 10-30,,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0,,0,0,0
83,1998,1998-12-06,13,28.029,NOR,,DAL,W 22-3,,6,4,122,30.50,1,66.7%,20.33,1,16,16.00,0,0,0,,0,0,0,,0,1,6
84,1998,1998-12-13,14,28.036,NOR,,ATL,L 17-27,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,0
85,1998,1998-12-20,15,28.043,NOR,@,ARI,L 17-19,,7,2,24,12.00,0,28.6%,3.43,0,0,,0,0,0,,0,0,0,,0,0,0
86,1998,1998-12-27,16,28.050,NOR,,BUF,L 33-45,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,0,0,0
87,1999,1999-09-12,1,28.309,NOR,,CAR,W 19-10,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0
88,1999,1999-09-19,2,28.316,NOR,@,SFO,L 21-28,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,0,0
89,1999,1999-10-03,3,28.330,NOR,@,CHI,L 10-14,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0
90,1999,1999-10-10,4,28.337,NOR,,ATL,L 17-20,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,0
91,1999,1999-10-17,5,28.344,NOR,,TEN,L 21-24,,2,1,42,42.00,0,50.0%,21.00,0,0,,0,0,0,,0,0,0,,0,0,0
92,1999,1999-10-24,6,28.351,NOR,@,NYG,L 3-31,*,6,1,24,24.00,0,16.7%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
93,1999,1999-11-07,8,29.000,NOR,,TAM,L 16-31,,2,2,45,22.50,0,100.0%,22.50,0,0,,0,0,0,,0,0,0,,0,0,0
94,1999,1999-11-14,9,29.007,NOR,,SFO,W 24-6,*,2,2,53,26.50,1,100.0%,26.50,0,0,,0,0,0,,0,0,0,,0,1,6
95,1999,1999-11-21,10,29.014,NOR,@,JAX,L 23-41,*,5,5,58,11.60,0,100.0%,11.60,0,0,,0,0,0,,0,0,0,,0,0,0
96,1999,1999-11-28,11,29.021,NOR,@,STL,L 12-43,*,12,9,113,12.56,0,75.0%,9.42,0,0,,0,0,0,,0,0,0,,0,0,0
97,1999,1999-12-05,12,29.028,NOR,@,ATL,L 12-35,,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,0,0,0
98,1999,1999-12-12,13,29.035,NOR,,STL,L 14-30,,2,2,45,22.50,0,100.0%,22.50,1,4,4.00,0,0,0,,0,0,0,,0,0,0
99,1999,1999-12-19,14,29.042,NOR,@,BAL,L 8-31,*,6,3,9,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,0
100,1999,1999-12-24,15,29.047,NOR,,DAL,W 31-24,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0
101,1999,2000-01-02,16,29.056,NOR,@,CAR,L 13-45,,7,3,50,16.67,0,42.9%,7.14,0,0,,0,0,0,,0,0,0,,0,0,0
102,2000,2000-10-09,6,29.337,TAM,@,MIN,L 23-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,24,12.00,0,0,0
103,2000,2000-10-19,7,29.347,TAM,,DET,L 14-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,26,8.67,0,0,0
104,2000,2000-10-29,8,29.357,TAM,,MIN,W 41-13,,,,,,,0.0%,,,,,,,,,,,,,,,
