ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1993,1993-09-05,1,23.301,IND,,MIA,L 20-24,,,,,
2,1993,1993-09-12,2,23.308,IND,@,CIN,W 9-6,,,,,
3,1993,1993-09-26,3,23.322,IND,,CLE,W 23-10,,,,,
4,1993,1993-10-03,4,23.329,IND,@,DEN,L 13-35,,,,,
5,1993,1993-10-10,5,23.336,IND,,DAL,L 3-27,,,,,
6,1993,1993-10-24,6,23.350,IND,@,MIA,L 27-41,,,,,
7,1993,1993-10-31,7,23.357,IND,,NWE,W 9-6,,,,,
8,1993,1993-11-07,8,23.364,IND,@,WAS,L 24-30,,,,,
9,1993,1993-11-14,9,24.006,IND,,NYJ,L 17-31,,,,,
10,1993,1993-11-21,10,24.013,IND,@,BUF,L 9-23,,,,,
11,1993,1993-11-29,11,24.021,IND,,SDG,L 0-31,,,,,
12,1993,1993-12-05,12,24.027,IND,@,NYJ,W 9-6,,,,,
13,1993,1993-12-12,13,24.034,IND,@,NYG,L 6-20,,,,,
14,1993,1993-12-19,14,24.041,IND,,PHI,L 10-20,,,,,
15,1993,1993-12-26,15,24.048,IND,@,NWE,L 0-38,,,,,
16,1993,1994-01-02,16,24.055,IND,,BUF,L 10-30,,,,,
17,1994,1994-09-04,1,24.300,IND,,HOU,W 45-21,,,,,
18,1994,1994-09-11,2,24.307,IND,@,TAM,L 10-24,,,,,
19,1994,1994-09-18,3,24.314,IND,@,PIT,L 21-31,,,,,
20,1994,1994-09-25,4,24.321,IND,,CLE,L 14-21,,,,,
21,1994,1994-10-02,5,24.328,IND,,SEA,W 17-15,,,,,
22,1994,1994-10-09,6,24.335,IND,@,NYJ,L 6-16,,,,,
23,1994,1994-10-16,7,24.342,IND,@,BUF,W 27-17,,,,,
24,1994,1994-10-23,8,24.349,IND,,WAS,L 27-41,,,,,
25,1994,1994-10-30,9,24.356,IND,,NYJ,W 28-25,,,,,
26,1994,1994-11-06,10,24.363,IND,@,MIA,L 21-22,0,0,,0,1.0
27,1994,1994-11-20,11,25.012,IND,@,CIN,W 17-13,,,,,
28,1994,1994-11-27,12,25.019,IND,,NWE,L 10-12,,,,,
29,1994,1994-12-04,13,25.026,IND,@,SEA,W 31-19,,,,,
30,1994,1994-12-11,14,25.033,IND,@,NWE,L 13-28,,,,,
31,1994,1994-12-18,15,25.040,IND,,MIA,W 10-6,,,,,
32,1994,1994-12-24,16,25.046,IND,,BUF,W 10-9,,,,,
33,1995,1995-09-03,1,25.299,IND,,CIN,L 21-24,,,,,
34,1995,1995-09-10,2,25.306,IND,@,NYJ,W 27-24,,,,,
35,1995,1995-09-17,3,25.313,IND,@,BUF,L 14-20,,,,,
36,1995,1995-10-08,5,25.334,IND,@,MIA,W 27-24,,,,,
37,1995,1995-10-15,6,25.341,IND,,SFO,W 18-17,,,,,
38,1995,1995-10-22,7,25.348,IND,@,OAK,L 17-30,,,,,
39,1995,1995-10-29,8,25.355,IND,,NYJ,W 17-10,,,,,
40,1995,1995-11-05,9,25.362,IND,,BUF,L 10-16,,,,,
41,1995,1995-11-12,10,26.004,IND,@,NOR,L 14-17,,,,,
42,1995,1995-11-19,11,26.011,IND,@,NWE,W 24-10,,,,,
43,1995,1995-11-26,12,26.018,IND,,MIA,W 36-28,,,,,
44,1995,1995-12-03,13,26.025,IND,@,CAR,L 10-13,,,,,
45,1995,1995-12-10,14,26.032,IND,@,JAX,W 41-31,,,,,
46,1995,1995-12-17,15,26.039,IND,,SDG,L 24-27,,,,,
47,1995,1995-12-23,16,26.045,IND,,NWE,W 10-7,,,,,
48,1996,1996-09-01,1,26.298,ARI,@,IND,L 13-20,,,,,
49,1996,1996-09-08,2,26.305,ARI,,MIA,L 10-38,,,,,
50,1996,1996-09-15,3,26.312,ARI,@,NWE,L 0-31,,,,,
51,1996,1996-09-22,4,26.319,ARI,@,NOR,W 28-14,,,,,
52,1996,1996-09-29,5,26.326,ARI,,STL,W 31-28,,,,,
53,1996,1996-10-13,6,26.340,ARI,@,DAL,L 3-17,,,,,
54,1996,1996-10-20,7,26.347,ARI,,TAM,W 13-9,,,,,
55,1996,1996-10-27,8,26.354,ARI,,NYJ,L 21-31,,,,,
56,1996,1996-11-03,9,26.361,ARI,@,NYG,L 8-16,,,,,
57,1996,1996-11-10,10,27.002,ARI,@,WAS,W 37-34,,,,,
58,1996,1996-11-17,11,27.009,ARI,,NYG,W 31-23,,,,,
59,1996,1996-11-24,12,27.016,ARI,,PHI,W 36-30,,,,,
60,1996,1996-12-01,13,27.023,ARI,@,MIN,L 17-41,,,,,
61,1996,1996-12-08,14,27.030,ARI,,DAL,L 6-10,,,,,
62,1996,1996-12-15,15,27.037,ARI,,WAS,W 27-26,1,16,16.00,0,0.0
63,1996,1996-12-22,16,27.044,ARI,@,PHI,L 19-29,,,,,
