ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1968,1968-09-15,1,23.070,BAL,,SFO,W 27-10,6,17,2.83,0,1,4,4.00,0,0,0,,0,0,0
2,1968,1968-09-22,2,23.077,BAL,@,ATL,W 28-20,1,1,1.00,0,0,0,,0,1,15,15.00,0,0,0
3,1968,1968-09-29,3,23.084,BAL,@,PIT,W 41-7,5,17,3.40,0,0,0,,0,0,0,,0,0,0
4,1968,1968-10-06,4,23.091,BAL,,CHI,W 28-7,2,2,1.00,0,0,0,,0,0,0,,0,0,0
5,1968,1968-10-13,5,23.098,BAL,@,SFO,W 42-14,2,6,3.00,0,0,0,,0,0,0,,0,0,0
6,1968,1968-10-20,6,23.105,BAL,,CLE,L 20-30,0,0,,0,0,0,,0,3,87,29.00,0,0,0
7,1968,1968-10-27,7,23.112,BAL,,RAM,W 27-10,5,13,2.60,0,0,0,,0,0,0,,0,0,0
8,1968,1968-11-03,8,23.119,BAL,@,NYG,W 26-0,4,24,6.00,0,0,0,,0,0,0,,0,0,0
9,1968,1968-11-10,9,23.126,BAL,@,DET,W 27-10,11,41,3.73,1,1,18,18.00,0,0,0,,0,1,6
10,1968,1968-11-17,10,23.133,BAL,,STL,W 27-0,12,71,5.92,0,2,-3,-1.50,0,0,0,,0,0,0
11,1968,1968-11-24,11,23.140,BAL,,MIN,W 21-9,20,71,3.55,1,7,34,4.86,0,0,0,,0,1,6
12,1968,1968-12-01,12,23.147,BAL,,ATL,W 44-0,12,68,5.67,1,2,22,11.00,0,0,0,,0,1,6
13,1968,1968-12-07,13,23.153,BAL,@,GNB,W 16-3,21,83,3.95,0,0,0,,0,0,0,,0,0,0
14,1968,1968-12-15,14,23.161,BAL,@,RAM,W 28-24,3,4,1.33,0,0,0,,0,1,21,21.00,0,0,0
15,1969,1969-11-02,7,24.118,BAL,,WAS,W 41-17,7,37,5.29,0,1,10,10.00,0,0,0,,0,0,0
16,1969,1969-11-09,8,24.125,BAL,,GNB,W 14-6,5,7,1.40,0,0,0,,0,0,0,,0,0,0
17,1969,1969-11-16,9,24.132,BAL,@,SFO,L 17-20,6,11,1.83,1,0,0,,0,0,0,,0,1,6
18,1969,1969-11-23,10,24.139,BAL,@,CHI,W 24-21,11,52,4.73,1,3,16,5.33,0,0,0,,0,1,6
19,1969,1969-11-30,11,24.146,BAL,,ATL,W 13-6,16,37,2.31,0,2,16,8.00,0,0,0,,0,0,0
20,1969,1969-12-07,12,24.153,BAL,,DET,T 17-17,8,11,1.38,0,1,18,18.00,1,0,0,,0,1,6
21,1969,1969-12-13,13,24.159,BAL,@,DAL,L 10-27,6,13,2.17,0,1,-4,-4.00,0,0,0,,0,0,0
22,1969,1969-12-21,14,24.167,BAL,@,RAM,W 13-7,14,36,2.57,0,1,9,9.00,0,0,0,,0,0,0
23,1970,1970-09-20,1,25.075,PIT,,HOU,L 7-19,,,,,,,,,,,,,,
24,1970,1970-09-27,2,25.082,PIT,@,DEN,L 13-16,4,2,0.50,0,1,6,6.00,0,0,0,,0,0,0
25,1970,1970-10-03,3,25.088,PIT,@,CLE,L 7-15,,,,,,,,,,,,,,
26,1970,1970-10-11,4,25.096,PIT,,BUF,W 23-10,3,-1,-0.33,0,0,0,,0,0,0,,0,0,0
27,1970,1970-11-15,9,25.131,PIT,,KAN,L 14-31,,,,,,,,,,,,,,
28,1970,1970-11-22,10,25.138,PIT,@,CIN,L 7-34,0,0,,0,2,25,12.50,0,0,0,,0,0,0
29,1970,1970-11-29,11,25.145,PIT,,CLE,W 28-9,,,,,,,,,,,,,,
30,1970,1970-12-06,12,25.152,PIT,,GNB,L 12-20,,,,,,,,,,,,,,
31,1970,1970-12-13,13,25.159,PIT,@,ATL,L 16-27,,,,,,,,,,,,,,
32,1970,1970-12-20,14,25.166,PIT,@,PHI,L 20-30,2,7,3.50,0,0,0,,0,0,0,,0,0,0
33,1971,1971-11-29,11,26.145,MIA,,CHI,W 34-3,,,,,,,,,,,,,,
34,1971,1971-12-05,12,26.151,MIA,@,NWE,L 13-34,,,,,,,,,,,,,,
35,1971,1971-12-11,13,26.157,MIA,@,BAL,L 3-14,,,,,,,,,,,,,,
36,1971,1971-12-19,14,26.165,MIA,,GNB,W 27-6,3,11,3.67,0,0,0,,0,0,0,,0,0,0
