ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1986,1986-09-08,1,25.139,NYG,@,DAL,L 28-31,,,,,,,,,,,,,0,0,,0,,,,,,,,,
2,1986,1986-09-14,2,25.145,NYG,,SDG,W 20-7,,,,,,,,,,,,,0,0,,0,,,,,,,,,
3,1986,1986-09-21,3,25.152,NYG,@,RAI,W 14-9,,0,0,,0,0,0,,,,,,1,1,1.00,0,,0,0,,0,,,0,0
4,1986,1986-09-28,4,25.159,NYG,,NOR,W 20-17,,,,,,,,,,,,,0,0,,0,,,,,,,,,
5,1986,1986-10-05,5,25.166,NYG,@,STL,W 13-6,,,,,,,,,,,,,0,0,,0,,,,,,,,,
6,1986,1986-10-12,6,25.173,NYG,,PHI,W 35-3,,,,,,,,,,,,,0,0,,0,,,,,,,,,
7,1986,1986-10-19,7,25.180,NYG,@,SEA,L 12-17,,,,,,,,,,,,,0,0,,0,,,,,,,,,
8,1986,1986-10-27,8,25.188,NYG,,WAS,W 27-20,,,,,,,,,,,,,0,0,,0,,,,,,,,,
9,1986,1986-11-02,9,25.194,NYG,,DAL,W 17-14,,,,,,,,,,,,,0,0,,0,,,,,,,,,
10,1986,1986-11-09,10,25.201,NYG,@,PHI,W 17-14,,,,,,,,,,,,,0,0,,0,,,,,,,,,
11,1986,1986-11-16,11,25.208,NYG,@,MIN,W 22-20,,,,,,,,,,,,,0,0,,0,,,,,,,,,
12,1986,1986-11-23,12,25.215,NYG,,DEN,W 19-16,,,,,,,,,,,,,0,0,,0,,,,,,,,,
13,1986,1986-12-01,13,25.223,NYG,@,SFO,W 21-17,,,,,,,,,,,,,0,0,,0,,,,,,,,,
14,1988,1988-09-05,1,27.136,NYG,,WAS,W 27-20,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,,,0,
15,1988,1988-09-11,2,27.142,NYG,,SFO,L 17-20,,0,0,,0,0,0,,0,,,,1,0,0.00,0,,0,0,,0,,,0,0
16,1988,1988-09-18,3,27.149,NYG,@,DAL,W 12-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,,,0,
17,1988,1988-09-25,4,27.156,NYG,,RAM,L 31-45,,0,0,,0,0,0,,0,,,,0,0,,0,,1,10,10.00,0,,,0,0
