ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,23.226,CAR,@,MIN,W 24-13,,25,86,3.44,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
2,2001,2001-09-23,2,23.240,CAR,@,ATL,L 16-24,*,15,57,3.80,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,,
3,2001,2001-09-30,3,23.247,CAR,,GNB,L 7-28,*,8,12,1.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
4,2001,2001-10-28,7,23.275,CAR,,NYJ,L 12-13,,,,,,,,,,,0.0%,,,,,,,,,,
5,2001,2001-11-04,8,23.282,CAR,@,MIA,L 6-23,,,,,,,,,,,0.0%,,,,,,,,,,
6,2001,2001-11-11,9,23.289,CAR,@,STL,L 14-48,,9,13,1.44,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
7,2001,2001-11-18,10,23.296,CAR,,SFO,L 22-25,,,,,,0,,,,,0.0%,,,,,,,,,,
8,2001,2001-11-25,11,23.303,CAR,,ATL,L 7-10,,,,,,,,,,,0.0%,,,,,,,,,,
9,2001,2001-12-02,12,23.310,CAR,@,NOR,L 23-27,,2,1,0.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,,
10,2001,2001-12-09,13,23.317,CAR,@,BUF,L 24-25,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
11,2001,2001-12-23,14,23.331,CAR,,STL,L 32-38,,,,,,,,,,,0.0%,,,,,,,,,,
12,2001,2001-12-30,15,23.338,CAR,,ARI,L 7-30,,1,3,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
13,2001,2002-01-06,16,23.345,CAR,,NWE,L 6-38,,4,25,6.25,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,,
14,2002,2002-09-08,1,24.225,CAR,,BAL,W 10-7,,4,19,4.75,0,2,1,-3,-3.00,0,50.0%,-1.50,0,0,,0,0,0,0.0,,
15,2002,2002-09-15,2,24.232,CAR,,DET,W 31-7,,2,5,2.50,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,,
16,2002,2002-09-22,3,24.239,CAR,@,MIN,W 21-14,,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
17,2002,2002-10-13,6,24.260,CAR,@,DAL,L 13-14,,2,9,4.50,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,,
18,2002,2002-10-20,7,24.267,CAR,@,ATL,L 0-30,,2,12,6.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
19,2002,2002-10-27,8,24.274,CAR,,TAM,L 9-12,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
20,2002,2002-11-10,9,24.288,CAR,,NOR,L 24-34,,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
21,2002,2002-11-17,10,24.295,CAR,@,TAM,L 10-23,,0,0,,0,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,0.0,,
22,2002,2002-11-24,11,24.302,CAR,,ATL,L 0-41,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
23,2002,2002-12-01,12,24.309,CAR,@,CLE,W 13-6,,,,,,,,,,,0.0%,,,,,,,,,,
24,2002,2002-12-08,13,24.316,CAR,,CIN,W 52-31,,4,23,5.75,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,,
25,2002,2002-12-15,14,24.323,CAR,@,PIT,L 14-30,*,3,9,3.00,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,0.0,,
26,2002,2002-12-22,15,24.330,CAR,,CHI,W 24-14,,6,17,2.83,0,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,0.0,,
27,2002,2002-12-29,16,24.337,CAR,@,NOR,W 10-6,*,18,70,3.89,0,7,3,5,1.67,0,42.9%,0.71,0,0,,0,0,0,0.0,,
28,2003,2003-09-07,1,25.224,CAR,,JAX,W 24-23,,1,4,4.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
29,2003,2003-09-14,2,25.231,CAR,@,TAM,W 12-9,,,,,,,,,,,0.0%,,,,,,,,,,
30,2003,2003-09-28,3,25.245,CAR,,ATL,W 23-3,,,,,,0,,,,,0.0%,,,,,,,,,,
31,2003,2003-10-05,4,25.252,CAR,,NOR,W 19-13,,,,,,,,,,,0.0%,,,,,,,,,,
32,2003,2003-10-12,5,25.259,CAR,@,IND,W 23-20,,,,,,,,,,,0.0%,,,,,,,,,,
33,2003,2003-10-19,6,25.266,CAR,,TEN,L 17-37,,1,7,7.00,0,4,4,38,9.50,1,100.0%,9.50,0,0,,0,1,6,0.0,,
34,2003,2003-11-02,8,25.280,CAR,@,HOU,L 10-14,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
35,2003,2003-11-09,9,25.287,CAR,,TAM,W 27-24,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
36,2003,2003-11-16,10,25.294,CAR,,WAS,W 20-17,,2,20,10.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
37,2003,2003-11-23,11,25.301,CAR,@,DAL,L 20-24,,,,,,,,,,,0.0%,,,,,,,,,,
38,2003,2003-11-30,12,25.308,CAR,,PHI,L 16-25,,1,8,8.00,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,0.0,,
39,2003,2003-12-07,13,25.315,CAR,@,ATL,L 14-20,,,,,,0,,,,,0.0%,,,,,,,,,,
40,2003,2003-12-14,14,25.322,CAR,@,ARI,W 20-17,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,,
41,2003,2003-12-21,15,25.329,CAR,,DET,W 20-14,,1,11,11.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,,
42,2003,2003-12-28,16,25.336,CAR,@,NYG,W 37-24,,3,17,5.67,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,,
43,2004,2004-09-13,1,26.231,CAR,,GNB,L 14-24,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
44,2004,2004-09-19,2,26.237,CAR,@,KAN,W 28-17,,2,6,3.00,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,,
45,2004,2004-10-03,3,26.251,CAR,,ATL,L 10-27,,0,0,,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,0.0,,
46,2004,2004-10-10,4,26.258,CAR,@,DEN,L 17-20,,12,22,1.83,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0,0,0,0.0,,
47,2004,2004-10-17,5,26.265,CAR,@,PHI,L 8-30,,4,27,6.75,0,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,0.0,,
48,2004,2004-10-24,6,26.272,CAR,,SDG,L 6-17,,4,11,2.75,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,,
49,2004,2004-10-31,7,26.279,CAR,@,SEA,L 17-23,,1,11,11.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
50,2004,2004-11-07,8,26.286,CAR,,OAK,L 24-27,,4,11,2.75,0,10,4,36,9.00,1,40.0%,3.60,0,0,,0,1,6,0.0,,
51,2004,2004-11-14,9,26.293,CAR,@,SFO,W 37-27,*,8,42,5.25,0,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,0.0,,
52,2004,2004-11-21,10,26.300,CAR,,ARI,W 35-10,*,22,121,5.50,3,4,3,21,7.00,0,75.0%,5.25,0,0,,0,3,18,0.0,,
