ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1973,1973-09-16,1,22.119,RAM,@,KAN,W 23-13,,,,,,,,,,,,,,,,,,
2,1973,1973-09-23,2,22.126,RAM,,ATL,W 31-0,,,,,,,,,,,,,,,,,,
3,1973,1973-09-30,3,22.133,RAM,@,SFO,W 40-20,0,0,,0,0,0,,0,2,114,57.00,1,0,0,,0,1,6
4,1973,1973-10-07,4,22.140,RAM,@,HOU,W 31-26,0,0,,0,0,0,,0,3,68,22.67,0,0,0,,0,0,0
5,1973,1973-10-14,5,22.147,RAM,,DAL,W 37-31,0,0,,0,0,0,,0,2,35,17.50,0,0,0,,0,0,0
6,1973,1973-10-21,6,22.154,RAM,,GNB,W 24-7,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
7,1973,1973-10-28,7,22.161,RAM,@,MIN,L 9-10,,,,,,,,,,,,,,,,,,
8,1973,1973-11-04,8,22.168,RAM,@,ATL,L 13-15,0,0,,0,0,0,,0,2,56,28.00,0,0,0,,0,0,0
9,1973,1973-11-11,9,22.175,RAM,,NOR,W 29-7,,,,,,,,,,,,,,,,,,
10,1973,1973-11-18,10,22.182,RAM,,SFO,W 31-13,0,0,,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
11,1973,1973-11-25,11,22.189,RAM,@,NOR,W 24-13,,,,,,,,,,,,,,,,,,
12,1973,1973-12-02,12,22.196,RAM,@,CHI,W 26-0,,,,,,,,,,,,,,,,,,
13,1973,1973-12-10,13,22.204,RAM,,NYG,W 40-6,0,0,,0,0,0,,0,2,60,30.00,0,0,0,,0,0,0
14,1974,1974-09-15,1,23.118,RAM,@,DEN,W 17-10,0,0,,0,0,0,,0,1,84,84.00,1,0,0,,0,1,6
15,1974,1974-09-22,2,23.125,RAM,,NOR,W 24-0,3,10,3.33,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
16,1974,1974-09-29,3,23.132,RAM,@,NWE,L 14-20,1,6,6.00,0,0,0,,0,1,31,31.00,0,0,0,,0,0,0
17,1974,1974-10-06,4,23.139,RAM,,DET,W 16-13,5,8,1.60,0,2,14,7.00,0,2,44,22.00,0,0,0,,0,0,0
18,1974,1974-10-13,5,23.146,RAM,@,GNB,L 6-17,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
19,1974,1974-10-20,6,23.153,RAM,,SFO,W 37-14,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
20,1974,1974-10-27,7,23.160,RAM,@,NYJ,W 20-13,0,0,,0,0,0,,0,3,79,26.33,0,0,0,,0,0,0
21,1974,1974-11-04,8,23.168,RAM,@,SFO,W 15-13,0,0,,0,0,0,,0,1,36,36.00,0,0,0,,0,0,0
22,1974,1974-11-10,9,23.174,RAM,,ATL,W 21-0,1,0,0.00,0,0,0,,0,1,22,22.00,0,3,24,8.00,0,0,0
23,1974,1974-11-17,10,23.181,RAM,@,NOR,L 7-20,0,0,,0,0,0,,0,3,86,28.67,0,2,28,14.00,0,0,0
24,1974,1974-11-24,11,23.188,RAM,,MIN,W 20-17,0,0,,0,0,0,,0,0,0,,0,4,55,13.75,0,0,0
25,1974,1974-12-01,12,23.195,RAM,@,ATL,W 30-7,0,0,,0,0,0,,0,1,22,22.00,0,4,18,4.50,0,0,0
26,1974,1974-12-09,13,23.203,RAM,,WAS,L 17-23,0,0,,0,0,0,,0,5,106,21.20,0,3,26,8.67,0,0,0
27,1974,1974-12-15,14,23.209,RAM,,BUF,W 19-14,0,0,,0,0,0,,0,2,39,19.50,0,1,20,20.00,0,0,0
28,1975,1975-09-21,1,24.124,RAM,@,DAL,L 7-18,6,14,2.33,0,1,5,5.00,0,2,33,16.50,0,0,0,,0,0,0
29,1975,1975-09-28,2,24.131,RAM,@,SFO,W 23-14,5,25,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
30,1975,1975-10-05,3,24.138,RAM,,BAL,W 24-13,6,23,3.83,0,3,49,16.33,0,3,95,31.67,0,1,40,40.00,0,0,0
31,1975,1975-10-12,4,24.145,RAM,@,SDG,W 13-10,7,44,6.29,0,3,22,7.33,0,0,0,,0,0,0,,0,0,0
32,1975,1975-10-19,5,24.152,RAM,,ATL,W 22-7,6,33,5.50,0,2,28,14.00,0,1,24,24.00,0,1,7,7.00,0,0,0
33,1975,1975-10-26,6,24.159,RAM,,NOR,W 38-14,18,62,3.44,2,2,16,8.00,0,2,31,15.50,0,0,0,,0,2,12
34,1975,1975-11-03,7,24.167,RAM,@,PHI,W 42-3,6,22,3.67,0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
35,1975,1975-11-09,8,24.173,RAM,,SFO,L 23-24,5,20,4.00,0,2,18,9.00,0,0,0,,0,0,0,,0,0,0
36,1975,1975-11-16,9,24.180,RAM,@,ATL,W 16-7,10,28,2.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
37,1975,1975-11-23,10,24.187,RAM,,CHI,W 38-10,5,18,3.60,0,2,48,24.00,0,0,0,,0,0,0,,0,0,0
38,1975,1975-11-27,11,24.191,RAM,@,DET,W 20-0,9,46,5.11,0,2,9,4.50,0,1,16,16.00,0,0,0,,0,0,0
39,1975,1975-12-07,12,24.201,RAM,@,NOR,W 14-7,11,53,4.82,0,1,6,6.00,0,2,63,31.50,0,0,0,,0,0,0
40,1975,1975-12-14,13,24.208,RAM,,GNB,W 22-5,8,29,3.63,0,1,19,19.00,0,1,18,18.00,0,0,0,,0,0,0
41,1975,1975-12-20,14,24.214,RAM,,PIT,W 10-3,15,50,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
42,1976,1976-09-12,1,25.115,RAM,@,ATL,W 30-14,,,,,,,,,,,,,,,,,,
43,1976,1976-09-19,2,25.122,RAM,@,MIN,T 10-10,,,,,,,,,,,,,,,,,,
44,1976,1976-09-26,3,25.129,RAM,,NYG,W 24-10,,,,,,,,,,,,,,,,,,
45,1976,1976-10-03,4,25.136,RAM,@,MIA,W 31-28,,,,,,,,,,,,,,,,,,
46,1976,1976-10-11,5,25.144,RAM,,SFO,L 0-16,0,0,,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
47,1976,1976-10-17,6,25.150,RAM,,CHI,W 20-12,0,0,,0,0,0,,0,3,74,24.67,0,2,18,9.00,0,0,0
48,1976,1976-10-24,7,25.157,RAM,@,NOR,W 16-10,0,0,,0,0,0,,0,1,23,23.00,0,7,76,10.86,0,0,0
