ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2003,2003-09-07,1,23.138,STL,@,NYG,L 13-23,,1,5,5.00,0,1,1,11,11.00,0,100.0%,11.00,6,133,22.17,0,2,23,11.50,0,0,0
2,2003,2003-09-14,2,23.145,STL,,SFO,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,4,121,30.25,0,4,13,3.25,0,0,0
3,2003,2003-09-21,3,23.152,STL,@,SEA,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,5,99,19.80,0,1,0,0.00,0,0,0
4,2003,2003-09-28,4,23.159,STL,,ARI,W 37-13,,12,47,3.92,0,3,3,18,6.00,0,100.0%,6.00,3,93,31.00,0,0,0,,0,0,0
5,2003,2003-10-13,5,23.174,STL,,ATL,W 36-0,,10,23,2.30,0,1,1,26,26.00,0,100.0%,26.00,1,13,13.00,0,0,0,,0,0,0
6,2003,2003-10-19,6,23.180,STL,,GNB,W 34-24,,18,85,4.72,1,3,2,2,1.00,0,66.7%,0.67,2,43,21.50,0,0,0,,0,1,6
7,2003,2003-10-26,7,23.187,STL,@,PIT,W 33-21,*,34,81,2.38,3,6,4,15,3.75,0,66.7%,2.50,0,0,,0,0,0,,0,3,18
8,2003,2003-11-02,8,23.194,STL,@,SFO,L 10-30,*,8,9,1.13,0,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0
9,2003,2003-11-09,9,23.201,STL,,BAL,W 33-22,,0,0,,0,0,0,0,,0,0.0%,,3,77,25.67,0,0,0,,0,0,0
10,2003,2003-11-16,10,23.208,STL,@,CHI,W 23-21,,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0,,0,0,0
11,2003,2003-11-23,11,23.215,STL,@,ARI,W 30-27,,1,-1,-1.00,0,1,1,-4,-4.00,0,100.0%,-4.00,6,138,23.00,0,0,0,,0,0,0
12,2003,2003-11-30,12,23.222,STL,,MIN,W 48-17,,0,0,,0,0,0,0,,0,0.0%,,4,73,18.25,0,0,0,,0,0,0
13,2003,2003-12-08,13,23.230,STL,@,CLE,W 26-20,,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0,0,0,,0,0,0
14,2003,2003-12-14,14,23.236,STL,,SEA,W 27-22,,0,0,,0,0,0,0,,0,0.0%,,5,122,24.40,0,0,0,,0,0,0
15,2003,2003-12-21,15,23.243,STL,,CIN,W 27-10,,0,0,,0,0,0,0,,0,0.0%,,2,40,20.00,0,0,0,,0,0,0
16,2003,2003-12-28,16,23.250,STL,@,DET,L 20-30,,1,6,6.00,0,0,0,0,,0,0.0%,,6,144,24.00,0,0,0,,0,0,0
17,2004,2004-09-12,1,24.143,STL,,ARI,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,,0,0,0
18,2004,2004-09-19,2,24.150,STL,@,ATL,L 17-34,,,,,,0,,,,,0.0%,,,,,,,,,,,
19,2004,2004-09-26,3,24.157,STL,,NOR,L 25-28,,0,0,,0,0,0,0,,0,0.0%,,4,96,24.00,0,0,0,,0,0,0
20,2004,2004-10-10,5,24.171,STL,@,SEA,W 33-27,,0,0,,0,0,0,0,,0,0.0%,,7,122,17.43,0,0,0,,0,0,0
21,2004,2004-10-18,6,24.179,STL,,TAM,W 28-21,,0,0,,0,0,0,0,,0,0.0%,,4,84,21.00,0,0,0,,0,0,0
22,2004,2004-11-07,8,24.199,STL,,NWE,L 22-40,,0,0,,0,0,0,0,,0,0.0%,,7,159,22.71,0,0,0,,0,0,0
23,2004,2004-11-14,9,24.206,STL,,SEA,W 23-12,,0,0,,0,0,0,0,,0,0.0%,,4,95,23.75,0,0,0,,0,0,0
24,2004,2004-11-21,10,24.213,STL,@,BUF,L 17-37,,0,0,,0,0,0,0,,0,0.0%,,6,109,18.17,0,0,0,,0,0,0
25,2004,2004-11-29,11,24.221,STL,@,GNB,L 17-45,,0,0,,0,0,0,0,,0,0.0%,,7,136,19.43,0,0,0,,0,0,0
26,2004,2004-12-05,12,24.227,STL,,SFO,W 16-6,,1,2,2.00,0,0,0,0,,0,0.0%,,3,50,16.67,0,0,0,,0,0,0
27,2004,2004-12-12,13,24.234,STL,@,CAR,L 7-20,*,19,61,3.21,0,4,4,44,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
28,2004,2004-12-19,14,24.241,STL,@,ARI,L 7-31,,0,0,,0,0,0,0,,0,0.0%,,4,86,21.50,0,0,0,,0,0,0
29,2004,2004-12-27,15,24.249,STL,,PHI,W 20-7,,,,,,,,,,,0.0%,,,,,,,,,,,
30,2004,2005-01-02,16,24.255,STL,,NYJ,W 32-29,,,,,,,,,,,0.0%,,,,,,,,,,,
31,2005,2005-09-11,1,25.142,STL,@,SFO,L 25-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
32,2005,2005-09-18,2,25.149,STL,@,ARI,W 17-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
33,2005,2005-09-25,3,25.156,STL,,TEN,W 31-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
34,2005,2005-10-02,4,25.163,STL,@,NYG,L 24-44,,0,0,,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0,,0,0,0
35,2005,2005-10-09,5,25.170,STL,,SEA,L 31-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
36,2005,2005-10-17,6,25.178,STL,@,IND,L 28-45,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
37,2005,2005-10-23,7,25.184,STL,,NOR,W 28-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
38,2005,2005-10-30,8,25.191,STL,,JAX,W 24-21,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
39,2005,2005-11-13,9,25.205,STL,@,SEA,L 16-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
40,2005,2005-11-20,10,25.212,STL,,ARI,L 28-38,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
41,2005,2005-11-27,11,25.219,STL,@,HOU,W 33-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
42,2005,2005-12-04,12,25.226,STL,,WAS,L 9-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
43,2005,2005-12-11,13,25.233,STL,@,MIN,L 13-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
44,2005,2005-12-18,14,25.240,STL,,PHI,L 16-17,,3,6,2.00,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
45,2005,2005-12-24,15,25.246,STL,,SFO,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
46,2005,2006-01-01,16,25.254,STL,@,DAL,W 20-10,,10,15,1.50,1,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,1,6
47,2006,2006-10-22,7,26.183,DET,@,NYJ,L 24-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
48,2006,2006-11-05,8,26.197,DET,,ATL,W 30-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
49,2006,2006-11-12,9,26.204,DET,,SFO,L 13-19,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
50,2006,2006-11-19,10,26.211,DET,@,ARI,L 10-17,,10,40,4.00,1,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,1,6
51,2006,2006-11-23,11,26.215,DET,,MIA,L 10-27,*,8,15,1.88,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
52,2006,2006-12-03,12,26.225,DET,@,NWE,L 21-28,,1,12,12.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
53,2006,2006-12-10,13,26.232,DET,,MIN,L 20-30,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
54,2006,2006-12-17,14,26.239,DET,@,GNB,L 9-17,*,9,18,2.00,0,8,5,33,6.60,0,62.5%,4.13,0,0,,0,0,0,,0,0,0
55,2006,2006-12-24,15,26.246,DET,,CHI,L 21-26,,10,44,4.40,0,6,5,26,5.20,0,83.3%,4.33,0,0,,0,0,0,,0,0,0
56,2006,2006-12-31,16,26.253,DET,@,DAL,W 39-31,,10,29,2.90,0,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0
