ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-16,2,22.305,NOR,@,CAR,L 27-35,,0,0,0.0,0,1
2,2012,2012-09-23,3,22.312,NOR,,KAN,L 24-27,,0,0,0.0,3,5
3,2012,2012-09-30,4,22.319,NOR,@,GNB,L 27-28,,0,0,0.0,0,1
4,2012,2012-10-07,5,22.326,NOR,,SDG,W 31-24,,0,0,0.0,1,0
5,2012,2012-10-21,6,22.340,NOR,@,TAM,W 35-28,,0,0,0.0,1,0
6,2012,2012-10-28,7,22.347,NOR,@,DEN,L 14-34,,0,0,0.0,3,0
7,2012,2012-11-05,8,22.355,NOR,,PHI,W 28-13,,0,0,0.0,0,1
8,2012,2012-11-11,9,22.361,NOR,,ATL,W 31-27,,0,0,0.0,0,0
9,2012,2012-11-18,10,23.002,NOR,@,OAK,W 38-17,,0,0,0.0,2,0
10,2012,2012-11-25,11,23.009,NOR,,SFO,L 21-31,,0,0,0.0,0,1
11,2012,2012-11-29,12,23.013,NOR,@,ATL,L 13-23,,0,0,0.0,0,1
12,2012,2012-12-09,13,23.023,NOR,@,NYG,L 27-52,,,,,,
13,2012,2012-12-16,14,23.030,NOR,,TAM,W 41-0,,,,,,
14,2012,2012-12-23,15,23.037,NOR,@,DAL,W 34-31,,,,,,
15,2013,2013-09-08,1,23.296,NOR,,ATL,W 23-17,*,0,0,1.0,3,0
16,2013,2013-09-15,2,23.303,NOR,@,TAM,W 16-14,*,0,0,0.0,2,0
17,2013,2013-09-22,3,23.310,NOR,,ARI,W 31-7,*,0,0,0.0,0,1
18,2013,2013-09-30,4,23.318,NOR,,MIA,W 38-17,*,,,,,
19,2013,2013-10-06,5,23.324,NOR,@,CHI,W 26-18,*,,,,,
20,2013,2013-10-13,6,23.331,NOR,@,NWE,L 27-30,*,0,0,0.0,3,4
21,2013,2013-10-27,7,23.345,NOR,,BUF,W 35-17,*,0,0,0.0,5,1
22,2013,2013-11-03,8,23.352,NOR,@,NYJ,L 20-26,*,0,0,0.0,1,5
23,2013,2013-11-10,9,23.359,NOR,,DAL,W 49-17,*,0,0,0.0,0,1
24,2013,2013-11-17,10,24.001,NOR,,SFO,W 23-20,*,0,0,1.0,4,3
25,2013,2013-11-21,11,24.005,NOR,@,ATL,W 17-13,*,0,0,1.5,3,5
26,2013,2013-12-02,12,24.016,NOR,@,SEA,L 7-34,*,0,0,0.0,1,3
27,2013,2013-12-08,13,24.022,NOR,,CAR,W 31-13,*,0,0,0.0,1,1
28,2013,2013-12-15,14,24.029,NOR,@,STL,L 16-27,*,0,0,0.0,3,0
29,2013,2013-12-22,15,24.036,NOR,@,CAR,L 13-17,*,0,0,1.0,2,3
30,2013,2013-12-29,16,24.043,NOR,,TAM,W 42-17,*,0,0,0.0,1,0
31,2014,2014-09-07,1,24.295,NOR,@,ATL,L 34-37,*,0,0,0.0,2,0
32,2014,2014-09-14,2,24.302,NOR,@,CLE,L 24-26,*,0,0,0.0,5,0
33,2014,2014-09-21,3,24.309,NOR,,MIN,W 20-9,*,0,0,0.0,1,0
34,2014,2014-09-28,4,24.316,NOR,@,DAL,L 17-38,*,0,0,0.0,2,0
35,2014,2014-10-05,5,24.323,NOR,,TAM,W 37-31,*,0,0,0.0,1,3
36,2014,2014-10-19,6,24.337,NOR,@,DET,L 23-24,*,0,0,0.0,1,2
37,2014,2014-10-26,7,24.344,NOR,,GNB,W 44-23,*,0,0,0.0,2,1
38,2014,2014-10-30,8,24.348,NOR,@,CAR,W 28-10,*,0,0,1.0,2,2
39,2014,2014-11-09,9,24.358,NOR,,SFO,L 24-27,*,0,0,0.0,0,1
40,2014,2014-11-16,10,25.000,NOR,,CIN,L 10-27,*,0,0,0.0,4,1
41,2014,2014-11-24,11,25.008,NOR,,BAL,L 27-34,*,0,0,0.0,2,1
42,2014,2014-11-30,12,25.014,NOR,@,PIT,W 35-32,*,0,0,0.0,1,0
43,2014,2014-12-07,13,25.021,NOR,,CAR,L 10-41,,0,0,0.0,2,1
44,2014,2014-12-15,14,25.029,NOR,@,CHI,W 31-15,*,0,0,1.0,1,1
45,2014,2014-12-21,15,25.035,NOR,,ATL,L 14-30,*,0,0,0.0,1,2
46,2015,2015-09-13,1,25.301,NOR,@,ARI,L 19-31,*,0,0,0.0,0,0
47,2015,2015-09-20,2,25.308,NOR,,TAM,L 19-26,*,0,0,0.0,0,1
48,2015,2015-09-27,3,25.315,NOR,@,CAR,L 22-27,*,0,0,0.0,0,1
49,2015,2015-10-11,4,25.329,NWE,@,DAL,W 30-6,,0,0,0.0,0,0
50,2015,2015-10-18,5,25.336,NWE,@,IND,W 34-27,,0,0,0.0,0,1
51,2015,2015-10-25,6,25.343,NWE,,NYJ,W 30-23,,0,0,0.0,0,2
52,2015,2015-10-29,7,25.347,NWE,,MIA,W 36-7,,0,0,0.0,0,0
53,2015,2015-11-08,8,25.357,NWE,,WAS,W 27-10,,0,0,0.0,0,1
54,2015,2015-11-15,9,25.364,NWE,@,NYG,W 27-26,,0,0,0.0,1,0
55,2015,2015-11-23,10,26.007,NWE,,BUF,W 20-13,,0,0,0.0,0,1
56,2015,2015-11-29,11,26.013,NWE,@,DEN,L 24-30,,0,0,0.0,0,0
57,2015,2015-12-06,12,26.020,NWE,,PHI,L 28-35,,0,0,0.0,0,0
58,2015,2015-12-13,13,26.027,NWE,@,HOU,W 27-6,,0,0,2.0,5,1
59,2015,2015-12-20,14,26.034,NWE,,TEN,W 33-16,,1,6,1.0,2,2
60,2015,2015-12-27,15,26.041,NWE,@,NYJ,L 20-26,,0,0,0.0,0,0
61,2015,2016-01-03,16,26.048,NWE,@,MIA,L 10-20,,0,0,0.0,1,4
62,2016,2016-09-11,1,26.300,CHI,@,HOU,L 14-23,*,0,0,0.0,3,0
63,2016,2016-09-19,2,26.308,CHI,,PHI,L 14-29,*,0,0,0.0,2,0
64,2016,2016-09-25,3,26.314,CHI,@,DAL,L 17-31,*,0,0,0.0,1,1
65,2016,2016-10-02,4,26.321,CHI,,DET,W 17-14,*,0,0,1.0,2,1
66,2016,2016-10-09,5,26.328,CHI,@,IND,L 23-29,*,0,0,1.0,1,2
67,2016,2016-10-16,6,26.335,CHI,,JAX,L 16-17,*,0,0,0.0,2,0
68,2016,2016-10-20,7,26.339,CHI,@,GNB,L 10-26,*,0,0,0.0,1,1
69,2016,2016-10-31,8,26.350,CHI,,MIN,W 20-10,*,0,0,2.0,3,1
70,2016,2016-11-13,9,26.363,CHI,@,TAM,L 10-36,*,0,0,0.0,1,2
71,2016,2016-11-20,10,27.004,CHI,@,NYG,L 16-22,*,0,0,0.0,2,3
72,2016,2016-11-27,11,27.011,CHI,,TEN,L 21-27,*,0,0,0.0,0,0
73,2016,2016-12-04,12,27.018,CHI,,SFO,W 26-6,*,0,0,2.0,8,2
74,2016,2016-12-11,13,27.025,CHI,@,DET,L 17-20,*,0,0,1.0,4,2
75,2016,2016-12-18,14,27.032,CHI,,GNB,L 27-30,*,0,0,0.0,0,1
76,2016,2016-12-24,15,27.038,CHI,,WAS,L 21-41,*,0,0,0.0,5,1
77,2016,2017-01-01,16,27.046,CHI,@,MIN,L 10-38,*,0,0,0.0,1,1
