ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,23.247,NYG,,STL,W 23-13,,0,,,,,0.0%,,,,,,,,,,
2,2003,2003-09-15,2,23.255,NYG,,DAL,L 32-35,,0,,,,,0.0%,,,,,,,,,,
3,2003,2003-09-21,3,23.261,NYG,@,WAS,W 24-21,,,,,,,0.0%,,,,,,,,,,
4,2003,2003-10-05,4,23.275,NYG,,MIA,L 10-23,,0,,,,,0.0%,,,,,,,,,,
5,2003,2003-10-12,5,23.282,NYG,@,NWE,L 6-17,,0,,,,,0.0%,,,,,,,,,,
6,2003,2003-10-19,6,23.289,NYG,,PHI,L 10-14,,0,,,,,0.0%,,,,,,,,,,
7,2003,2003-10-26,7,23.296,NYG,@,MIN,W 29-17,,0,,,,,0.0%,,,,,,,,,,
8,2003,2003-11-02,8,23.303,NYG,@,NYJ,W 31-28,,,,,,,0.0%,,,,,,,,,,
9,2003,2003-11-09,9,23.310,NYG,,ATL,L 7-27,,1,,,,,0.0%,,,,,,,,,,
10,2003,2003-11-16,10,23.317,NYG,@,PHI,L 10-28,,7,5,106,21.20,0,71.4%,15.14,0,0,,0,0,0,0.0,,
11,2003,2003-11-24,11,23.325,NYG,@,TAM,L 13-19,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,0.0,,
12,2003,2003-11-30,12,23.331,NYG,,BUF,L 7-24,,0,,,,,0.0%,,,,,,,,,,
13,2003,2003-12-07,13,23.338,NYG,,WAS,L 7-20,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,0.0,,
14,2003,2003-12-14,14,23.345,NYG,@,NOR,L 7-45,*,4,1,39,39.00,0,25.0%,9.75,1,-9,-9.00,0,0,0,0.0,,
15,2003,2003-12-21,15,23.352,NYG,@,DAL,L 3-19,*,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,0.0,,
16,2003,2003-12-28,16,23.359,NYG,,CAR,L 24-37,*,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,0.0,,
17,2004,2004-09-12,1,24.253,NYG,@,PHI,L 17-31,,0,,,,,0.0%,,,,,,,,,,
18,2004,2004-09-19,2,24.260,NYG,,WAS,W 20-14,,0,,,,,0.0%,,,,,,,,,,
19,2004,2004-09-26,3,24.267,NYG,,CLE,W 27-10,,,,,,,0.0%,,,,,,,,,,
20,2004,2004-10-03,4,24.274,NYG,@,GNB,W 14-7,,,,,,,0.0%,,,,,,,,,,
21,2004,2004-10-10,5,24.281,NYG,@,DAL,W 26-10,,,,,,,0.0%,,,,,,,,,,
22,2004,2004-10-24,6,24.295,NYG,,DET,L 13-28,,,,,,,0.0%,,,,,,,,,,
23,2004,2004-10-31,7,24.302,NYG,@,MIN,W 34-13,,0,,,,,0.0%,,,,,,,,,,
24,2004,2004-11-07,8,24.309,NYG,,CHI,L 21-28,,,,,,,0.0%,,,,,,,,,,
25,2004,2004-11-14,9,24.316,NYG,@,ARI,L 14-17,,,,,,,0.0%,,,,,,,,,,
26,2004,2004-11-21,10,24.323,NYG,,ATL,L 10-14,,0,,,,,0.0%,,,,,,,,,,
27,2004,2004-11-28,11,24.330,NYG,,PHI,L 6-27,,0,,,,,0.0%,,,,,,,,,,
28,2004,2004-12-05,12,24.337,NYG,@,WAS,L 7-31,,,,,,,0.0%,,,,,,,,,,
29,2004,2004-12-12,13,24.344,NYG,@,BAL,L 14-37,,2,,,,,0.0%,,,,,,,,,,
30,2004,2004-12-18,14,24.350,NYG,,PIT,L 30-33,,1,1,49,49.00,0,100.0%,49.00,0,0,,0,0,0,0.0,,
31,2004,2004-12-26,15,24.358,NYG,@,CIN,L 22-23,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,0.0,,
32,2004,2005-01-02,16,24.365,NYG,,DAL,W 28-24,*,11,7,71,10.14,1,63.6%,6.45,0,0,,0,1,6,0.0,,
33,2005,2005-09-11,1,25.251,NYG,,ARI,W 42-19,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
34,2005,2005-09-19,2,25.259,NYG,@,NOR,W 27-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
35,2005,2005-09-25,3,25.265,NYG,@,SDG,L 23-45,,6,5,52,10.40,1,83.3%,8.67,0,0,,0,1,6,0.0,,
36,2005,2005-10-02,4,25.272,NYG,,STL,W 44-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
37,2005,2005-10-16,5,25.286,NYG,@,DAL,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
38,2005,2005-10-23,6,25.293,NYG,,DEN,W 24-23,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
39,2005,2005-11-20,10,25.321,NYG,,PHI,W 27-17,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
40,2005,2005-11-27,11,25.328,NYG,@,SEA,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
41,2005,2005-12-04,12,25.335,NYG,,DAL,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
42,2005,2005-12-11,13,25.342,NYG,@,PHI,W 26-23,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
43,2005,2005-12-17,14,25.348,NYG,,KAN,W 27-17,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
44,2005,2005-12-24,15,25.355,NYG,@,WAS,L 20-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
45,2005,2005-12-31,16,25.362,NYG,@,OAK,W 30-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
46,2006,2006-09-10,1,26.250,NYG,,IND,L 21-26,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
47,2006,2006-09-17,2,26.257,NYG,@,PHI,W 30-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
48,2006,2006-09-24,3,26.264,NYG,@,SEA,L 30-42,,6,5,72,14.40,1,83.3%,12.00,0,0,,0,1,6,0.0,,
49,2006,2006-10-08,4,26.278,NYG,,WAS,W 19-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
50,2006,2006-10-15,5,26.285,NYG,@,ATL,W 27-14,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
51,2006,2006-10-23,6,26.293,NYG,@,DAL,W 36-22,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
52,2006,2006-10-29,7,26.299,NYG,,TAM,W 17-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
53,2006,2006-11-05,8,26.306,NYG,,HOU,W 14-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
54,2006,2006-11-12,9,26.313,NYG,,CHI,L 20-38,*,11,4,38,9.50,0,36.4%,3.45,0,0,,0,0,0,0.0,,
55,2006,2006-11-20,10,26.321,NYG,@,JAX,L 10-26,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,,
56,2006,2006-11-26,11,26.327,NYG,@,TEN,L 21-24,,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,,
57,2006,2006-12-03,12,26.334,NYG,,DAL,L 20-23,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,,
58,2006,2006-12-10,13,26.341,NYG,@,CAR,W 27-13,,3,2,15,7.50,1,66.7%,5.00,0,0,,0,1,6,0.0,,
