ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1987,1987-10-04,3,22.332,ATL,,PIT,L 12-28,*,5,13,38.46,48,0,2,9.9,0,0,3.69,-3.23,0,0,,0,0,0
2,1987,1987-10-11,4,22.339,ATL,,SFO,L 17-25,,13,33,39.39,176,1,1,54.6,5,43,5.33,4.58,1,11,11.00,0,0,0
3,1987,1987-10-18,5,22.346,ATL,,RAM,W 24-20,*,27,46,58.70,335,3,2,85.0,5,39,7.28,6.63,1,-1,-1.00,0,0,0
4,1991,1991-09-01,1,26.299,DET,@,WAS,L 0-45,,0,0,,0,0,0,,0,,,,0,0,,0,,
5,1991,1991-09-22,4,26.320,DET,@,IND,W 33-24,,2,2,100.00,27,1,0,158.3,0,0,13.50,23.50,0,0,,0,0,0
6,1991,1991-09-29,5,26.327,DET,,TAM,W 31-3,,0,0,,0,0,0,,0,,,,3,-2,-0.67,0,0,0
7,1991,1991-10-20,7,26.348,DET,@,SFO,L 3-35,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
8,1991,1991-10-27,8,26.355,DET,,DAL,W 34-10,,9,16,56.25,108,2,0,116.7,0,0,6.75,9.25,6,15,2.50,0,0,0
9,1991,1991-11-03,9,26.362,DET,@,CHI,L 10-20,*,19,40,47.50,218,1,2,51.9,3,15,5.45,3.70,0,0,,0,0,0
10,1991,1991-11-10,10,27.004,DET,@,TAM,L 21-30,*,20,30,66.67,248,0,2,64.3,4,22,8.27,5.27,1,1,1.00,1,1,6
11,1991,1991-11-17,11,27.011,DET,,RAM,W 21-10,*,15,25,60.00,185,3,0,122.5,1,4,7.40,9.80,5,7,1.40,0,0,0
12,1991,1991-11-24,12,27.018,DET,@,MIN,W 34-14,*,13,26,50.00,124,0,0,63.6,1,8,4.77,4.77,3,4,1.33,0,0,0
13,1991,1991-11-28,13,27.022,DET,,CHI,W 16-6,*,9,27,33.33,108,1,1,43.4,0,0,4.00,3.07,4,0,0.00,0,0,0
14,1991,1991-12-08,14,27.032,DET,,NYJ,W 34-20,*,18,31,58.06,235,1,1,79.4,0,0,7.58,6.77,7,-11,-1.57,0,0,0
15,1991,1991-12-15,15,27.039,DET,@,GNB,W 21-17,*,14,29,48.28,131,2,0,84.1,4,19,4.52,5.90,1,9,9.00,0,0,0
16,1991,1991-12-22,16,27.046,DET,@,BUF,W 17-14,*,17,36,47.22,251,0,2,47.3,1,6,6.97,4.47,5,3,0.60,0,0,0
17,1992,1992-10-15,6,27.344,DET,@,MIN,L 14-31,,5,6,83.33,81,1,0,158.3,3,15,13.50,16.83,1,5,5.00,0,0,0
18,1992,1992-10-25,7,27.354,DET,@,TAM,W 38-7,,3,5,60.00,28,0,0,75.4,0,0,5.60,5.60,1,-2,-2.00,0,0,0
19,1992,1992-11-01,8,27.361,DET,,GNB,L 13-27,,3,5,60.00,33,0,0,79.6,0,0,6.60,6.60,0,0,,0,0,0
20,1992,1992-11-08,9,28.002,DET,,DAL,L 3-37,,3,7,42.86,21,0,1,10.7,0,0,3.00,-3.43,1,6,6.00,0,0,0
21,1992,1992-11-15,10,28.009,DET,@,PIT,L 14-17,*,20,37,54.05,304,1,2,67.8,3,18,8.22,6.32,2,-4,-2.00,0,0,0
22,1992,1992-11-22,11,28.016,DET,@,CIN,W 19-13,*,12,25,48.00,141,0,3,26.0,5,25,5.64,0.24,4,10,2.50,0,0,0
23,1992,1992-11-26,12,28.020,DET,,HOU,L 21-24,*,12,21,57.14,163,2,2,74.2,4,22,7.76,5.38,3,19,6.33,0,0,0
24,1993,1993-10-03,5,28.331,DET,@,TAM,L 10-27,,11,24,45.83,120,0,1,43.8,1,0,5.00,3.13,0,0,,0,0,0
25,1993,1993-12-12,13,29.036,DET,@,PHO,W 21-14,*,19,25,76.00,257,3,0,147.8,2,22,10.28,12.68,3,-2,-0.67,0,0,0
26,1993,1993-12-19,14,29.043,DET,,SFO,L 17-55,*,19,29,65.52,220,2,0,111.3,2,13,7.59,8.97,3,8,2.67,0,0,0
27,1993,1993-12-26,15,29.050,DET,@,CHI,W 20-14,*,23,31,74.19,223,2,1,101.9,0,0,7.19,7.03,4,-1,-0.25,0,0,0
28,1993,1994-01-02,16,29.057,DET,,GNB,W 30-20,*,15,29,51.72,182,1,1,68.5,0,0,6.28,5.41,0,0,,0,0,0
29,1994,1994-09-04,1,29.302,CHI,,TAM,W 21-9,*,18,25,72.00,212,2,0,124.1,2,8,8.48,10.08,3,-1,-0.33,0,0,0
30,1994,1994-09-12,2,29.310,CHI,@,PHI,L 22-30,*,18,31,58.06,289,3,1,108.1,3,14,9.32,9.81,1,0,0.00,0,0,0
