ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,23.035,MIN,@,GNB,W 30-25,,,,,,,,,,,,,
2,2003,2003-09-14,2,23.042,MIN,,CHI,W 24-13,,,,,,,,,,,,,
3,2003,2003-09-21,3,23.049,MIN,@,DET,W 23-13,,,,,,,,,,,,,
4,2003,2003-09-28,4,23.056,MIN,,SFO,W 35-7,,,,,,,,,,,,,
5,2003,2003-10-05,5,23.063,MIN,@,ATL,W 39-26,,,,,,,,,,,,,
6,2003,2003-10-19,6,23.077,MIN,,DEN,W 28-20,,,,,,,,,,,,,
7,2003,2003-10-26,7,23.084,MIN,,NYG,L 17-29,,,,,,,,,,,,,
8,2003,2003-11-02,8,23.091,MIN,,GNB,L 27-30,,,,,,,,,,,,,
9,2003,2003-11-09,9,23.098,MIN,@,SDG,L 28-42,,1,0,0.00,0,0,0,0.0,,,0,0,0
10,2003,2003-11-16,10,23.105,MIN,@,OAK,L 18-28,,,,,,,,,,,,,
11,2003,2003-11-23,11,23.112,MIN,,DET,W 24-14,,,,,,,,,,,,,
12,2003,2003-11-30,12,23.119,MIN,@,STL,L 17-48,,,,,,,,,,,,,
13,2003,2003-12-07,13,23.126,MIN,,SEA,W 34-7,,,,,,,,,,,,,
14,2003,2003-12-14,14,23.133,MIN,@,CHI,L 10-13,,,,,,,,,,,,,
15,2003,2003-12-20,15,23.139,MIN,,KAN,W 45-20,,,,,,,,,,,,,
16,2003,2003-12-28,16,23.147,MIN,@,ARI,L 17-18,,,,,,,,,,,,,
17,2004,2004-09-12,1,24.040,MIN,,DAL,W 35-17,*,,,,,,,,,,,,
18,2004,2004-09-20,2,24.048,MIN,@,PHI,L 16-27,*,0,0,,0,0,0,1.0,,,0,0,0
19,2004,2004-09-26,3,24.054,MIN,,CHI,W 27-22,*,,,,,,,,,,,,
20,2004,2004-10-24,6,24.082,MIN,,TEN,W 20-3,*,,,,,,,,,,,,
21,2004,2004-10-31,7,24.089,MIN,,NYG,L 13-34,*,,,,,,,,,,,,
