ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1970,1970-09-20,1,22.320,DEN,@,BUF,W 25-10,,,,
2,1970,1970-10-04,3,22.334,DEN,,KAN,W 26-13,,,,
3,1970,1970-10-11,4,22.341,DEN,@,OAK,L 23-35,,,,
4,1970,1970-10-18,5,22.348,DEN,,ATL,W 24-10,,,,
5,1970,1970-11-15,9,23.011,DEN,,OAK,L 19-24,,,,
6,1970,1970-11-22,10,23.018,DEN,@,NOR,W 31-6,1,20,20.00,0
7,1970,1970-11-29,11,23.025,DEN,@,HOU,L 21-31,2,53,26.50,0
8,1970,1970-12-06,12,23.032,DEN,@,KAN,L 0-16,,,,
9,1970,1970-12-13,13,23.039,DEN,,SDG,T 17-17,3,84,28.00,0
10,1970,1970-12-20,14,23.046,DEN,,CLE,L 13-27,2,40,20.00,0
