ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1998,1998-09-06,1,23.023,ARI,@,DAL,L 10-38,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
2,1998,1998-09-13,2,23.030,ARI,@,SEA,L 14-33,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
3,1998,1998-09-20,3,23.037,ARI,,PHI,W 17-3,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
4,1998,1998-09-27,4,23.044,ARI,@,STL,W 20-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
5,1998,1998-10-04,5,23.051,ARI,,OAK,L 20-23,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
6,1998,1998-10-11,6,23.058,ARI,,CHI,W 20-7,,17,56,3.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
7,1998,1998-10-18,7,23.065,ARI,@,NYG,L 7-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,2,40,20.00,0,0,0,,0,0,0
8,1998,1998-11-01,8,23.079,ARI,@,DET,W 17-15,,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
9,1998,1998-11-08,9,23.086,ARI,,WAS,W 29-27,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
10,1998,1998-11-15,10,23.093,ARI,,DAL,L 28-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,1,24,24.00,0,0,0,,0,0,0
11,1998,1998-11-22,11,23.100,ARI,@,WAS,W 45-42,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,1,20,20.00,0,0,0,,0,0,0
12,1998,1998-11-29,12,23.107,ARI,@,KAN,L 24-34,,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
13,1998,1998-12-06,13,23.114,ARI,,NYG,L 19-23,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
14,1998,1998-12-20,15,23.128,ARI,,NOR,W 19-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
15,1998,1998-12-27,16,23.135,ARI,,SDG,W 16-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
16,1999,1999-09-12,1,24.029,ARI,@,PHI,W 25-24,,0,0,,0,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,,,1,22,22.00,0,4,16,4.00,0,0,0
17,1999,1999-09-19,2,24.036,ARI,@,MIA,L 16-19,,5,-1,-0.20,0,2,0,0,,0,0.0%,0.00,1,1,100.00,26,0,0,118.7,0,0,26.00,26.00,1,9,9.00,0,0,0,,0,0,0
18,1999,1999-09-27,3,24.044,ARI,,SFO,L 10-24,,6,35,5.83,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1999,1999-10-03,4,24.050,ARI,@,DAL,L 7-35,,4,9,2.25,0,5,4,42,10.50,0,80.0%,8.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1999,1999-10-10,5,24.057,ARI,,NYG,W 14-3,,8,20,2.50,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1999,1999-10-17,6,24.064,ARI,,WAS,L 10-24,,2,15,7.50,0,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
22,1999,1999-10-31,7,24.078,ARI,,NWE,L 3-27,,4,29,7.25,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1999,1999-11-07,8,24.085,ARI,@,NYJ,L 7-12,,9,41,4.56,1,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
24,1999,1999-11-14,9,24.092,ARI,,DET,W 23-19,*,23,133,5.78,1,3,2,44,22.00,0,66.7%,14.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
25,1999,1999-12-12,13,24.120,ARI,@,WAS,L 3-28,*,3,8,2.67,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
26,2000,2000-09-03,1,25.020,ARI,@,NYG,L 16-21,,4,9,2.25,0,6,6,71,11.83,0,100.0%,11.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
27,2000,2000-09-10,2,25.027,ARI,,DAL,W 32-31,,9,28,3.11,1,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
28,2000,2000-09-24,3,25.041,ARI,,GNB,L 3-29,,3,4,1.33,0,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
29,2000,2000-10-01,4,25.048,ARI,@,SFO,L 20-27,,11,72,6.55,0,9,6,72,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,2000,2000-10-08,5,25.055,ARI,,CLE,W 29-21,*,16,107,6.69,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,2000,2000-10-15,6,25.062,ARI,,PHI,L 14-33,*,8,37,4.63,0,7,4,27,6.75,1,57.1%,3.86,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
32,2000,2000-10-22,7,25.069,ARI,@,DAL,L 7-48,*,9,21,2.33,1,8,7,24,3.43,0,87.5%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
33,2000,2000-10-29,8,25.076,ARI,,NOR,L 10-21,*,20,86,4.30,0,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
34,2000,2000-11-05,9,25.083,ARI,,WAS,W 16-15,*,15,30,2.00,1,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
35,2000,2000-11-12,10,25.090,ARI,@,MIN,L 14-31,*,12,50,4.17,1,9,8,63,7.88,0,88.9%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
36,2000,2000-11-19,11,25.097,ARI,@,PHI,L 9-34,,13,49,3.77,0,6,6,29,4.83,0,100.0%,4.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
37,2000,2000-11-26,12,25.104,ARI,,NYG,L 7-31,*,13,77,5.92,0,11,10,96,9.60,1,90.9%,8.73,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
38,2000,2000-12-03,13,25.111,ARI,@,CIN,L 13-24,,19,72,3.79,0,6,6,31,5.17,0,100.0%,5.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
39,2000,2000-12-10,14,25.118,ARI,@,JAX,L 10-44,*,11,-1,-0.09,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
40,2000,2000-12-17,15,25.125,ARI,,BAL,L 7-13,,5,6,1.20,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,2000,2000-12-24,16,25.132,ARI,@,WAS,L 3-20,,16,72,4.50,0,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,2001,2001-09-30,2,26.047,ARI,,ATL,L 14-34,,7,53,7.57,1,7,6,31,5.17,0,85.7%,4.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
43,2001,2001-10-07,3,26.054,ARI,@,PHI,W 21-20,*,22,83,3.77,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
44,2001,2001-10-14,4,26.061,ARI,@,CHI,L 13-20,*,16,50,3.13,0,6,5,25,5.00,0,83.3%,4.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
45,2001,2001-10-21,5,26.068,ARI,,KAN,W 24-16,*,26,95,3.65,1,4,4,42,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
