ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.184,NYG,@,PIT,W 18-7,7,28,4.00,0,0,0,,0
2,1950,1950-10-01,2,24.198,NYG,@,CLE,W 6-0,4,10,2.50,0,2,55,27.50,0
3,1950,1950-10-15,4,24.212,NYG,,PIT,L 6-17,0,0,,0,2,42,21.00,1
4,1950,1950-10-22,5,24.219,NYG,,CLE,W 17-13,16,121,7.56,1,0,0,,0
5,1950,1950-10-29,6,24.226,NYG,@,CRD,L 3-17,0,0,,0,2,24,12.00,0
6,1950,1950-11-05,7,24.233,NYG,,WAS,W 24-21,1,6,6.00,0,0,0,,0
7,1950,1950-11-12,8,24.240,NYG,,CRD,W 51-21,14,57,4.07,1,1,61,61.00,0
8,1950,1950-11-19,9,24.247,NYG,@,BAL,W 55-20,2,8,4.00,0,0,0,,0
9,1950,1950-12-03,11,24.261,NYG,,NYY,W 51-7,1,12,12.00,0,1,50,50.00,0
10,1950,1950-12-10,12,24.268,NYG,@,PHI,W 9-7,7,29,4.14,0,0,0,,0
11,1951,1951-10-01,1,25.198,NYG,@,PIT,T 13-13,8,43,5.38,0,1,56,56.00,1
12,1951,1951-10-21,4,25.218,NYG,,PHI,W 26-24,11,33,3.00,0,1,5,5.00,0
13,1951,1951-10-28,5,25.225,NYG,@,CLE,L 13-14,12,52,4.33,0,3,48,16.00,0
14,1951,1951-11-04,6,25.232,NYG,,NYY,W 37-31,10,36,3.60,0,3,81,27.00,1
15,1951,1951-11-11,7,25.239,NYG,,WAS,W 28-14,11,73,6.64,1,1,9,9.00,0
16,1951,1951-11-18,8,25.246,NYG,,CLE,L 0-10,9,7,0.78,0,6,45,7.50,0
17,1951,1951-11-25,9,25.253,NYG,@,CRD,W 10-0,12,53,4.42,0,2,9,4.50,0
18,1951,1951-12-02,10,25.260,NYG,,PIT,W 14-0,9,33,3.67,0,0,0,,0
19,1951,1951-12-09,11,25.267,NYG,@,PHI,W 23-7,6,18,3.00,0,0,0,,0
20,1951,1951-12-16,12,25.274,NYG,@,NYY,W 27-17,3,5,1.67,0,0,0,,0
21,1952,1952-09-28,1,26.195,NYG,@,DTX,W 24-6,0,0,,0,2,8,4.00,0
22,1952,1952-10-04,2,26.201,NYG,@,PHI,W 31-7,0,0,,2,0,0,,0
23,1952,1952-10-12,3,26.209,NYG,@,CLE,W 17-9,1,-4,-4.00,0,0,0,,0
24,1952,1952-11-16,8,26.244,NYG,,GNB,L 3-17,1,4,4.00,0,2,30,15.00,0
25,1952,1952-11-23,9,26.251,NYG,@,WAS,W 14-10,3,10,3.33,0,2,55,27.50,0
26,1952,1952-11-30,10,26.258,NYG,@,PIT,L 7-63,5,0,0.00,0,0,0,,0
27,1952,1952-12-14,12,26.272,NYG,,CLE,W 37-34,11,32,2.91,1,3,47,15.67,1
28,1953,1953-10-11,3,27.208,NYG,@,WAS,L 9-13,0,0,,0,1,10,10.00,0
