ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
46,1991,1991-12-22,16,28.339,KAN,@,RAI,W 27-21,35,152,4.34,1,,0,0,,0,,,0,0,,0,1,6
47,1992,1992-09-06,1,29.233,KAN,@,SDG,W 24-10,18,37,2.06,1,1,1,22,22.00,0,100.0%,22.00,0,0,,0,1,6
48,1992,1992-09-13,2,29.240,KAN,,SEA,W 26-7,13,46,3.54,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,1,6
49,1992,1992-09-20,3,29.247,KAN,@,HOU,L 20-23,22,114,5.18,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
50,1992,1992-09-28,4,29.255,KAN,,RAI,W 27-7,27,125,4.63,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
51,1992,1992-10-04,5,29.261,KAN,@,DEN,L 19-20,21,84,4.00,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0
52,1992,1992-10-11,6,29.268,KAN,,PHI,W 24-17,0,0,,0,,0,0,,0,0.0%,,,,,,0,
53,1992,1992-10-18,7,29.275,KAN,@,DAL,L 10-17,13,46,3.54,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6
54,1992,1992-10-25,8,29.282,KAN,,PIT,L 3-27,8,32,4.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
55,1992,1992-11-22,11,29.310,KAN,@,SEA,W 24-14,19,85,4.47,1,,0,0,,0,0.0%,,0,0,,0,1,6
56,1992,1992-11-29,12,29.317,KAN,@,NYJ,W 23-7,13,30,2.31,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
57,1992,1992-12-06,13,29.324,KAN,@,RAI,L 7-28,4,4,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
58,1992,1992-12-27,16,29.345,KAN,,DEN,W 42-20,5,4,0.80,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
59,1993,1993-09-12,2,30.238,MIN,,CHI,W 10-7,24,94,3.92,0,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0
60,1993,1993-09-26,3,30.252,MIN,,GNB,W 15-13,19,65,3.42,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0
61,1993,1993-10-03,4,30.259,MIN,@,SFO,L 19-38,12,46,3.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
62,1993,1993-10-10,5,30.266,MIN,,TAM,W 15-0,20,53,2.65,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
63,1993,1993-10-25,6,30.281,MIN,@,CHI,W 19-12,17,78,4.59,0,,0,0,,0,0.0%,,0,0,,0,0,0
64,1993,1993-10-31,7,30.287,MIN,,DET,L 27-30,5,8,1.60,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
65,1993,1993-11-07,8,30.294,MIN,,SDG,L 17-30,8,11,1.38,1,,0,0,,0,0.0%,,0,0,,0,1,6
66,1993,1993-11-14,9,30.301,MIN,@,DEN,W 26-23,11,30,2.73,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
67,1993,1993-11-21,10,30.308,MIN,@,TAM,L 10-23,10,36,3.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
68,1993,1993-11-28,11,30.315,MIN,,NOR,L 14-17,6,10,1.67,0,,0,0,,0,0.0%,,0,0,,0,0,0
69,1993,1993-12-05,12,30.322,MIN,@,DET,W 13-0,1,2,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
70,1993,1993-12-12,13,30.329,MIN,,DAL,L 20-37,0,0,,0,,0,0,,0,0.0%,,,,,,0,
71,1993,1993-12-26,15,30.343,MIN,,KAN,W 30-10,9,25,2.78,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0
72,1994,1994-10-02,4,31.258,ARI,,MIN,W 17-7,,,,,,,,,,0.0%,,,,,,,
