ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1979,1979-09-06,2,25.023,RAM,@,DEN,W 13-9,,,,,,,
2,1979,1979-09-16,3,25.033,RAM,,SFO,W 27-24,1,-2,-2.00,0,0,0,0
3,1979,1979-09-23,4,25.040,RAM,@,TAM,L 6-21,,,,,,,
4,1979,1979-09-30,5,25.047,RAM,,STL,W 21-0,,,,,,,
5,1979,1979-10-07,6,25.054,RAM,@,NOR,W 35-17,,,,,,,
6,1979,1979-10-14,7,25.061,RAM,@,DAL,L 6-30,,,,,,,
7,1979,1979-10-21,8,25.068,RAM,,SDG,L 16-40,,,,,,,
8,1979,1979-10-28,9,25.075,RAM,,NYG,L 14-20,,,,,,,
9,1979,1979-11-04,10,25.082,RAM,@,SEA,W 24-0,,,,,,,
10,1979,1979-11-11,11,25.089,RAM,@,CHI,L 23-27,,,,,,,
11,1979,1979-11-19,12,25.097,RAM,,ATL,W 20-14,0,0,,0,1,13,0
12,1979,1979-11-25,13,25.103,RAM,@,SFO,W 26-20,,,,,,,
13,1979,1979-12-09,15,25.117,RAM,@,ATL,W 34-13,,,,,,,
14,1982,1982-09-12,1,28.029,BAL,,NWE,L 13-24,,,,,,,
15,1982,1982-09-19,2,28.036,BAL,@,MIA,L 20-24,,,,,,,
16,1982,1982-11-21,3,28.099,BAL,@,NYJ,L 0-37,,,,,,,
17,1982,1982-11-28,4,28.106,BAL,@,BUF,L 0-20,,,,,,,
18,1982,1982-12-05,5,28.113,BAL,,CIN,L 17-20,,,,,,,
