ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-10-23,7,22.283,ATL,@,GNB,L 3-56,1,32,32.00,0,2,7,3.50,0,0,0,0
2,1966,1966-10-30,8,22.290,ATL,,CLE,L 17-49,0,0,,0,1,3,3.00,0,0,0,0
3,1966,1966-11-27,11,22.318,ATL,@,CHI,L 6-23,2,50,25.00,0,1,0,0.00,0,0,0,0
4,1966,1966-12-04,12,22.325,ATL,@,MIN,W 20-13,2,45,22.50,0,0,0,,0,0,0,0
5,1966,1966-12-11,13,22.332,ATL,,STL,W 16-10,1,30,30.00,0,0,0,,0,0,0,0
6,1966,1966-12-18,14,22.339,ATL,,PIT,L 33-57,2,46,23.00,0,0,0,,0,0,0,0
7,1967,1967-09-17,1,23.247,ATL,@,BAL,L 31-38,2,51,25.50,0,0,0,,0,0,0,0
8,1968,1968-09-14,1,24.245,ATL,@,MIN,L 7-47,3,66,22.00,0,1,5,5.00,0,0,0,0
9,1968,1968-09-22,2,24.253,ATL,,BAL,L 20-28,2,36,18.00,0,1,5,5.00,0,0,0,0
10,1968,1968-09-29,3,24.260,ATL,@,SFO,L 13-28,0,0,,0,2,0,0.00,0,0,0,0
11,1968,1968-10-06,4,24.267,ATL,,GNB,L 7-38,1,17,17.00,0,0,0,,0,0,0,0
12,1968,1968-10-13,5,24.274,ATL,,NYG,W 24-21,1,14,14.00,0,0,0,,0,0,0,0
13,1968,1968-10-20,6,24.281,ATL,@,RAM,L 14-27,1,13,13.00,0,0,0,,0,0,0,0
14,1968,1968-10-27,7,24.288,ATL,@,CLE,L 7-30,2,34,17.00,0,0,0,,0,0,0,0
15,1968,1968-12-15,14,24.337,ATL,,SFO,L 12-14,0,0,,0,0,0,,0,1,18,0
