ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-08,1,21.203,ATL,@,GNB,L 34-37,,6,39,6.50,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,2002,2002-09-15,2,21.210,ATL,,CHI,L 13-14,*,5,32,6.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,2002,2002-09-22,3,21.217,ATL,,CIN,W 30-3,*,18,67,3.72,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,4,4.00,0,0,0
4,2002,2002-10-06,4,21.231,ATL,,TAM,L 6-20,,11,52,4.73,0,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,2002,2002-10-13,5,21.238,ATL,@,NYG,W 17-10,,16,36,2.25,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,2002,2002-10-20,6,21.245,ATL,,CAR,W 30-0,*,12,47,3.92,2,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,2,12
7,2002,2002-11-03,8,21.259,ATL,,BAL,W 20-17,,13,75,5.77,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
8,2002,2002-11-24,11,21.280,ATL,@,CAR,W 41-0,,22,66,3.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
9,2002,2002-12-01,12,21.287,ATL,@,MIN,W 30-24,,11,37,3.36,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,2002,2002-12-08,13,21.294,ATL,@,TAM,L 10-34,,13,47,3.62,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,2002,2002-12-15,14,21.301,ATL,,SEA,L 24-30,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,2002,2002-12-29,16,21.315,ATL,@,CLE,L 16-24,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,2003,2003-09-07,1,22.202,ATL,@,DAL,W 27-13,,5,21,4.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
14,2003,2003-09-14,2,22.209,ATL,,WAS,L 31-33,,7,35,5.00,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
15,2003,2003-09-21,3,22.216,ATL,,TAM,L 10-31,,3,6,2.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
16,2003,2003-09-28,4,22.223,ATL,@,CAR,L 3-23,*,14,100,7.14,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
17,2003,2003-10-05,5,22.230,ATL,,MIN,L 26-39,*,11,69,6.27,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0
18,2003,2003-10-13,6,22.238,ATL,@,STL,L 0-36,*,16,50,3.13,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
19,2003,2003-10-19,7,22.244,ATL,,NOR,L 17-45,*,14,42,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
20,2003,2003-11-02,8,22.258,ATL,,PHI,L 16-23,*,16,55,3.44,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
21,2003,2003-11-09,9,22.265,ATL,@,NYG,W 27-7,,7,33,4.71,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
22,2003,2003-11-16,10,22.272,ATL,@,NOR,L 20-23,,4,7,1.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
23,2003,2003-11-23,11,22.279,ATL,,TEN,L 31-38,,4,8,2.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
24,2003,2003-11-30,12,22.286,ATL,@,HOU,L 13-17,*,12,31,2.58,1,2,2,24,12.00,0,100.0%,12.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
25,2003,2003-12-07,13,22.293,ATL,,CAR,W 20-14,*,17,59,3.47,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
26,2003,2003-12-14,14,22.300,ATL,@,IND,L 7-38,*,18,74,4.11,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
27,2003,2003-12-20,15,22.306,ATL,@,TAM,W 30-28,*,27,93,3.44,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,2003,2003-12-28,16,22.314,ATL,,JAX,W 21-14,*,22,96,4.36,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
29,2004,2004-09-12,1,23.208,ATL,@,SFO,W 21-19,,2,6,3.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,2004,2004-09-19,2,23.215,ATL,,STL,W 34-17,,9,52,5.78,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,2004,2004-10-03,4,23.229,ATL,@,CAR,W 27-10,,13,63,4.85,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
32,2004,2004-10-10,5,23.236,ATL,,DET,L 10-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
33,2004,2004-10-17,6,23.243,ATL,,SDG,W 21-20,,11,45,4.09,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,2004,2004-10-24,7,23.250,ATL,@,KAN,L 10-56,,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,2004,2004-10-31,8,23.257,ATL,@,DEN,W 41-28,,8,45,5.63,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
36,2004,2004-11-14,9,23.271,ATL,,TAM,W 24-14,,12,53,4.42,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12
37,2004,2004-11-21,10,23.278,ATL,@,NYG,W 14-10,,6,30,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,2004,2004-11-28,11,23.285,ATL,,NOR,W 24-21,,12,58,4.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,2004,2004-12-05,12,23.292,ATL,@,TAM,L 0-27,,7,32,4.57,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,2004,2004-12-12,13,23.299,ATL,,OAK,W 35-10,,12,65,5.42,4,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,4,24
41,2004,2005-01-02,16,23.320,ATL,@,SEA,L 26-28,,8,52,6.50,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,2005,2005-09-12,1,24.207,ATL,,PHI,W 14-10,,8,15,1.88,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
43,2005,2005-09-18,2,24.213,ATL,@,SEA,L 18-21,,4,18,4.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
44,2005,2005-09-25,3,24.220,ATL,@,BUF,W 24-16,,12,75,6.25,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
45,2005,2005-10-02,4,24.227,ATL,,MIN,W 30-10,,14,40,2.86,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
46,2005,2005-10-09,5,24.234,ATL,,NWE,L 28-31,,5,30,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
47,2005,2005-10-16,6,24.241,ATL,@,NOR,W 34-31,,2,5,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,2005,2005-11-13,9,24.269,ATL,,GNB,L 25-33,,4,31,7.75,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
49,2005,2005-11-20,10,24.276,ATL,,TAM,L 27-30,,14,51,3.64,1,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,,,,,2,36,18.00,0,1,6
50,2005,2005-11-24,11,24.280,ATL,@,DET,W 27-7,,19,72,3.79,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
51,2005,2005-12-04,12,24.290,ATL,@,CAR,L 6-24,,4,4,1.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,2005,2005-12-12,13,24.298,ATL,,NOR,W 36-17,,10,13,1.30,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
53,2005,2005-12-18,14,24.304,ATL,@,CHI,L 3-16,,8,-2,-0.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
54,2005,2005-12-24,15,24.310,ATL,@,TAM,L 24-27,,11,32,2.91,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
55,2005,2006-01-01,16,24.318,ATL,,CAR,L 11-44,,6,-4,-0.67,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,2006,2006-09-17,2,25.212,WAS,@,DAL,L 10-27,,5,24,4.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
57,2006,2006-10-22,7,25.247,WAS,@,IND,L 22-36,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,2006,2006-11-05,8,25.261,WAS,,DAL,W 22-19,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
59,2006,2006-11-12,9,25.268,WAS,@,PHI,L 3-27,,2,16,8.00,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,2006,2006-11-19,10,25.275,WAS,@,TAM,L 17-20,,5,26,5.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,2006,2006-11-26,11,25.282,WAS,,CAR,W 17-13,,7,24,3.43,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
62,2006,2006-12-03,12,25.289,WAS,,ATL,L 14-24,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,2006,2006-12-10,13,25.296,WAS,,PHI,L 19-21,,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,2006,2006-12-17,14,25.303,WAS,@,NOR,W 16-10,,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,2006,2006-12-24,15,25.310,WAS,@,STL,L 31-37,,5,18,3.60,1,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
66,2006,2006-12-30,16,25.316,WAS,,NYG,L 28-34,,3,-4,-1.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
67,2007,2007-09-09,1,26.204,DET,@,OAK,W 36-21,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,2007,2007-10-21,6,26.246,DET,,TAM,W 23-16,,4,30,7.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,2007,2007-10-28,7,26.253,DET,@,CHI,W 16-7,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,2007,2007-11-04,8,26.260,DET,,DEN,W 44-7,,5,48,9.60,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
71,2007,2007-11-11,9,26.267,DET,@,ARI,L 21-31,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,2007,2007-11-18,10,26.274,DET,,NYG,L 10-16,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
73,2007,2007-11-22,11,26.278,DET,,GNB,L 26-37,,7,29,4.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,2007,2007-12-02,12,26.288,DET,@,MIN,L 10-42,,3,22,7.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,2007,2007-12-09,13,26.295,DET,,DAL,L 27-28,,9,60,6.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
76,2007,2007-12-16,14,26.302,DET,@,SDG,L 14-51,,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
77,2007,2007-12-23,15,26.309,DET,,KAN,W 25-20,,15,102,6.80,1,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
78,2007,2007-12-30,16,26.316,DET,@,GNB,L 13-34,*,13,29,2.23,0,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,2008,2008-09-07,1,27.203,SEA,@,BUF,L 10-34,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
80,2008,2008-09-14,2,27.210,SEA,,SFO,L 30-33,,2,3,1.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
81,2008,2008-09-21,3,27.217,SEA,,STL,W 37-13,,19,79,4.16,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,2,12
82,2008,2008-10-05,4,27.231,SEA,@,NYG,L 6-44,,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,2008,2008-10-12,5,27.238,SEA,,GNB,L 17-27,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0
84,2008,2008-10-19,6,27.245,SEA,@,TAM,L 10-20,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,2008,2008-10-26,7,27.252,SEA,@,SFO,W 34-13,,8,1,0.13,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
86,2008,2008-11-02,8,27.259,SEA,,PHI,L 7-26,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,2008,2008-11-09,9,27.266,SEA,@,MIA,L 19-21,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,2008,2008-11-16,10,27.273,SEA,,ARI,L 20-26,,5,5,1.00,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12
89,2008,2008-11-23,11,27.280,SEA,,WAS,L 17-20,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
90,2008,2008-11-27,12,27.284,SEA,@,DAL,L 9-34,,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
