ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,22.132,STL,@,SEA,W 30-24,0,0,,0,0,0,,0,2,50,25.00,0,0,0
2,1976,1976-09-19,2,22.139,STL,,GNB,W 29-0,7,52,7.43,0,1,5,5.00,0,1,34,34.00,0,0,0
3,1976,1976-09-26,3,22.146,STL,@,SDG,L 24-43,2,3,1.50,1,4,34,8.50,1,2,43,21.50,0,2,12
4,1976,1976-10-03,4,22.153,STL,,NYG,W 27-21,15,70,4.67,0,0,0,,0,0,0,,0,0,0
5,1976,1976-10-10,5,22.160,STL,,PHI,W 33-14,19,67,3.53,1,1,19,19.00,0,0,0,,0,1,6
6,1976,1976-10-17,6,22.167,STL,,DAL,W 21-17,,,,,,,,,,,,,,
7,1976,1976-10-25,7,22.175,STL,@,WAS,L 10-20,0,0,,0,0,0,,0,2,31,15.50,0,0,0
8,1976,1976-10-31,8,22.181,STL,,SFO,W 23-20,0,0,,0,0,0,,0,1,4,4.00,0,0,0
9,1976,1976-11-07,9,22.188,STL,@,PHI,W 17-14,9,38,4.22,1,0,0,,0,0,0,,0,1,6
10,1976,1976-11-14,10,22.195,STL,@,RAM,W 30-28,1,0,0.00,0,0,0,,0,0,0,,0,0,0
11,1976,1976-11-21,11,22.202,STL,,WAS,L 10-16,4,27,6.75,0,1,12,12.00,0,0,0,,0,0,0
12,1976,1976-11-25,12,22.206,STL,@,DAL,L 14-19,7,35,5.00,0,1,5,5.00,0,1,19,19.00,0,0,0
13,1976,1976-12-04,13,22.215,STL,,BAL,W 24-17,,,,,,,,,,,,,,
14,1976,1976-12-12,14,22.223,STL,@,NYG,W 17-14,,,,,,,,,,,,,,
15,1977,1977-09-18,1,23.138,STL,@,DEN,L 0-7,0,0,,0,1,1,1.00,0,0,0,,0,0,0
16,1977,1977-09-25,2,23.145,STL,,CHI,W 16-13,,,,,,,,,,,,,,
17,1977,1977-10-02,3,23.152,STL,@,WAS,L 14-24,5,18,3.60,1,2,24,12.00,0,0,0,,0,1,6
18,1977,1977-10-09,4,23.159,STL,,DAL,L 24-30,19,78,4.11,0,2,22,11.00,0,0,0,,0,0,0
