ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1995,1995-09-03,1,24.018,JAX,,HOU,L 3-10,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,1,28,28.00,0,0,0,,0,0,0
2,1995,1995-09-10,2,24.025,JAX,@,CIN,L 17-24,,5,0,0,,0,0.0%,0.00,0,0,,0,2,65,32.50,0,0,0,,0,0,0
3,1995,1995-09-17,3,24.032,JAX,@,NYJ,L 10-27,,4,1,2,2.00,0,25.0%,0.50,0,0,,0,1,25,25.00,0,0,0,,0,0,0
4,1995,1995-09-24,4,24.039,JAX,,GNB,L 14-24,,10,7,66,9.43,2,70.0%,6.60,0,0,,0,5,97,19.40,0,0,0,,0,2,12
5,1995,1995-10-01,5,24.046,JAX,@,HOU,W 17-16,,7,6,48,8.00,0,85.7%,6.86,0,0,,0,0,0,,0,0,0,,0,0,0
6,1995,1995-10-08,6,24.053,JAX,,PIT,W 20-16,,9,6,94,15.67,0,66.7%,10.44,0,0,,0,1,13,13.00,0,0,0,,0,0,0
7,1995,1995-10-15,7,24.060,JAX,,CHI,L 27-30,,10,6,57,9.50,0,60.0%,5.70,0,0,,0,3,59,19.67,0,0,0,,0,0,0
8,1995,1995-10-22,8,24.067,JAX,@,CLE,W 23-15,,12,7,53,7.57,0,58.3%,4.42,0,0,,0,3,65,21.67,0,1,-2,-2.00,0,0,0
9,1995,1995-10-29,9,24.074,JAX,@,PIT,L 7-24,,6,1,11,11.00,0,16.7%,1.83,0,0,,0,1,16,16.00,0,0,0,,0,0,0
10,1995,1995-11-12,10,24.088,JAX,,SEA,L 30-47,,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,0,,0,0,0
11,1995,1995-11-19,11,24.095,JAX,@,TAM,L 16-17,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,0
12,1995,1995-12-10,14,24.116,JAX,,IND,L 31-41,,7,6,113,18.83,2,85.7%,16.14,0,0,,0,1,16,16.00,0,0,0,,0,2,12
13,1995,1995-12-17,15,24.123,JAX,@,DET,L 0-44,,6,2,14,7.00,0,33.3%,2.33,0,0,,0,1,20,20.00,0,0,0,,0,0,0
14,1995,1995-12-24,16,24.130,JAX,,CLE,W 24-21,,7,4,81,20.25,1,57.1%,11.57,0,0,,0,0,0,,0,0,0,,0,1,6
15,1996,1996-09-01,1,25.016,JAX,,PIT,W 24-9,,1,1,38,38.00,1,100.0%,38.00,0,0,,0,3,65,21.67,0,0,0,,0,1,6
16,1996,1996-09-08,2,25.023,JAX,,HOU,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,2,51,25.50,0,0,0,,0,0,0
