ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1984,1984-09-02,1,22.171,DEN,,CIN,W 20-17,3,18,6.00,1,1,5,5.00,0,0,0,,0,0,0,,,,,,2,36,18.00,0,1,6
2,1984,1984-09-09,2,22.178,DEN,@,CHI,L 0-27,1,6,6.00,0,1,4,4.00,0,0,0,,0,0,0,,,,,,3,34,11.33,0,0,0
3,1984,1984-09-16,3,22.185,DEN,@,CLE,W 24-14,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1984,1984-09-23,4,22.192,DEN,,KAN,W 21-0,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
5,1984,1984-09-30,5,22.199,DEN,,RAI,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,20,20.00,0,0,0
6,1984,1984-10-07,6,22.206,DEN,@,DET,W 28-7,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0
7,1984,1984-10-15,7,22.214,DEN,,GNB,W 17-14,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
8,1984,1984-10-21,8,22.220,DEN,@,BUF,W 37-7,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
9,1984,1984-10-28,9,22.227,DEN,@,RAI,W 22-19,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
10,1984,1984-11-04,10,22.234,DEN,,NWE,W 26-19,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,2,45,22.50,0,0,0
11,1984,1984-11-11,11,22.241,DEN,@,SDG,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,33,33.00,0,0,0
12,1984,1984-11-18,12,22.248,DEN,,MIN,W 42-21,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,2,60,30.00,0,0,0
13,1984,1984-11-25,13,22.255,DEN,,SEA,L 24-27,1,2,2.00,1,2,15,7.50,1,0,0,,0,0,0,,,,,,2,36,18.00,0,2,12
14,1984,1984-12-02,14,22.262,DEN,@,KAN,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,27,27.00,0,0,0
15,1984,1984-12-09,15,22.269,DEN,,SDG,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,2,43,21.50,0,0,0
16,1984,1984-12-15,16,22.275,DEN,@,SEA,W 31-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,30,30.00,0,0,0
17,1985,1985-09-08,1,23.177,DEN,@,RAM,L 16-20,3,-5,-1.67,0,1,8,8.00,0,0,0,,0,0,0,,,,,,4,73,18.25,0,0,0
18,1985,1985-09-15,2,23.184,DEN,,NOR,W 34-23,0,0,,0,1,10,10.00,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
19,1985,1985-09-22,3,23.191,DEN,@,ATL,W 44-28,17,77,4.53,1,3,25,8.33,0,0,0,,0,0,0,,,,,,2,35,17.50,0,1,6
20,1985,1985-09-29,4,23.198,DEN,,MIA,L 26-30,6,30,5.00,1,2,29,14.50,0,0,0,,0,0,0,,,,,,1,24,24.00,0,1,6
21,1985,1985-10-06,5,23.205,DEN,,HOU,W 31-20,10,25,2.50,0,0,0,,0,0,0,,0,0,0,,,,,,1,20,20.00,0,0,0
22,1985,1985-10-13,6,23.212,DEN,@,IND,W 15-10,5,8,1.60,0,0,0,,0,0,0,,0,0,0,,,,,,2,39,19.50,0,0,0
23,1985,1985-10-20,7,23.219,DEN,,SEA,W 13-10,9,28,3.11,0,0,0,,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
24,1985,1985-10-27,8,23.226,DEN,@,KAN,W 30-10,12,71,5.92,1,5,33,6.60,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
25,1985,1985-11-03,9,23.233,DEN,@,SDG,L 10-30,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,,,,,3,65,21.67,0,0,0
26,1985,1985-11-11,10,23.241,DEN,,SFO,W 17-16,3,26,8.67,0,1,3,3.00,1,0,0,,0,0,0,,,,,,2,49,24.50,0,1,6
27,1985,1985-11-17,11,23.247,DEN,,SDG,W 30-24,15,51,3.40,2,5,45,9.00,0,0,0,,0,0,0,,,,,,1,33,33.00,0,2,12
28,1985,1985-12-01,13,23.261,DEN,@,PIT,W 31-23,4,7,1.75,0,4,21,5.25,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1986,1986-09-07,1,24.176,DEN,,RAI,W 38-36,9,28,3.11,1,3,12,4.00,1,0,0,,0,0,0,,,,,,3,80,26.67,0,2,12
30,1986,1986-09-15,2,24.184,DEN,@,PIT,W 21-10,4,16,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1986,1986-09-21,3,24.190,DEN,@,PHI,W 33-7,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
32,1986,1986-09-28,4,24.197,DEN,,NWE,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,26,26.00,0,0,0
33,1986,1986-10-05,5,24.204,DEN,,DAL,W 29-14,1,3,3.00,0,1,12,12.00,1,0,0,,0,0,0,,,,,,1,23,23.00,0,1,6
34,1986,1986-10-12,6,24.211,DEN,@,SDG,W 31-14,4,16,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0
35,1986,1986-10-20,7,24.219,DEN,@,NYJ,L 10-22,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,4,89,22.25,0,0,0
36,1986,1986-11-02,9,24.232,DEN,@,RAI,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,-2,-2.00,0,0,0
37,1986,1986-11-09,10,24.239,DEN,,SDG,L 3-9,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0
38,1986,1986-11-16,11,24.246,DEN,,KAN,W 38-17,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1986,1986-11-23,12,24.253,DEN,@,NYG,L 16-19,0,0,,0,2,17,8.50,0,0,0,,0,0,0,,,,,,3,80,26.67,0,0,0
40,1986,1986-11-30,13,24.260,DEN,,CIN,W 34-28,7,24,3.43,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1986,1986-12-07,14,24.267,DEN,@,KAN,L 10-37,0,0,,0,4,42,10.50,0,0,0,,0,0,0,,,,,,4,78,19.50,0,0,0
42,1986,1986-12-13,15,24.273,DEN,,WAS,W 31-30,2,3,1.50,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,1986,1986-12-20,16,24.280,DEN,@,SEA,L 16-41,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,,,,,2,69,34.50,0,0,0
44,1987,1987-09-13,1,25.182,DEN,,SEA,W 40-17,12,46,3.83,0,2,17,8.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
45,1987,1987-09-20,2,25.189,DEN,@,GNB,T 17-17,5,9,1.80,1,1,15,15.00,0,0,0,,0,0,0,,0,,,,1,15,15.00,0,1,6
46,1987,1987-10-26,6,25.225,DEN,@,MIN,L 27-34,2,-6,-3.00,0,2,15,7.50,1,0,0,,0,0,0,,0,,,,2,48,24.00,0,1,6
47,1987,1987-11-01,7,25.231,DEN,,DET,W 34-0,4,15,3.75,0,4,41,10.25,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
48,1987,1987-11-08,8,25.238,DEN,@,BUF,L 14-21,1,3,3.00,0,2,8,4.00,0,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0
49,1987,1987-11-16,9,25.246,DEN,,CHI,W 31-29,11,31,2.82,0,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
50,1987,1987-11-22,10,25.252,DEN,@,RAI,W 23-17,14,67,4.79,0,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
51,1987,1987-11-29,11,25.259,DEN,@,SDG,W 31-17,24,73,3.04,0,1,5,5.00,1,0,0,,0,0,0,,0,,,,0,0,,0,1,6
52,1987,1987-12-06,12,25.266,DEN,,NWE,W 31-20,3,12,4.00,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
53,1987,1987-12-13,13,25.273,DEN,@,SEA,L 21-28,1,6,6.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,1,7,0.00,0.00,0,0,,0,0,0
54,1987,1987-12-19,14,25.279,DEN,,KAN,W 20-17,5,24,4.80,1,2,12,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
55,1987,1987-12-27,15,25.287,DEN,,SDG,W 24-0,7,23,3.29,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
56,1988,1988-09-04,1,26.173,ATL,@,DET,L 17-31,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
57,1988,1988-09-11,2,26.180,ATL,,NOR,L 21-29,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
58,1988,1988-09-18,3,26.187,ATL,@,SFO,W 34-17,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
59,1988,1988-09-25,4,26.194,ATL,@,DAL,L 20-26,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
60,1988,1988-10-02,5,26.201,ATL,,SEA,L 20-31,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1988,1988-10-09,6,26.208,ATL,,RAM,L 0-33,3,4,1.33,0,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
62,1988,1988-10-16,7,26.215,ATL,@,DEN,L 14-30,6,40,6.67,0,4,31,7.75,0,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0
63,1988,1988-10-23,8,26.222,ATL,,NYG,L 16-23,8,34,4.25,0,3,41,13.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1988,1988-10-30,9,26.229,ATL,@,PHI,W 27-24,10,32,3.20,0,2,28,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1988,1988-11-06,10,26.236,ATL,,GNB,W 20-0,11,36,3.27,0,7,78,11.14,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
66,1988,1988-11-13,11,26.243,ATL,,SDG,L 7-10,5,25,5.00,0,4,34,8.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
67,1988,1988-11-20,12,26.250,ATL,@,RAI,W 12-6,6,13,2.17,0,5,55,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,1988,1988-11-27,13,26.257,ATL,,TAM,W 17-10,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1988,1988-12-04,14,26.264,ATL,,SFO,L 3-13,0,0,,0,2,56,28.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,1988,1988-12-11,15,26.271,ATL,@,RAM,L 7-22,2,7,3.50,0,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1988,1988-12-18,16,26.278,ATL,@,NOR,L 9-10,1,1,1.00,0,7,57,8.14,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1989,1989-09-10,1,27.179,ATL,,RAM,L 21-31,6,19,3.17,0,4,29,7.25,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,1989,1989-09-17,2,27.186,ATL,,DAL,W 27-21,3,8,2.67,0,3,27,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,1989,1989-09-24,3,27.193,ATL,@,IND,L 9-13,2,5,2.50,0,5,74,14.80,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,1989,1989-10-01,4,27.200,ATL,@,GNB,L 21-23,4,17,4.25,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
76,1989,1989-10-08,5,27.207,ATL,@,RAM,L 14-26,3,3,1.00,0,4,47,11.75,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
77,1989,1989-10-15,6,27.214,ATL,,NWE,W 16-15,9,48,5.33,0,5,66,13.20,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,1989,1989-10-29,8,27.228,ATL,@,NOR,L 13-20,1,0,0.00,0,1,17,17.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1989,1989-11-05,9,27.235,ATL,,BUF,W 30-28,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,1989,1989-11-12,10,27.242,ATL,@,SFO,L 3-45,4,29,7.25,0,3,13,4.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1989,1989-11-19,11,27.249,ATL,,NOR,L 17-26,3,3,1.00,0,3,23,7.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1989,1989-11-26,12,27.256,ATL,@,NYJ,L 7-27,1,5,5.00,0,2,29,14.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1989,1989-12-03,13,27.263,ATL,,SFO,L 10-23,2,9,4.50,0,2,19,9.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
84,1989,1989-12-10,14,27.270,ATL,@,MIN,L 17-43,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1989,1989-12-17,15,27.277,ATL,,WAS,L 30-31,0,0,,0,1,19,19.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,1989,1989-12-24,16,27.284,ATL,,DET,L 24-31,3,18,6.00,0,6,73,12.17,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
87,1990,1990-09-09,1,28.178,ATL,,HOU,W 47-27,6,18,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0
88,1990,1990-09-16,2,28.185,ATL,@,DET,L 14-21,2,2,1.00,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,1990,1990-09-23,3,28.192,ATL,@,SFO,L 13-19,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
