ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2004,2004-09-19,2,24.021,TAM,,SEA,L 6-10,,21,32,65.63,175,0,1,66.5,4,20,5.47,4.06,4,13,3.25,0,0,0,0,,0,0.0%,,0,0
2,2004,2004-10-03,4,24.035,TAM,,DEN,L 13-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
3,2004,2004-10-10,5,24.042,TAM,@,NOR,W 20-17,*,5,8,62.50,68,0,0,89.6,1,8,8.50,8.50,0,0,,0,0,0,0,,0,0.0%,,0,0
4,2004,2004-11-21,10,24.084,TAM,,SFO,W 35-3,,0,0,,0,0,,,0,10,,,0,0,,0,0,0,0,,0,0.0%,,0,
5,2004,2005-01-02,16,24.126,TAM,@,ARI,L 7-12,*,16,32,50.00,224,1,2,57.3,4,37,7.00,4.81,3,1,0.33,0,0,0,0,,0,0.0%,,0,0
6,2005,2005-10-16,6,25.048,TAM,,MIA,W 27-13,,6,10,60.00,69,0,0,80.8,2,24,6.90,6.90,0,0,,0,0,0,0,,0,0.0%,,0,0
7,2005,2005-10-30,7,25.062,TAM,@,SFO,L 10-15,*,21,34,61.76,264,1,2,71.2,5,32,7.76,5.71,3,18,6.00,0,0,0,0,,0,0.0%,,0,0
8,2005,2005-11-06,8,25.069,TAM,,CAR,L 14-34,*,25,42,59.52,259,1,2,65.5,6,33,6.17,4.50,0,0,,0,0,0,0,,0,0.0%,,0,0
9,2005,2005-11-13,9,25.076,TAM,,WAS,W 36-35,*,15,29,51.72,279,3,0,119.8,0,0,9.62,11.69,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
10,2005,2005-11-20,10,25.083,TAM,@,ATL,W 30-27,*,11,19,57.89,118,0,1,54.3,0,0,6.21,3.84,3,10,3.33,0,0,0,0,,0,0.0%,,0,0
11,2005,2005-11-27,11,25.090,TAM,,CHI,L 10-13,*,19,30,63.33,202,0,0,82.9,4,34,6.73,6.73,1,-1,-1.00,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0
12,2005,2005-12-04,12,25.097,TAM,@,NOR,W 10-3,*,12,21,57.14,123,1,0,90.0,1,8,5.86,6.81,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0
13,2005,2005-12-11,13,25.104,TAM,@,CAR,W 20-10,*,20,27,74.07,138,0,0,85.1,1,5,5.11,5.11,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
14,2005,2005-12-17,14,25.110,TAM,@,NWE,L 0-28,*,21,34,61.76,155,0,0,72.5,7,47,4.56,4.56,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
15,2005,2005-12-24,15,25.117,TAM,,ATL,W 27-24,*,29,42,69.05,285,2,2,83.9,2,15,6.79,5.60,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
16,2005,2006-01-01,16,25.125,TAM,,NOR,W 27-13,*,12,25,48.00,143,2,0,92.6,1,7,5.72,7.32,2,2,1.00,0,0,0,0,,0,0.0%,,0,0
17,2006,2006-09-10,1,26.012,TAM,,BAL,L 0-27,*,17,29,58.62,133,0,3,30.5,2,20,4.59,-0.07,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
18,2006,2006-09-17,2,26.019,TAM,@,ATL,L 3-14,*,28,53,52.83,313,0,3,47.1,1,2,5.91,3.36,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
19,2006,2006-09-24,3,26.026,TAM,,CAR,L 24-26,*,13,24,54.17,139,1,1,67.9,1,10,5.79,4.75,2,1,0.50,1,0,0,0,,0,0.0%,,1,6
20,2008,2008-12-28,16,28.121,TEN,@,IND,L 0-23,,1,2,50.00,7,0,0,58.3,1,10,3.50,3.50,0,0,,0,0,0,0,,0,0.0%,,0,0
21,2009,2009-11-15,9,29.078,DEN,@,WAS,L 17-27,,3,13,23.08,13,0,1,7.5,3,21,1.00,-2.46,0,0,,0,0,0,0,,0,0.0%,,0,0
22,2009,2009-11-22,10,29.085,DEN,,SDG,L 3-32,*,2,4,50.00,10,0,0,56.2,2,18,2.50,2.50,0,0,,0,0,0,0,,0,0.0%,,0,0
23,2009,2009-12-06,12,29.099,DEN,@,KAN,W 44-13,,0,0,,0,0,0,,0,,,,3,-4,-1.33,0,0,0,0,,0,0.0%,,0,0
