ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1990,1990-10-21,6,26.153,NOR,@,HOU,L 10-23,1,17,17.00,0
2,1990,1990-10-28,7,26.160,NOR,,DET,L 10-27,1,15,15.00,0
3,1990,1990-11-04,8,26.167,NOR,@,CIN,W 21-7,1,9,9.00,0
4,1990,1990-11-11,9,26.174,NOR,,TAM,W 35-7,0,0,,0
5,1990,1990-11-18,10,26.181,NOR,@,WAS,L 17-31,0,0,,0
6,1990,1990-11-25,11,26.188,NOR,,ATL,W 10-7,0,0,,0
7,1990,1990-12-02,12,26.195,NOR,@,DAL,L 13-17,0,0,,0
8,1990,1990-12-09,13,26.202,NOR,@,RAM,W 24-20,0,0,,0
9,1990,1990-12-16,14,26.209,NOR,,PIT,L 6-9,1,16,16.00,0
10,1990,1990-12-23,15,26.216,NOR,@,SFO,W 13-10,0,0,,0
11,1990,1990-12-31,16,26.224,NOR,,RAM,W 20-17,0,0,,0
12,1991,1991-09-01,1,27.103,NOR,,SEA,W 27-24,,,,
13,1991,1991-09-08,2,27.110,NOR,@,KAN,W 17-10,,,,
14,1991,1991-09-15,3,27.117,NOR,,RAM,W 24-7,,,,
15,1991,1991-09-22,4,27.124,NOR,,MIN,W 26-0,,,,
16,1991,1991-09-29,5,27.131,NOR,@,ATL,W 27-6,,,,
