ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,24.074,CLE,@,SEA,W 21-7,,,,,,,,,
2,1982,1982-09-19,2,24.081,CLE,,PHI,L 21-24,,,,,,,,,
3,1982,1982-11-21,3,24.144,CLE,,NWE,W 10-7,,,,,,,,,
4,1982,1982-11-25,4,24.148,CLE,@,DAL,L 14-31,,,,,,,,,
5,1982,1982-12-05,5,24.158,CLE,,SDG,L 13-30,,,,,,,,,
6,1982,1982-12-12,6,24.165,CLE,@,CIN,L 10-23,,,,,,,,,
7,1982,1982-12-19,7,24.172,CLE,,PIT,W 10-9,,,,,,,,,
8,1982,1982-12-26,8,24.179,CLE,@,HOU,W 20-14,,,,,,,,,
9,1982,1983-01-02,9,24.186,CLE,@,PIT,L 21-37,,,,,,,,,
10,1983,1983-09-11,2,25.073,BAL,,DEN,L 10-17,,,,,,,,,
11,1983,1983-09-18,3,25.080,BAL,@,BUF,L 23-28,,,,,,,,,
12,1983,1983-09-25,4,25.087,BAL,,CHI,W 22-19,,,,,,,,,
13,1983,1983-10-02,5,25.094,BAL,@,CIN,W 34-31,,,,,,,,,
14,1983,1983-10-09,6,25.101,BAL,,NWE,W 12-7,,,,,,,,,
15,1983,1983-10-16,7,25.108,BAL,,BUF,L 7-30,,,,,,,,,
16,1983,1983-10-23,8,25.115,BAL,,MIA,L 7-21,,,,,,,,,
17,1983,1983-10-30,9,25.122,BAL,@,PHI,W 22-21,,,,,,,,,
18,1983,1983-11-06,10,25.129,BAL,@,NYJ,W 17-14,,,,,,,,,
19,1983,1983-11-13,11,25.136,BAL,,PIT,L 13-24,,,,,,,,,
20,1983,1983-11-20,12,25.143,BAL,@,MIA,L 0-37,,,,,,,,,
21,1983,1983-11-27,13,25.150,BAL,@,CLE,L 23-41,,,,,,,,,
22,1983,1983-12-04,14,25.157,BAL,,NYJ,L 6-10,,,,,,,,,
23,1983,1983-12-11,15,25.164,BAL,@,DEN,L 19-21,,,,,,,,,
24,1983,1983-12-18,16,25.171,BAL,,HOU,W 20-10,,,,,,,,,
25,1984,1984-09-02,1,26.064,IND,,NYJ,L 14-23,0,0,,0,,,,,
26,1984,1984-09-09,2,26.071,IND,@,HOU,W 35-21,0,0,,0,,,,,
27,1984,1984-09-16,3,26.078,IND,,STL,L 33-34,0,0,,0,,,,,
28,1984,1984-09-23,4,26.085,IND,@,MIA,L 7-44,0,0,,0,,,,,
29,1984,1984-09-30,5,26.092,IND,,BUF,W 31-17,0,0,,0,1,6,1,59,1
30,1984,1984-10-07,6,26.099,IND,,WAS,L 7-35,0,0,,0,,,,,
31,1984,1984-10-14,7,26.106,IND,@,PHI,L 7-16,0,0,,0,,,,,
32,1984,1984-10-21,8,26.113,IND,,PIT,W 17-16,0,0,,0,,,,,
33,1984,1984-10-28,9,26.120,IND,@,DAL,L 3-22,3,50,16.67,0,0,0,0,0,0
34,1984,1984-11-04,10,26.127,IND,,SDG,L 10-38,2,19,9.50,0,0,0,0,0,0
35,1984,1984-11-11,11,26.134,IND,@,NYJ,W 9-5,0,0,,0,,,,,
36,1984,1984-11-18,12,26.141,IND,,NWE,L 17-50,0,0,,0,,,,,
37,1984,1984-11-25,13,26.148,IND,@,RAI,L 7-21,0,0,,0,,,,,
38,1984,1984-12-02,14,26.155,IND,@,BUF,L 15-21,0,0,,0,,,,,
39,1984,1984-12-09,15,26.162,IND,,MIA,L 17-35,0,0,,0,,,,,
40,1984,1984-12-16,16,26.169,IND,@,NWE,L 10-16,0,0,,0,,,,,
