ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,22.230,PIT,,SFO,W 30-17,0,0,,0,,1,27,27.00,0,,,0,0,,0,0,0
2,1987,1987-09-20,2,22.237,PIT,@,CLE,L 10-34,0,0,,0,,2,23,11.50,0,,,1,13,13.00,0,0,0
3,1987,1987-10-18,5,22.265,PIT,,IND,W 21-7,2,7,3.50,0,,2,29,14.50,1,,,0,0,,0,1,6
4,1987,1987-10-25,6,22.272,PIT,,CIN,W 23-20,0,0,,0,,0,0,,0,,,0,0,,0,0,
5,1987,1987-11-01,7,22.279,PIT,@,MIA,L 24-35,0,0,,0,,2,18,9.00,0,,,0,0,,0,0,0
6,1987,1987-11-08,8,22.286,PIT,@,KAN,W 17-16,0,0,,0,,0,0,,0,,,0,0,,0,0,
7,1987,1987-11-15,9,22.293,PIT,,HOU,L 3-23,0,0,,0,,0,0,,0,,,0,0,,0,0,
8,1987,1987-11-22,10,22.300,PIT,@,CIN,W 30-16,0,0,,0,,0,0,,0,,,0,0,,0,0,
9,1987,1987-11-29,11,22.307,PIT,,NOR,L 16-20,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0
10,1987,1987-12-06,12,22.314,PIT,,SEA,W 13-9,0,0,,0,,0,0,,0,,,0,0,,0,0,
11,1987,1987-12-13,13,22.321,PIT,@,SDG,W 20-16,0,0,,0,,0,0,,0,,,0,0,,0,0,
12,1987,1987-12-20,14,22.328,PIT,@,HOU,L 16-24,0,0,,0,,0,0,,0,,,0,0,,0,0,
13,1987,1987-12-26,15,22.334,PIT,,CLE,L 13-19,0,0,,0,,0,0,,0,,,0,0,,0,0,
14,1988,1988-09-04,1,23.222,PIT,,DAL,W 24-21,2,18,9.00,0,,1,8,8.00,0,,,0,0,,0,0,0
15,1988,1988-09-11,2,23.229,PIT,@,WAS,L 29-30,2,8,4.00,0,,0,0,,0,,,0,0,,0,0,0
16,1988,1988-09-18,3,23.236,PIT,,CIN,L 12-17,2,3,1.50,0,,0,0,,0,,,0,0,,0,0,0
17,1988,1988-09-25,4,23.243,PIT,@,BUF,L 28-36,4,31,7.75,0,,4,34,8.50,0,,,0,0,,0,0,0
18,1988,1988-10-02,5,23.250,PIT,,CLE,L 9-23,5,21,4.20,0,,4,31,7.75,0,,,0,0,,0,0,0
19,1988,1988-10-09,6,23.257,PIT,@,PHO,L 14-31,5,34,6.80,0,,5,36,7.20,1,,,0,0,,0,1,6
20,1988,1988-10-16,7,23.264,PIT,,HOU,L 14-34,5,0,0.00,1,,2,17,8.50,0,,,0,0,,0,1,6
21,1988,1988-10-23,8,23.271,PIT,,DEN,W 39-21,21,94,4.48,0,,4,66,16.50,0,,,0,0,,0,0,0
22,1988,1988-10-30,9,23.278,PIT,@,NYJ,L 20-24,14,47,3.36,0,,2,14,7.00,0,,,0,0,,0,0,0
23,1988,1988-11-06,10,23.285,PIT,@,CIN,L 7-42,15,46,3.07,0,,4,37,9.25,0,,,0,0,,0,0,0
24,1988,1988-11-13,11,23.292,PIT,,PHI,L 26-27,21,102,4.86,0,,4,56,14.00,1,,,0,0,,0,1,6
25,1988,1988-11-20,12,23.299,PIT,@,CLE,L 7-27,17,66,3.88,0,,4,33,8.25,0,,,0,0,,0,0,0
26,1988,1988-11-27,13,23.306,PIT,,KAN,W 16-10,15,76,5.07,1,,3,8,2.67,0,,,0,0,,0,1,6
27,1988,1988-12-04,14,23.313,PIT,@,HOU,W 37-34,16,36,2.25,1,,6,90,15.00,1,,,0,0,,0,2,12
28,1988,1988-12-11,15,23.320,PIT,@,SDG,L 14-20,10,49,4.90,0,,4,49,12.25,0,,,0,0,,0,0,0
29,1988,1988-12-18,16,23.327,PIT,,MIA,W 40-24,16,74,4.63,0,,3,8,2.67,0,,,0,0,,0,0,0
30,1989,1989-09-10,1,24.227,PIT,,CLE,L 0-51,4,5,1.25,0,,2,25,12.50,0,,,0,0,,0,0,0
31,1989,1989-09-17,2,24.234,PIT,@,CIN,L 10-41,13,33,2.54,0,,2,7,3.50,0,,,0,0,,0,0,0
32,1989,1989-09-24,3,24.241,PIT,,MIN,W 27-14,17,64,3.76,1,,1,7,7.00,0,,,0,0,,0,1,6
33,1989,1989-10-01,4,24.248,PIT,@,DET,W 23-3,12,15,1.25,0,,2,9,4.50,0,,,0,0,,0,0,0
34,1989,1989-10-08,5,24.255,PIT,,CIN,L 16-26,16,68,4.25,0,,1,-1,-1.00,0,,,0,0,,0,0,0
35,1989,1989-10-15,6,24.262,PIT,@,CLE,W 17-7,9,35,3.89,0,,1,15,15.00,0,,,0,0,,0,0,0
36,1989,1989-10-22,7,24.269,PIT,@,HOU,L 0-27,2,8,4.00,0,,1,4,4.00,0,,,0,0,,0,0,0
37,1989,1989-10-29,8,24.276,PIT,,KAN,W 23-17,15,65,4.33,0,,3,32,10.67,0,,,0,0,,0,0,0
38,1989,1989-11-05,9,24.283,PIT,@,DEN,L 7-34,11,17,1.55,0,,5,30,6.00,0,,,0,0,,0,0,0
39,1989,1989-11-12,10,24.290,PIT,,CHI,L 0-20,4,1,0.25,0,,3,39,13.00,0,,,0,0,,0,0,0
40,1989,1989-11-19,11,24.297,PIT,,SDG,W 20-17,11,40,3.64,1,,3,24,8.00,0,,,0,0,,0,1,6
41,1989,1989-11-26,12,24.304,PIT,@,MIA,W 34-14,14,37,2.64,3,,2,17,8.50,0,,,0,0,,0,3,18
42,1989,1989-12-03,13,24.311,PIT,,HOU,L 16-23,11,37,3.36,1,,3,22,7.33,0,,,0,0,,0,1,6
43,1989,1989-12-10,14,24.318,PIT,@,NYJ,W 13-0,14,43,3.07,0,,3,12,4.00,0,,,0,0,,0,0,0
44,1989,1989-12-17,15,24.325,PIT,,NWE,W 28-10,15,63,4.20,2,,2,29,14.50,0,,,0,0,,0,2,12
45,1989,1989-12-24,16,24.332,PIT,@,TAM,W 31-22,18,90,5.00,0,,0,0,,0,,,0,0,,0,0,0
46,1990,1990-09-09,1,25.226,PIT,@,CLE,L 3-13,10,11,1.10,0,,4,40,10.00,0,,,0,0,,0,0,0
47,1990,1990-09-16,2,25.233,PIT,,HOU,W 20-9,9,9,1.00,0,,2,19,9.50,0,,,0,0,,0,0,0
48,1990,1990-09-23,3,25.240,PIT,@,RAI,L 3-20,18,67,3.72,0,,1,2,2.00,0,,,0,0,,0,0,0
49,1990,1990-09-30,4,25.247,PIT,,MIA,L 6-28,6,21,3.50,0,,2,16,8.00,0,,,0,0,,0,0,0
50,1990,1990-10-07,5,25.254,PIT,,SDG,W 36-14,16,78,4.88,0,,4,20,5.00,0,,,0,0,,0,0,0
51,1990,1990-10-14,6,25.261,PIT,@,DEN,W 34-17,18,76,4.22,1,,0,0,,0,,,0,0,,0,1,6
52,1990,1990-10-21,7,25.268,PIT,@,SFO,L 7-27,16,64,4.00,0,,3,34,11.33,0,,,0,0,,0,0,0
53,1990,1990-10-29,8,25.276,PIT,,RAM,W 41-10,18,52,2.89,1,,6,28,4.67,2,,,0,0,,0,3,18
54,1990,1990-11-04,9,25.282,PIT,,ATL,W 21-9,13,48,3.69,0,,1,12,12.00,0,,,0,0,,0,0,0
55,1990,1990-11-18,10,25.296,PIT,@,CIN,L 3-27,6,36,6.00,0,,4,16,4.00,0,,,0,0,,0,0,0
56,1990,1990-11-25,11,25.303,PIT,@,NYJ,W 24-7,15,65,4.33,1,,3,18,6.00,0,,,0,0,,0,1,6
57,1990,1990-12-02,12,25.310,PIT,,CIN,L 12-16,5,9,1.80,0,,2,30,15.00,0,,,0,0,,0,0,0
58,1990,1990-12-09,13,25.317,PIT,,NWE,W 24-3,19,117,6.16,2,,3,58,19.33,0,,,0,0,,0,2,12
59,1990,1990-12-16,14,25.324,PIT,@,NOR,W 9-6,13,43,3.31,0,,3,27,9.00,0,,,0,0,,0,0,0
60,1990,1990-12-23,15,25.331,PIT,,CLE,W 35-0,12,39,3.25,0,,1,12,12.00,1,,,0,0,,0,1,6
61,1990,1990-12-30,16,25.338,PIT,@,HOU,L 14-34,9,37,4.11,2,,1,10,10.00,0,,,0,0,,0,2,12
62,1991,1991-09-01,1,26.218,PIT,,SDG,W 26-20,13,41,3.15,0,,2,15,7.50,0,,,0,0,,0,0,0
63,1991,1991-09-08,2,26.225,PIT,@,BUF,L 34-52,10,32,3.20,1,,4,26,6.50,0,,,0,0,,0,1,6
64,1991,1991-09-15,3,26.232,PIT,,NWE,W 20-6,6,13,2.17,0,,4,28,7.00,0,,,0,0,,0,0,0
65,1991,1991-09-22,4,26.239,PIT,@,PHI,L 14-23,7,15,2.14,0,,4,32,8.00,1,,,0,0,,0,1,6
66,1991,1991-10-06,5,26.253,PIT,@,IND,W 21-3,9,42,4.67,1,,1,9,9.00,0,,,0,0,,0,1,6
67,1991,1991-10-14,6,26.261,PIT,,NYG,L 20-23,8,73,9.13,0,,3,18,6.00,0,,,0,0,,0,0,0
68,1991,1991-10-20,7,26.267,PIT,,SEA,L 7-27,6,22,3.67,0,,2,18,9.00,0,,,0,0,,0,0,0
69,1991,1991-10-27,8,26.274,PIT,@,CLE,L 14-17,12,48,4.00,0,,6,56,9.33,0,,,0,0,,0,0,0
70,1991,1991-11-03,9,26.281,PIT,@,DEN,L 13-20,13,43,3.31,0,,5,32,6.40,0,,,0,0,,0,0,0
71,1991,1991-11-10,10,26.288,PIT,@,CIN,W 33-27,17,48,2.82,0,,5,46,9.20,0,,,0,0,,0,0,0
72,1991,1991-11-17,11,26.295,PIT,,WAS,L 14-41,7,29,4.14,0,,2,2,1.00,0,,,0,0,,0,0,0
73,1991,1991-11-24,12,26.302,PIT,,HOU,W 26-14,13,54,4.15,0,,2,22,11.00,0,,,0,0,,0,0,0
74,1991,1991-11-28,13,26.306,PIT,@,DAL,L 10-20,9,9,1.00,0,,1,8,8.00,0,,,0,0,,0,0,0
75,1991,1991-12-08,14,26.316,PIT,@,HOU,L 6-31,8,18,2.25,0,,1,9,9.00,0,,,0,0,,0,0,0
76,1991,1991-12-15,15,26.323,PIT,,CIN,W 17-10,16,79,4.94,0,,4,33,8.25,0,,,0,0,,0,0,0
77,1991,1991-12-22,16,26.330,PIT,,CLE,W 17-10,11,44,4.00,0,,3,25,8.33,0,,,0,0,,0,0,0
78,1992,1992-09-06,1,27.224,PIT,@,HOU,W 29-24,3,8,2.67,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0
79,1992,1992-09-13,2,27.231,PIT,,NYJ,W 27-10,8,29,3.63,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0
80,1992,1992-09-20,3,27.238,PIT,@,SDG,W 23-6,8,34,4.25,0,3,3,23,7.67,0,100.0%,7.67,1,17,17.00,0,0,0
81,1992,1992-09-27,4,27.245,PIT,@,GNB,L 3-17,3,18,6.00,0,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0
