ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2000,2000-09-03,1,22.337,MIA,,SEA,W 23-0,,,,,,,0.0%,,,,,
2,2000,2000-09-10,2,22.344,MIA,@,MIN,L 7-13,,,,,,,0.0%,,,,,
3,2000,2000-09-17,3,22.351,MIA,,BAL,W 19-6,,,,,,,0.0%,,,,,
4,2000,2000-09-24,4,22.358,MIA,,NWE,W 10-3,,,,,,,0.0%,,,,,
5,2000,2000-10-01,5,22.365,MIA,@,CIN,W 31-16,,,,,,,0.0%,,,,,
6,2000,2000-10-08,6,23.006,MIA,,BUF,W 22-13,,,,,,,0.0%,,,,,
7,2000,2000-10-23,7,23.021,MIA,@,NYJ,L 37-40,,,,,,,0.0%,,,,,
8,2000,2000-10-29,8,23.027,MIA,,GNB,W 28-20,,,,,,,0.0%,,,,,
9,2000,2000-11-05,9,23.034,MIA,@,DET,W 23-8,,0,,,,,0.0%,,,,,
10,2000,2000-11-12,10,23.041,MIA,@,SDG,W 17-7,,,,,,,0.0%,,,,,
11,2000,2000-11-19,11,23.048,MIA,,NYJ,L 3-20,,,,,,,0.0%,,,,,
12,2000,2000-11-26,12,23.055,MIA,@,IND,W 17-14,,,,,,,0.0%,,,,,
13,2000,2000-12-03,13,23.062,MIA,@,BUF,W 33-6,,,,,,,0.0%,,,,,
14,2000,2000-12-10,14,23.069,MIA,,TAM,L 13-16,,,,,,,0.0%,,,,,
15,2000,2000-12-17,15,23.076,MIA,,IND,L 13-20,,,,,,,0.0%,,,,,
16,2000,2000-12-24,16,23.083,MIA,@,NWE,W 27-24,,2,2,14,7.00,0,100.0%,7.00,0,0,,0
17,2001,2001-09-09,1,23.342,MIA,@,TEN,W 31-23,,,,,,,0.0%,,,,,
18,2001,2001-09-23,2,23.356,MIA,,OAK,W 18-15,,,,,,,0.0%,,,,,
19,2001,2001-09-30,3,23.363,MIA,@,STL,L 10-42,,,,,,,0.0%,,,,,
20,2001,2001-10-07,4,24.005,MIA,,NWE,W 30-10,,2,,,,,0.0%,,,,,
21,2001,2001-10-14,5,24.012,MIA,@,NYJ,L 17-21,,,,,,,0.0%,,,,,
22,2001,2001-10-28,6,24.026,MIA,@,SEA,W 24-20,,,,,,,0.0%,,,,,
23,2001,2001-11-04,7,24.033,MIA,,CAR,W 23-6,,,,,,,0.0%,,,,,
24,2001,2001-11-11,8,24.040,MIA,@,IND,W 27-24,,,,,,,0.0%,,,,,
25,2001,2001-11-18,9,24.047,MIA,,NYJ,L 0-24,,0,0,0,,0,0.0%,,1,14,14.00,0
26,2001,2001-11-25,10,24.054,MIA,@,BUF,W 34-27,,,,,,,0.0%,,,,,
27,2001,2001-12-02,11,24.061,MIA,,DEN,W 21-10,,,,,,,0.0%,,,,,
28,2001,2001-12-10,12,24.069,MIA,,IND,W 41-6,,,,,,,0.0%,,,,,
29,2001,2001-12-16,13,24.075,MIA,@,SFO,L 0-21,,,,,,,0.0%,,,,,
30,2001,2001-12-22,14,24.081,MIA,@,NWE,L 13-20,,0,0,0,,0,0.0%,,1,10,10.00,0
31,2001,2001-12-30,15,24.089,MIA,,ATL,W 21-14,,,,,,,0.0%,,,,,
32,2001,2002-01-06,16,24.096,MIA,,BUF,W 34-7,,,,,,,0.0%,,,,,
33,2002,2002-09-08,1,24.341,MIA,,DET,W 49-21,,0,,,,,0.0%,,,,,
34,2002,2002-09-15,2,24.348,MIA,@,IND,W 21-13,,,,,,,0.0%,,,,,
35,2002,2002-09-22,3,24.355,MIA,,NYJ,W 30-3,,,,,,,0.0%,,,,,
36,2002,2002-09-29,4,24.362,MIA,@,KAN,L 30-48,,,,,,,0.0%,,,,,
37,2002,2002-10-06,5,25.004,MIA,,NWE,W 26-13,,,,,,,0.0%,,,,,
38,2002,2002-10-20,7,25.018,MIA,,BUF,L 10-23,,,,,,,0.0%,,,,,
39,2002,2002-11-17,10,25.046,MIA,,BAL,W 26-7,,,,,,,0.0%,,,,,
40,2002,2002-11-24,11,25.053,MIA,,SDG,W 30-3,,,,,,,0.0%,,,,,
41,2002,2002-12-01,12,25.060,MIA,@,BUF,L 21-38,,,,,,,0.0%,,,,,
42,2002,2002-12-09,13,25.068,MIA,,CHI,W 27-9,,,,,,,0.0%,,,,,
43,2002,2002-12-15,14,25.074,MIA,,OAK,W 23-17,,,,,,,0.0%,,,,,
44,2002,2002-12-21,15,25.080,MIA,@,MIN,L 17-20,,,,,,,0.0%,,,,,
45,2002,2002-12-29,16,25.088,MIA,@,NWE,L 24-27,,,,,,,0.0%,,,,,
