ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-03,1,24.001,TEN,@,BUF,L 13-16,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2000,2000-12-03,13,24.092,TEN,@,PHI,W 15-13,,,,,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
3,2001,2001-09-09,1,25.007,TEN,,MIA,L 23-31,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,
4,2001,2001-09-23,2,25.021,TEN,@,JAX,L 6-13,,2,8,4.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
5,2001,2001-10-07,3,25.035,TEN,@,BAL,L 7-26,,1,9,9.00,0,1,1,7,7.00,0,100.0%,7.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
6,2001,2001-10-14,4,25.042,TEN,,TAM,W 31-28,,3,3,1.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
7,2001,2001-10-21,5,25.049,TEN,@,DET,W 27-24,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,
8,2001,2001-10-29,6,25.057,TEN,@,PIT,L 7-34,,5,27,5.40,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,,,,1,8,8.00,0,0,0
9,2001,2001-11-04,7,25.063,TEN,,JAX,W 28-24,,,,,,0,,,,,0.0%,,,,,,,,,0,,,,,,,,,
10,2001,2001-11-12,8,25.071,TEN,,BAL,L 10-16,,,,,,0,,,,,0.0%,,,,,,,,,0,,,,,,,,,
11,2001,2001-11-18,9,25.077,TEN,@,CIN,W 20-7,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
