ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-09-06,1,27.017,MIA,@,IND,W 24-15,,1,1,44,44.00,1,100.0%,44.00,1,6
2,1998,1998-09-13,2,27.024,MIA,,BUF,W 13-7,,4,2,31,15.50,0,50.0%,7.75,0,0
3,1998,1998-09-20,3,27.031,MIA,,PIT,W 21-0,,6,4,34,8.50,0,66.7%,5.67,0,0
4,1998,1998-10-04,4,27.045,MIA,@,NYJ,L 9-20,,3,2,30,15.00,0,66.7%,10.00,0,0
5,1998,1998-10-12,5,27.053,MIA,@,JAX,L 21-28,,10,5,91,18.20,0,50.0%,9.10,0,0
6,1998,1998-10-18,6,27.059,MIA,,STL,W 14-0,,4,2,5,2.50,1,50.0%,1.25,1,6
7,1998,1998-10-25,7,27.066,MIA,,NWE,W 12-9,,9,4,59,14.75,0,44.4%,6.56,0,0
8,1998,1998-11-01,8,27.073,MIA,@,BUF,L 24-30,,4,3,68,22.67,1,75.0%,17.00,1,6
9,1998,1998-11-08,9,27.080,MIA,,IND,W 27-14,,3,,,,,0.0%,,,
10,1998,1998-11-15,10,27.087,MIA,@,CAR,W 13-9,,4,3,21,7.00,0,75.0%,5.25,0,0
11,1998,1998-11-23,11,27.095,MIA,@,NWE,L 23-26,,4,3,49,16.33,2,75.0%,12.25,2,12
12,1998,1998-11-29,12,27.101,MIA,,NOR,W 30-10,,7,4,60,15.00,0,57.1%,8.57,0,0
13,1998,1998-12-06,13,27.108,MIA,@,OAK,W 27-17,,3,2,22,11.00,1,66.7%,7.33,1,6
14,1998,1998-12-13,14,27.115,MIA,,NYJ,L 16-21,,10,2,18,9.00,0,20.0%,1.80,0,0
15,1998,1998-12-21,15,27.123,MIA,,DEN,W 31-21,,5,2,28,14.00,1,40.0%,5.60,1,6
16,1998,1998-12-27,16,27.129,MIA,@,ATL,L 16-38,,10,9,153,17.00,0,90.0%,15.30,0,0
17,1999,1999-09-13,1,28.024,MIA,@,DEN,W 38-21,,,,,,,0.0%,,,
18,1999,1999-09-19,2,28.030,MIA,,ARI,W 19-16,,2,2,11,5.50,0,100.0%,5.50,0,0
19,1999,1999-10-04,3,28.045,MIA,,BUF,L 18-23,,8,3,46,15.33,0,37.5%,5.75,0,0
20,1999,1999-10-10,4,28.051,MIA,@,IND,W 34-31,*,6,4,123,30.75,1,66.7%,20.50,1,6
21,1999,1999-10-17,5,28.058,MIA,@,NWE,W 31-30,,5,1,4,4.00,0,20.0%,0.80,0,0
22,1999,1999-10-24,6,28.065,MIA,,PHI,W 16-13,,3,1,17,17.00,0,33.3%,5.67,0,0
23,1999,1999-10-31,7,28.072,MIA,@,OAK,W 16-9,,6,3,70,23.33,0,50.0%,11.67,0,0
24,1999,1999-11-07,8,28.079,MIA,,TEN,W 17-0,,4,2,47,23.50,0,50.0%,11.75,0,0
25,1999,1999-11-14,9,28.086,MIA,@,BUF,L 3-23,,1,,,,,0.0%,,,
26,1999,1999-11-21,10,28.093,MIA,,NWE,W 27-17,,6,4,36,9.00,2,66.7%,6.00,2,12
27,1999,1999-11-25,11,28.097,MIA,@,DAL,L 0-20,*,5,3,39,13.00,0,60.0%,7.80,0,0
28,1999,1999-12-05,12,28.107,MIA,,IND,L 34-37,*,7,6,103,17.17,1,85.7%,14.71,1,6
29,1999,1999-12-12,13,28.114,MIA,@,NYJ,L 20-28,*,8,4,57,14.25,1,50.0%,7.13,1,6
30,1999,1999-12-19,14,28.121,MIA,,SDG,W 12-9,*,7,4,83,20.75,0,57.1%,11.86,0,0
31,1999,1999-12-27,15,28.129,MIA,,NYJ,L 31-38,*,8,2,53,26.50,0,25.0%,6.63,0,0
32,1999,2000-01-02,16,28.135,MIA,@,WAS,L 10-21,*,13,9,114,12.67,1,69.2%,8.77,1,6
33,2000,2000-09-03,1,29.014,MIA,,SEA,W 23-0,,3,2,21,10.50,1,66.7%,7.00,1,6
34,2000,2000-09-10,2,29.021,MIA,@,MIN,L 7-13,,4,2,24,12.00,0,50.0%,6.00,0,0
