ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
102,1990,1990-12-22,15,30.349,IND,,WAS,W 35-28,,,,,,,
103,1990,1990-12-30,16,30.357,IND,@,MIA,L 17-23,,,,,,,
104,1991,1991-09-01,1,31.237,IND,,NWE,L 7-16,,,,,,,
105,1991,1991-09-08,2,31.244,IND,@,MIA,L 6-17,,,,,,,
106,1991,1991-09-15,3,31.251,IND,@,RAI,L 0-16,,,,,,,
107,1991,1991-09-22,4,31.258,IND,,DET,L 24-33,,,,,,,
108,1991,1991-09-29,5,31.265,IND,@,SEA,L 3-31,,,,,,,
109,1991,1991-10-06,6,31.272,IND,,PIT,L 3-21,,,,,,,
110,1991,1991-10-13,7,31.279,IND,@,BUF,L 6-42,,,,,,,
111,1991,1991-10-20,8,31.286,IND,,NYJ,L 6-17,,,,,,,
112,1991,1991-11-03,9,31.300,IND,,MIA,L 6-10,,,,,,,
113,1991,1991-11-10,10,31.307,IND,@,NYJ,W 28-27,,,,,,,
114,1991,1991-11-17,11,31.314,IND,,CHI,L 17-31,,,,,,,
115,1991,1991-11-24,12,31.321,IND,@,GNB,L 10-14,,,,,,,
116,1991,1991-12-01,13,31.328,IND,,CLE,L 0-31,,,,,,,
117,1991,1991-12-08,14,31.335,IND,@,NWE,L 17-23,,,,,,,
118,1991,1991-12-15,15,31.342,IND,,BUF,L 7-35,,,,,,,
119,1991,1991-12-22,16,31.349,IND,@,TAM,L 3-17,,,,,,,
120,1992,1992-10-05,4,32.272,PHI,,DAL,W 31-7,,,,,,0.0%,
121,1992,1992-10-11,5,32.278,PHI,@,KAN,L 17-24,,,,,,0.0%,
122,1992,1992-10-18,6,32.285,PHI,@,WAS,L 12-16,,,,,,0.0%,
123,1992,1992-10-25,7,32.292,PHI,,PHO,W 7-3,,,,,,0.0%,
124,1992,1992-11-08,9,32.306,PHI,,RAI,W 31-10,,,,,,0.0%,
125,1992,1992-11-15,10,32.313,PHI,@,GNB,L 24-27,,,,,,0.0%,
126,1992,1992-11-22,11,32.320,PHI,@,NYG,W 47-34,,,,,,0.0%,
127,1992,1992-11-29,12,32.327,PHI,@,SFO,L 14-20,,,,,,0.0%,
128,1992,1992-12-06,13,32.334,PHI,,MIN,W 28-17,,,,,,0.0%,
129,1992,1992-12-13,14,32.341,PHI,@,SEA,W 20-17,,,,,,0.0%,
130,1992,1992-12-20,15,32.348,PHI,,WAS,W 17-13,,,,,,0.0%,
131,1992,1992-12-27,16,32.355,PHI,,NYG,W 20-10,,,,,,0.0%,
132,1993,1993-09-05,1,33.241,PHI,,PHO,W 23-17,,,,,,0.0%,
133,1993,1993-09-12,2,33.248,PHI,@,GNB,W 20-17,,,,,,0.0%,
134,1993,1993-09-19,3,33.255,PHI,,WAS,W 34-31,,,,,,0.0%,
135,1993,1993-10-03,4,33.269,PHI,@,NYJ,W 35-30,,,,,,0.0%,
136,1993,1993-10-10,5,33.276,PHI,,CHI,L 6-17,,,,,,0.0%,
137,1993,1993-10-17,6,33.283,PHI,@,NYG,L 10-21,,,,,,0.0%,
138,1993,1993-10-31,7,33.297,PHI,,DAL,L 10-23,,,,,,0.0%,
139,1993,1993-11-07,8,33.304,PHI,@,PHO,L 3-16,,,,,,0.0%,
140,1993,1993-11-14,9,33.311,PHI,,MIA,L 14-19,,,,,,0.0%,
141,1993,1993-11-21,10,33.318,PHI,,NYG,L 3-7,,,,,,0.0%,
142,1993,1993-11-28,11,33.325,PHI,@,WAS,W 17-14,,,,,,0.0%,
143,1993,1993-12-06,12,33.333,PHI,@,DAL,L 17-23,,,,,,0.0%,
