ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1982,1982-11-25,4,22.322,DAL,,CLE,W 31-14,,,,,,,
2,1982,1982-12-13,6,22.340,DAL,@,HOU,W 37-7,,,,,,,
3,1982,1982-12-26,8,22.353,DAL,,PHI,L 20-24,,,,,,,
4,1982,1983-01-03,9,22.361,DAL,@,MIN,L 27-31,,,,,,,
5,1983,1983-09-05,1,23.241,DAL,@,WAS,W 31-30,,,,,,,
6,1983,1983-09-11,2,23.247,DAL,@,STL,W 34-17,,,,,,,
7,1983,1983-09-18,3,23.254,DAL,,NYG,W 28-13,,,,,,,
8,1983,1983-09-25,4,23.261,DAL,,NOR,W 21-20,,,,,,,
9,1983,1983-10-02,5,23.268,DAL,@,MIN,W 37-24,,,,,,,
10,1983,1983-10-09,6,23.275,DAL,,TAM,W 27-24,,,,,,,
11,1983,1983-10-16,7,23.282,DAL,,PHI,W 37-7,,,,,,,
12,1983,1983-10-23,8,23.289,DAL,,RAI,L 38-40,,,,,,,
13,1983,1983-10-30,9,23.296,DAL,@,NYG,W 38-20,,,,,,,
14,1983,1983-11-06,10,23.303,DAL,@,PHI,W 27-20,,,,,,,
15,1983,1983-11-13,11,23.310,DAL,@,SDG,L 23-24,,,,,,,
16,1983,1983-11-20,12,23.317,DAL,,KAN,W 41-21,,,,,,,
17,1983,1983-11-24,13,23.321,DAL,,STL,W 35-17,,,,,,,
18,1983,1983-12-04,14,23.331,DAL,@,SEA,W 35-10,,,,,,,
19,1983,1983-12-11,15,23.338,DAL,,WAS,L 10-31,,,,,,,
20,1983,1983-12-19,16,23.346,DAL,@,SFO,L 17-42,,,,,,,
21,1984,1984-09-03,1,24.240,DAL,@,RAM,W 20-13,,,,,,,
22,1984,1984-09-09,2,24.246,DAL,@,NYG,L 7-28,,,,,,,
23,1984,1984-09-16,3,24.253,DAL,,PHI,W 23-17,,,,,,,
24,1984,1984-09-23,4,24.260,DAL,,GNB,W 20-6,,,,,,,
25,1984,1984-09-30,5,24.267,DAL,@,CHI,W 23-14,,,,,,,
26,1984,1984-10-07,6,24.274,DAL,,STL,L 20-31,,,,,,,
27,1984,1984-10-14,7,24.281,DAL,@,WAS,L 14-34,,,,,,,
28,1984,1984-10-21,8,24.288,DAL,,NOR,W 30-27,,,,,,,
29,1984,1984-10-28,9,24.295,DAL,,IND,W 22-3,,,,,,,
30,1984,1984-11-04,10,24.302,DAL,,NYG,L 7-19,,,,,,,
31,1984,1984-11-11,11,24.309,DAL,@,STL,W 24-17,,,,,,,
32,1984,1984-11-18,12,24.316,DAL,@,BUF,L 3-14,,,,,,,
33,1984,1984-11-22,13,24.320,DAL,,NWE,W 20-17,,,,,,,
34,1984,1984-12-02,14,24.330,DAL,@,PHI,W 26-10,,,,,,,
35,1984,1984-12-09,15,24.337,DAL,,WAS,L 28-30,,,,,,,
36,1984,1984-12-17,16,24.345,DAL,@,MIA,L 21-28,,,,,,,
37,1986,1986-09-08,1,26.244,DAL,,NYG,W 31-28,,,,,,,
38,1986,1986-09-14,2,26.250,DAL,@,DET,W 31-7,,,,,,,
39,1986,1986-09-21,3,26.257,DAL,,ATL,L 35-37,,,,,,,
40,1986,1986-09-29,4,26.265,DAL,@,STL,W 31-7,,,,,,,
41,1986,1986-10-05,5,26.271,DAL,@,DEN,L 14-29,,,,,,,
42,1986,1986-10-12,6,26.278,DAL,,WAS,W 30-6,,,,,,,
43,1986,1986-10-19,7,26.285,DAL,@,PHI,W 17-14,,,,,,,
44,1986,1986-10-26,8,26.292,DAL,,STL,W 37-6,,,,,,,
45,1986,1986-11-02,9,26.299,DAL,@,NYG,L 14-17,,,,,,,
46,1986,1986-11-09,10,26.306,DAL,,RAI,L 13-17,,,,,,,
47,1986,1986-11-16,11,26.313,DAL,@,SDG,W 24-21,,,,,,,
48,1986,1986-11-23,12,26.320,DAL,@,WAS,L 14-41,,,,,,,
49,1986,1986-11-27,13,26.324,DAL,,SEA,L 14-31,,,,,,,
50,1986,1986-12-07,14,26.334,DAL,@,RAM,L 10-29,,,,,,,
51,1986,1986-12-14,15,26.341,DAL,,PHI,L 21-23,,,,,,,
52,1986,1986-12-21,16,26.348,DAL,,CHI,L 10-24,,,,,,,
53,1987,1987-10-25,6,27.291,DAL,@,PHI,L 20-37,,,,,,,
54,1987,1987-12-13,13,27.340,DAL,@,WAS,L 20-24,,,,,,,
55,1987,1987-12-27,15,27.354,DAL,,STL,W 21-16,,,,,,,
56,1988,1988-09-04,1,28.241,IND,,HOU,L 14-17,,0,0,,0,,
57,1988,1988-09-11,2,28.248,IND,,CHI,L 13-17,,0,0,,0,,
58,1988,1988-09-19,3,28.256,IND,@,CLE,L 17-23,,0,0,,0,,
59,1988,1988-09-25,4,28.262,IND,,MIA,W 15-13,,0,0,,0,,
60,1988,1988-10-02,5,28.269,IND,@,NWE,L 17-21,,0,0,,0,,
61,1988,1988-10-09,6,28.276,IND,@,BUF,L 23-34,,0,0,,0,,
62,1988,1988-10-16,7,28.283,IND,,TAM,W 35-31,,0,0,,0,,
63,1988,1988-10-23,8,28.290,IND,@,SDG,W 16-0,,0,0,,0,,
64,1988,1988-10-31,9,28.298,IND,,DEN,W 55-23,,0,0,,0,,
65,1988,1988-11-06,10,28.304,IND,,NYJ,W 38-14,,0,0,,0,,
66,1988,1988-11-13,11,28.311,IND,@,GNB,W 20-13,,1,37,37.00,0,,
67,1988,1988-11-20,12,28.318,IND,@,MIN,L 3-12,,0,0,,0,,
68,1988,1988-11-27,13,28.325,IND,,NWE,W 24-21,,0,0,,0,,
69,1988,1988-12-04,14,28.332,IND,@,MIA,W 31-28,,0,0,,0,,
70,1988,1988-12-10,15,28.338,IND,@,NYJ,L 16-34,,0,0,,0,,
71,1988,1988-12-18,16,28.346,IND,,BUF,W 17-14,,0,0,,0,,
72,1989,1989-09-10,1,29.246,IND,,SFO,L 24-30,,,,,,,
73,1989,1989-09-17,2,29.253,IND,@,RAM,L 17-31,,,,,,,
74,1989,1989-09-24,3,29.260,IND,,ATL,W 13-9,,,,,,,
75,1989,1989-10-01,4,29.267,IND,@,NYJ,W 17-10,,,,,,,
76,1989,1989-10-08,5,29.274,IND,,BUF,W 37-14,,,,,,,
77,1989,1989-10-15,6,29.281,IND,@,DEN,L 3-14,,,,,,,
78,1989,1989-10-22,7,29.288,IND,@,CIN,W 23-12,,,,,,,
79,1989,1989-10-29,8,29.295,IND,,NWE,L 20-23,,,,,,,
80,1989,1989-11-05,9,29.302,IND,@,MIA,L 13-19,,,,,,,
81,1989,1989-11-12,10,29.309,IND,@,BUF,L 7-30,,,,,,,
82,1989,1989-11-19,11,29.316,IND,,NYJ,W 27-10,,,,,,,
83,1989,1989-11-26,12,29.323,IND,,SDG,W 10-6,,,,,,,
84,1989,1989-12-03,13,29.330,IND,@,NWE,L 16-22,,,,,,,
85,1989,1989-12-10,14,29.337,IND,,CLE,W 23-17,,,,,,,
86,1989,1989-12-17,15,29.344,IND,,MIA,W 42-13,,,,,,,
87,1989,1989-12-24,16,29.351,IND,@,NOR,L 6-41,,,,,,,
88,1990,1990-09-09,1,30.245,IND,@,BUF,L 10-26,,,,,,,
89,1990,1990-09-16,2,30.252,IND,,NWE,L 14-16,,,,,,,
90,1990,1990-09-23,3,30.259,IND,@,HOU,L 10-24,,,,,,,
91,1990,1990-09-30,4,30.266,IND,@,PHI,W 24-23,,,,,,,
92,1990,1990-10-07,5,30.273,IND,,KAN,W 23-19,,,,,,,
93,1990,1990-10-21,6,30.287,IND,,DEN,L 17-27,,,,,,,
94,1990,1990-10-28,7,30.294,IND,,MIA,L 7-27,,,,,,,
95,1990,1990-11-05,8,30.302,IND,,NYG,L 7-24,,,,,,,
96,1990,1990-11-11,9,30.308,IND,@,NWE,W 13-10,,,,,,,
97,1990,1990-11-18,10,30.315,IND,,NYJ,W 17-14,,,,,,,
98,1990,1990-11-25,11,30.322,IND,@,CIN,W 34-20,,,,,,,
99,1990,1990-12-02,12,30.329,IND,@,PHO,L 17-20,,,,,,,
100,1990,1990-12-09,13,30.336,IND,,BUF,L 7-31,,,,,,,
101,1990,1990-12-16,14,30.343,IND,@,NYJ,W 29-21,,,,,,,
