ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
47,1995,1995-12-24,16,24.115,CLE,@,JAX,L 21-24,,,,,,,,,,,
48,1996,1996-09-01,1,25.001,BAL,,OAK,W 19-14,,0,0,,0,0,0,1.0,0,0,0
49,1996,1996-09-08,2,25.008,BAL,@,PIT,L 17-31,,,,,,,,,,,
50,1996,1996-09-15,3,25.015,BAL,@,HOU,L 13-29,,0,0,,0,0,0,1.0,0,0,0
51,1996,1996-10-27,8,25.057,BAL,,STL,W 37-31,,0,0,,0,0,0,2.0,0,0,0
52,1996,1996-11-03,9,25.064,BAL,,CIN,L 21-24,,,,,,,,,,,
53,1996,1996-11-10,10,25.071,BAL,@,JAX,L 27-30,,0,0,,0,0,0,0.5,0,0,0
54,1996,1996-11-17,11,25.078,BAL,@,SFO,L 20-38,,,,,,,,,,,
55,1996,1996-11-24,12,25.085,BAL,,JAX,L 25-28,,0,0,,0,1,6,0.0,1,45,1
56,1996,1996-12-01,13,25.092,BAL,,PIT,W 31-17,,,,,,,,,,,
57,1997,1997-08-31,1,26.000,ARI,@,CIN,L 21-24,,,,,,,,,,,
58,1997,1997-09-07,2,26.007,ARI,,DAL,W 25-22,,0,0,,0,0,0,1.0,0,0,0
59,1997,1997-09-14,3,26.014,ARI,@,WAS,L 13-19,,,,,,,,,,,
60,1997,1997-09-28,4,26.028,ARI,@,TAM,L 18-19,,,,,,,,,,,
61,1997,1997-10-05,5,26.035,ARI,,MIN,L 19-20,,,,,,,,,,,
62,1997,1997-10-12,6,26.042,ARI,,NYG,L 13-27,,,,,,,,,,,
63,1997,1997-10-19,7,26.049,ARI,@,PHI,L 10-13,,0,0,,0,0,0,1.0,0,0,0
64,1997,1997-10-26,8,26.056,ARI,,TEN,L 14-41,,,,,,,,,,,
65,1997,1997-11-02,9,26.063,ARI,,PHI,W 31-21,,0,0,,0,0,0,0.0,1,5,0
66,1997,1997-11-09,10,26.070,ARI,@,DAL,L 6-24,,,,,,,,,,,
67,1997,1997-11-16,11,26.077,ARI,@,NYG,L 10-19,,,,,,,,,,,
68,1997,1997-11-23,12,26.084,DET,,IND,W 32-10,,,,,,,,,,,
69,1997,1997-11-30,13,26.091,ARI,,PIT,L 20-26,,,,,,,,,,,
70,1997,1997-12-07,14,26.098,ARI,,WAS,L 28-38,,,,,,,,,,,
71,1997,1997-12-14,15,26.105,ARI,@,NOR,L 10-27,,,,,,,,,,,
72,1997,1997-12-21,16,26.112,ARI,,ATL,W 29-26,,,,,,,,,,,
73,1998,1998-09-06,1,27.006,PHI,,SEA,L 0-38,,,,,,,,,,,
74,1998,1998-09-13,2,27.013,PHI,@,ATL,L 12-17,,,,,,,,,,,
75,1998,1998-09-20,3,27.020,PHI,@,ARI,L 3-17,,,,,,,,,,,
76,1998,1998-09-27,4,27.027,PHI,,KAN,L 21-24,,,,,,,,,,,
77,1998,1998-10-04,5,27.034,PHI,@,DEN,L 16-41,,0,0,,0,0,0,0.0,1,33,0
78,1998,1998-10-11,6,27.041,PHI,,WAS,W 17-12,,,,,,,,,,,
79,1998,1998-10-18,7,27.048,PHI,@,SDG,L 10-13,,,,,,,,,,,
80,1998,1998-11-02,8,27.063,PHI,,DAL,L 0-34,,,,,,,,,,,
81,1998,1998-11-08,9,27.069,PHI,,DET,W 10-9,,0,0,,0,0,0,1.0,0,0,0
82,1998,1998-11-15,10,27.076,PHI,@,WAS,L 3-28,,,,,,,,,,,
83,1998,1998-11-22,11,27.083,PHI,@,NYG,L 0-20,,,,,,,,,,,
84,1998,1998-11-29,12,27.090,PHI,@,GNB,L 16-24,,,,,,,,,,,
85,1998,1998-12-03,13,27.094,PHI,,STL,W 17-14,,,,,,,,,,,
86,1998,1998-12-13,14,27.104,PHI,,ARI,L 17-20,,,,,,,,,,,
87,1998,1998-12-20,15,27.111,PHI,@,DAL,L 9-13,,,,,,,,,,,
88,1998,1998-12-27,16,27.118,PHI,,NYG,L 10-20,,,,,,,,,,,
89,1999,1999-09-12,1,28.012,PHI,,ARI,L 24-25,,,,,,,,,,,
90,1999,1999-09-19,2,28.019,PHI,,TAM,L 5-19,,,,,,,,,,,
91,1999,1999-09-26,3,28.026,PHI,@,BUF,L 0-26,,,,,,,,,,,
92,1999,1999-10-03,4,28.033,PHI,@,NYG,L 15-16,,,,,,,,,,,
93,1999,1999-10-10,5,28.040,PHI,,DAL,W 13-10,,,,,,,,,,,
94,1999,1999-10-31,8,28.061,PHI,,NYG,L 17-23,,,,,,,,,,,
95,1999,1999-11-07,9,28.068,PHI,@,CAR,L 7-33,,,,,,,,,,,
96,1999,1999-11-14,10,28.075,PHI,,WAS,W 35-28,*,0,0,,0,0,0,1.0,1,12,0
97,1999,1999-11-21,11,28.082,PHI,,IND,L 17-44,*,,,,,,,,,,
98,1999,1999-11-28,12,28.089,PHI,@,WAS,L 17-20,,,,,,,,,,,
99,1999,1999-12-05,13,28.096,PHI,@,ARI,L 17-21,,,,,,,,,,,
100,1999,1999-12-12,14,28.103,PHI,@,DAL,L 10-20,,,,,,,,,,,
101,1999,1999-12-19,15,28.110,PHI,,NWE,W 24-9,,,,,,,,,,,
102,1999,2000-01-02,16,28.124,PHI,,STL,W 38-31,,,,,,,,,,,
103,2000,2000-09-03,1,29.003,PHI,@,DAL,W 41-14,*,,,,,,,,,,
104,2000,2000-09-10,2,29.010,PHI,,NYG,L 18-33,,,,,,,,,,,
105,2000,2000-09-17,3,29.017,PHI,@,GNB,L 3-6,,,,,,,,,,,
106,2000,2000-09-24,4,29.024,PHI,@,NOR,W 21-7,,,,,,,,,,,
107,2000,2000-10-01,5,29.031,PHI,,ATL,W 38-10,,,,,,,,,,,
108,2000,2000-10-08,6,29.038,PHI,,WAS,L 14-17,,,,,,,,,,,
109,2000,2000-10-15,7,29.045,PHI,@,ARI,W 33-14,,,,,,,,,,,
110,2000,2000-10-22,8,29.052,PHI,,CHI,W 13-9,,,,,,,,,,,
111,2000,2000-10-29,9,29.059,PHI,@,NYG,L 7-24,,,,,,,,,,,
112,2000,2000-11-05,10,29.066,PHI,,DAL,W 16-13,,,,,,,,,,,
113,2000,2000-11-12,11,29.073,PHI,@,PIT,W 26-23,,,,,,,,,,,
114,2000,2000-11-19,12,29.080,PHI,,ARI,W 34-9,,0,0,,0,1,6,0.0,1,26,1
115,2000,2000-11-26,13,29.087,PHI,@,WAS,W 23-20,,,,,,,,,,,
116,2000,2000-12-03,14,29.094,PHI,,TEN,L 13-15,,,,,,,,,,,
117,2000,2000-12-10,15,29.101,PHI,@,CLE,W 35-24,,,,,,,,,,,
118,2000,2000-12-24,16,29.115,PHI,,CIN,W 16-7,,,,,,,,,,,
119,2001,2001-09-09,1,30.009,PHI,,STL,L 17-20,*,0,0,,0,0,0,1.0,0,0,0
120,2001,2001-09-23,2,30.023,PHI,@,SEA,W 27-3,*,,,,,,,,,,
121,2001,2001-09-30,3,30.030,PHI,,DAL,W 40-18,*,,,,,,,,,,
122,2001,2001-10-07,4,30.037,PHI,,ARI,L 20-21,*,,,,,,,,,,
123,2001,2001-10-22,5,30.052,PHI,@,NYG,W 10-9,*,,,,,,,,,,
124,2001,2001-10-28,6,30.058,PHI,,OAK,L 10-20,*,0,0,,0,0,0,1.0,0,0,0
125,2001,2001-11-04,7,30.065,PHI,@,ARI,W 21-7,*,,,,,,,,,,
126,2001,2001-11-11,8,30.072,PHI,,MIN,W 48-17,*,,,,,,,,,,
127,2001,2001-11-18,9,30.079,PHI,@,DAL,W 36-3,*,,,,,,,,,,
128,2001,2001-11-25,10,30.086,PHI,,WAS,L 3-13,*,,,,,,,,,,
129,2001,2001-11-29,11,30.090,PHI,@,KAN,W 23-10,*,,,,,,,,,,
130,2001,2001-12-09,12,30.100,PHI,,SDG,W 24-14,*,,,,,,,,,,
131,2001,2001-12-16,13,30.107,PHI,@,WAS,W 20-6,*,,,,,,,,,,
132,2001,2001-12-22,14,30.113,PHI,@,SFO,L 3-13,*,0,0,,0,0,0,1.0,0,0,0
133,2001,2001-12-30,15,30.121,PHI,,NYG,W 24-21,*,,,,,,,,,,
134,2001,2002-01-06,16,30.128,PHI,@,TAM,W 17-13,*,,,,,,,,,,
135,2002,2002-09-08,1,31.008,CHI,,MIN,W 27-23,,,,,,,,,,,
136,2002,2002-09-15,2,31.015,CHI,@,ATL,W 14-13,,,,,,,,,,,
137,2002,2002-09-22,3,31.022,CHI,,NOR,L 23-29,,,,,,,,,,,
138,2002,2002-09-29,4,31.029,CHI,@,BUF,L 27-33,,,,,,,,,,,
139,2002,2002-10-07,5,31.037,CHI,,GNB,L 21-34,*,,,,,,,,,,
140,2002,2002-10-20,6,31.050,CHI,@,DET,L 20-23,*,0,0,,0,0,0,1.0,0,0,0
141,2002,2002-10-27,7,31.057,CHI,@,MIN,L 7-25,*,,,,,,,,,,
142,2002,2002-11-03,8,31.064,CHI,,PHI,L 13-19,,,,,,,,,,,
143,2002,2002-11-10,9,31.071,CHI,,NWE,L 30-33,,,,,,,,,,,
144,2002,2002-11-18,10,31.079,CHI,@,STL,L 16-21,,0,0,,0,0,0,1.0,0,0,0
145,2002,2002-11-24,11,31.085,CHI,,DET,W 20-17,,,,,,,,,,,
146,2002,2002-12-01,12,31.092,CHI,@,GNB,L 20-30,,,,,,,,,,,
147,2002,2002-12-09,13,31.100,CHI,@,MIA,L 9-27,,,,,,,,,,,
148,2002,2002-12-15,14,31.106,CHI,,NYJ,W 20-13,,,,,,,,,,,
149,2002,2002-12-22,15,31.113,CHI,@,CAR,L 14-24,,0,0,,0,0,0,1.0,0,0,0
150,2002,2002-12-29,16,31.120,CHI,,TAM,L 0-15,,,,,,,,,,,
151,2003,2003-09-07,1,32.007,CAR,,JAX,W 24-23,,,,,,,,,,,
152,2003,2003-10-12,5,32.042,CAR,@,IND,W 23-20,,,,,,,,,,,
153,2003,2003-10-19,6,32.049,CAR,,TEN,L 17-37,,,,,,,,,,,
154,2003,2003-10-26,7,32.056,CAR,@,NOR,W 23-20,,,,,,,,,,,
155,2003,2003-11-02,8,32.063,CAR,@,HOU,L 10-14,,,,,,,,,,,
156,2003,2003-11-16,10,32.077,CAR,,WAS,W 20-17,,,,,,,,,,,
157,2003,2003-11-30,12,32.091,CAR,,PHI,L 16-25,,,,,,,,,,,
158,2003,2003-12-07,13,32.098,CAR,@,ATL,L 14-20,,,,,,,,,,,
159,2003,2003-12-14,14,32.105,CAR,@,ARI,W 20-17,,,,,,,,,,,
