ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2001,2001-10-21,6,24.149,DEN,@,SDG,L 10-27,*
2,2001,2001-11-18,10,24.177,DEN,,WAS,L 10-17,*
3,2001,2001-11-22,11,24.181,DEN,@,DAL,W 26-24,*
4,2001,2001-12-30,15,24.219,DEN,,OAK,W 23-17,
5,2001,2002-01-06,16,24.226,DEN,@,IND,L 10-29,
6,2002,2002-09-08,1,25.106,DEN,,STL,W 23-16,
7,2002,2002-09-22,3,25.120,DEN,,BUF,W 28-23,
8,2002,2002-09-30,4,25.128,DEN,@,BAL,L 23-34,
9,2002,2002-10-06,5,25.134,DEN,,SDG,W 26-9,
10,2002,2002-10-13,6,25.141,DEN,,MIA,L 22-24,
11,2002,2002-10-20,7,25.148,DEN,@,KAN,W 37-34,
12,2002,2002-10-27,8,25.155,DEN,@,NWE,W 24-16,*
13,2002,2002-11-11,9,25.170,DEN,,OAK,L 10-34,*
14,2002,2002-11-17,10,25.176,DEN,@,SEA,W 31-9,*
15,2002,2002-11-24,11,25.183,DEN,,IND,L 20-23,*
16,2002,2002-12-01,12,25.190,DEN,@,SDG,L 27-30,*
17,2002,2002-12-08,13,25.197,DEN,@,NYJ,L 13-19,*
18,2002,2002-12-15,14,25.204,DEN,,KAN,W 31-24,*
19,2002,2002-12-22,15,25.211,DEN,@,OAK,L 16-28,*
20,2002,2002-12-29,16,25.218,DEN,,ARI,W 37-7,*
21,2003,2003-10-26,8,26.154,DEN,@,BAL,L 6-26,
22,2003,2003-12-28,16,26.217,DEN,@,GNB,L 3-31,
23,2004,2004-09-12,1,27.110,ATL,@,SFO,W 21-19,
24,2004,2004-09-19,2,27.117,ATL,,STL,W 34-17,*
25,2004,2004-09-26,3,27.124,ATL,,ARI,W 6-3,
26,2004,2004-10-03,4,27.131,ATL,@,CAR,W 27-10,
27,2004,2004-10-10,5,27.138,ATL,,DET,L 10-17,
28,2004,2004-10-17,6,27.145,ATL,,SDG,W 21-20,
29,2004,2004-10-24,7,27.152,ATL,@,KAN,L 10-56,
30,2004,2004-10-31,8,27.159,ATL,@,DEN,W 41-28,
31,2004,2004-11-14,9,27.173,ATL,,TAM,W 24-14,
32,2004,2004-11-21,10,27.180,ATL,@,NYG,W 14-10,
33,2004,2004-11-28,11,27.187,ATL,,NOR,W 24-21,
34,2004,2004-12-12,13,27.201,ATL,,OAK,W 35-10,
35,2004,2004-12-18,14,27.207,ATL,,CAR,W 34-31,
36,2004,2004-12-26,15,27.215,ATL,@,NOR,L 13-26,
37,2004,2005-01-02,16,27.222,ATL,@,SEA,L 26-28,
