ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.292,PHI,@,CLE,W 17-16,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0
2,2012,2012-09-16,2,22.299,PHI,,BAL,W 24-23,,1,1,13,13.00,0,100.0%,13.00,1,6,6.00,0,0,0,,0,3,10,3.33,0,0,0,0.0,0,0
3,2012,2012-09-23,3,22.306,PHI,@,ARI,L 6-27,,11,5,84,16.80,0,45.5%,7.64,0,0,,0,0,0,,0,2,16,8.00,0,0,0,0.0,0,0
4,2012,2012-09-30,4,22.313,PHI,,NYG,W 19-17,,1,1,17,17.00,0,100.0%,17.00,1,-1,-1.00,0,0,0,,0,1,3,3.00,0,0,0,0.0,0,0
5,2012,2012-10-07,5,22.320,PHI,@,PIT,L 14-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,13,13.00,0,0,0,0.0,0,0
6,2012,2012-11-05,8,22.349,PHI,@,NOR,L 13-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,20,20.00,0,0,0,0.0,0,0
7,2012,2012-11-11,9,22.355,PHI,,DAL,L 23-38,,1,1,32,32.00,0,100.0%,32.00,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,0,0
8,2012,2012-11-18,10,22.362,PHI,@,WAS,L 6-31,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,3,28,9.33,0,0,0,0.0,0,0
9,2012,2012-11-26,11,23.004,PHI,,CAR,L 22-30,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,2,32,16.00,0,0,0,0.0,0,0
10,2012,2012-12-02,12,23.010,PHI,@,DAL,L 33-38,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,2,104,52.00,1,0,6,0.0,0,0
11,2012,2012-12-09,13,23.017,PHI,@,TAM,W 23-21,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,5,35,7.00,0,0,0,0.0,0,0
12,2012,2012-12-13,14,23.021,PHI,,CIN,L 13-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0
13,2012,2012-12-23,15,23.031,PHI,,WAS,L 20-27,,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0
14,2012,2012-12-30,16,23.038,PHI,@,NYG,L 7-42,*,4,1,8,8.00,0,25.0%,2.00,1,7,7.00,0,0,0,,0,2,4,2.00,0,0,0,0.0,0,0
15,2013,2013-09-09,1,23.291,PHI,@,WAS,W 33-27,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,0,0,,0,0,0,0.0,0,0
16,2013,2013-09-15,2,23.297,PHI,,SDG,L 30-33,,0,0,0,,0,0.0%,,0,0,,0,7,186,26.57,0,0,0,,0,0,0,0.0,0,0
17,2013,2013-09-19,3,23.301,PHI,,KAN,L 16-26,,0,0,0,,0,0.0%,,0,0,,0,3,78,26.00,0,3,14,4.67,0,0,0,0.0,0,0
18,2013,2013-09-29,4,23.311,PHI,@,DEN,L 20-52,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,1,21,21.00,0,0,0,0.0,0,0
19,2013,2013-10-06,5,23.318,PHI,@,NYG,W 36-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,24,8.00,0,0,0,0.0,0,0
20,2013,2013-10-13,6,23.325,PHI,@,TAM,W 31-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,2,45,22.50,0,2,15,7.50,0,0,0,0.0,0,0
21,2013,2013-10-20,7,23.332,PHI,,DAL,L 3-17,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,1,5,5.00,0,0,0,0.0,0,0
22,2013,2013-10-27,8,23.339,PHI,,NYG,L 7-15,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,2,56,28.00,0,1,16,16.00,0,0,0,0.0,0,0
23,2013,2013-11-03,9,23.346,PHI,@,OAK,W 49-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
24,2013,2013-11-10,10,23.353,PHI,@,GNB,W 27-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
25,2013,2013-12-01,12,24.009,PHI,,ARI,W 24-21,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
26,2013,2013-12-15,14,24.023,PHI,@,MIN,L 30-48,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2013,2013-12-22,15,24.030,PHI,,CHI,W 54-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,5,5.00,0,0,0,0.0,0,0
28,2014,2014-09-07,1,24.289,HOU,,WAS,W 17-6,*,3,1,1,1.00,0,33.3%,0.33,0,0,,0,1,27,27.00,0,4,28,7.00,0,0,0,0.0,0,0
29,2014,2014-09-14,2,24.296,HOU,@,OAK,W 30-14,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,2,9,4.50,0,0,0,0.0,0,0
30,2014,2014-09-21,3,24.303,HOU,@,NYG,L 17-30,,2,2,56,28.00,1,100.0%,28.00,1,0,0.00,0,3,67,22.33,0,1,3,3.00,0,1,6,0.0,1,0
31,2014,2014-09-28,4,24.310,HOU,,BUF,W 23-17,,2,1,10,10.00,0,50.0%,5.00,1,8,8.00,0,0,0,,0,2,14,7.00,0,0,0,0.0,0,0
32,2014,2014-10-05,5,24.317,HOU,@,DAL,L 17-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2014,2014-10-09,6,24.321,HOU,,IND,L 28-33,,3,3,62,20.67,0,100.0%,20.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2014,2014-10-20,7,24.332,HOU,@,PIT,L 23-30,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2014,2014-10-26,8,24.338,HOU,@,TEN,W 30-16,*,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2014,2014-11-02,9,24.345,HOU,,PHI,L 21-31,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2014,2014-11-16,10,24.359,HOU,@,CLE,W 23-7,*,8,5,21,4.20,0,62.5%,2.63,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2014,2014-11-23,11,25.001,HOU,,CIN,L 13-22,,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
39,2014,2014-11-30,12,25.008,HOU,,TEN,W 45-21,,1,0,0,,0,0.0%,0.00,1,-7,-7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2014,2014-12-07,13,25.015,HOU,@,JAX,W 27-13,,1,1,11,11.00,0,100.0%,11.00,1,12,12.00,0,2,42,21.00,0,0,0,,0,0,0,0.0,0,0
41,2014,2014-12-14,14,25.022,HOU,@,IND,L 10-17,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2014,2014-12-21,15,25.029,HOU,,BAL,W 25-13,,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2014,2014-12-28,16,25.036,HOU,,JAX,W 23-17,*,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2015,2015-12-06,12,26.014,NWE,,PHI,L 28-35,,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,2,3,1.50,0,0,0,0.0,0,0
