ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1998,1998-09-06,1,23.203,NYJ,@,SFO,L 30-36,6,238,39.67,0
