ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
23,2003,2003-12-07,13,24.324,IND,@,TEN,W 29-27,,1,2,2.00,0,1,1,14,14.00,0,100.0%,14.00,6,135,22.50,0,,0,0,0.0,,
24,2003,2003-12-14,14,24.331,IND,,ATL,W 38-7,,9,45,5.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
25,2003,2003-12-21,15,24.338,IND,,DEN,L 17-31,,0,0,,0,1,1,1,1.00,0,100.0%,1.00,6,169,28.17,0,,0,0,0.0,,
26,2003,2003-12-28,16,24.345,IND,@,HOU,W 20-17,,8,31,3.88,0,0,0,0,,0,0.0%,,4,107,26.75,0,,0,0,0.0,,
27,2004,2004-09-09,1,25.236,IND,@,NWE,L 24-27,,10,42,4.20,1,0,0,0,,0,0.0%,,4,89,22.25,0,,1,6,0.0,,
28,2004,2004-09-19,2,25.246,IND,@,TEN,W 31-17,,0,0,,0,1,0,0,,0,0.0%,0.00,3,65,21.67,0,,0,0,0.0,,
29,2004,2004-09-26,3,25.253,IND,,GNB,W 45-31,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
30,2004,2004-10-03,4,25.260,IND,@,JAX,W 24-17,,5,37,7.40,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
31,2004,2004-10-10,5,25.267,IND,,OAK,W 35-14,,6,14,2.33,0,1,1,20,20.00,0,100.0%,20.00,1,35,35.00,0,,0,0,0.0,,
32,2004,2004-10-24,6,25.281,IND,,JAX,L 24-27,,0,0,,0,0,0,0,,0,0.0%,,4,64,16.00,0,,0,0,0.0,,
33,2004,2004-10-31,7,25.288,IND,@,KAN,L 35-45,,1,-3,-3.00,0,0,0,0,,0,0.0%,,8,182,22.75,0,,0,0,0.0,,
34,2004,2004-11-08,8,25.296,IND,,MIN,W 31-28,,1,1,1.00,0,1,1,4,4.00,0,100.0%,4.00,2,57,28.50,0,,0,0,0.0,,
35,2004,2004-11-14,9,25.302,IND,,HOU,W 49-14,,0,0,,0,0,0,0,,0,0.0%,,3,70,23.33,0,,0,0,0.0,,
36,2004,2004-11-21,10,25.309,IND,@,CHI,W 41-10,,9,54,6.00,0,0,0,0,,0,0.0%,,3,57,19.00,0,,0,0,0.0,,
37,2004,2004-11-25,11,25.313,IND,@,DET,W 41-9,,2,4,2.00,0,0,0,0,,0,0.0%,,2,48,24.00,0,,0,0,0.0,,
38,2004,2004-12-05,12,25.323,IND,,TEN,W 51-24,,4,52,13.00,0,0,0,0,,0,0.0%,,3,49,16.33,0,,0,0,0.0,,
39,2004,2004-12-12,13,25.330,IND,@,HOU,W 23-14,,0,0,,0,0,0,0,,0,0.0%,,1,21,21.00,0,,0,0,0.0,,
40,2004,2004-12-19,14,25.337,IND,,BAL,W 20-10,,0,0,,0,0,0,0,,0,0.0%,,2,51,25.50,0,,0,0,0.0,,
41,2004,2004-12-26,15,25.344,IND,,SDG,W 34-31,,2,19,9.50,0,0,0,0,,0,0.0%,,6,236,39.33,1,,1,6,0.0,,
42,2004,2005-01-02,16,25.351,IND,@,DEN,L 14-33,,12,34,2.83,0,1,0,0,,0,0.0%,0.00,6,164,27.33,0,,0,0,0.0,,
43,2005,2005-09-18,2,26.244,IND,,JAX,W 10-3,,4,10,2.50,0,0,0,0,,0,0.0%,,2,51,25.50,0,,0,0,0.0,,
44,2005,2005-10-09,5,26.265,IND,@,SFO,W 28-3,,5,18,3.60,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,1,6,0.0,,
45,2005,2005-10-17,6,26.273,IND,,STL,W 45-28,,11,29,2.64,1,2,1,8,8.00,0,50.0%,4.00,5,94,18.80,0,,1,6,0.0,,
46,2005,2005-10-23,7,26.279,IND,@,HOU,W 38-20,,6,50,8.33,0,0,0,0,,0,0.0%,,3,60,20.00,0,,0,0,0.0,,
47,2005,2005-11-07,8,26.294,IND,@,NWE,W 40-21,,1,4,4.00,1,0,0,0,,0,0.0%,,3,87,29.00,0,,1,6,0.0,,
48,2005,2005-11-13,9,26.300,IND,,HOU,W 31-17,,0,0,,0,0,0,0,,0,0.0%,,3,60,20.00,0,,0,0,0.0,,
49,2005,2005-11-20,10,26.307,IND,@,CIN,W 45-37,,2,6,3.00,1,0,0,0,,0,0.0%,,5,83,16.60,0,,1,6,0.0,,
50,2005,2005-11-28,11,26.315,IND,,PIT,W 26-7,,1,1,1.00,0,0,0,0,,0,0.0%,,1,14,14.00,0,,0,0,0.0,,
51,2005,2005-12-04,12,26.321,IND,,TEN,W 35-3,,0,0,,0,0,0,0,,0,0.0%,,2,48,24.00,0,,0,0,0.0,,
52,2005,2005-12-11,13,26.328,IND,@,JAX,W 26-18,,0,0,,0,0,0,0,,0,0.0%,,2,70,35.00,0,,0,0,0.0,,
53,2005,2005-12-18,14,26.335,IND,,SDG,L 17-26,,0,0,,0,2,1,16,16.00,0,50.0%,8.00,7,131,18.71,0,,0,0,0.0,,
54,2005,2005-12-24,15,26.341,IND,@,SEA,L 13-28,,5,-4,-0.80,0,7,6,27,4.50,0,85.7%,3.86,5,105,21.00,0,,0,0,0.0,,
55,2005,2006-01-01,16,26.349,IND,,ARI,W 17-13,*,5,4,0.80,0,4,3,29,9.67,0,75.0%,7.25,3,52,17.33,0,,0,0,0.0,,
56,2006,2006-09-10,1,27.236,IND,@,NYG,W 26-21,*,16,29,1.81,1,3,3,14,4.67,0,100.0%,4.67,0,0,,0,,1,6,0.0,,
57,2006,2006-09-17,2,27.243,IND,,HOU,W 43-24,*,14,37,2.64,1,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,1,6,0.0,,
58,2006,2006-09-24,3,27.250,IND,,JAX,W 21-14,*,14,48,3.43,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
59,2006,2006-10-01,4,27.257,IND,@,NYJ,W 31-28,*,15,75,5.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,,
60,2006,2006-10-08,5,27.264,IND,,TEN,W 14-13,*,20,84,4.20,0,5,5,26,5.20,0,100.0%,5.20,0,0,,0,,0,0,0.0,,
61,2006,2006-10-22,6,27.278,IND,,WAS,W 36-22,*,13,26,2.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,,
62,2006,2006-10-29,7,27.285,IND,@,DEN,W 34-31,*,3,0,0.00,0,3,3,43,14.33,0,100.0%,14.33,0,0,,0,,0,0,0.0,,
63,2006,2006-11-05,8,27.292,IND,@,NWE,W 27-20,*,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
64,2006,2006-11-12,9,27.299,IND,,BUF,W 17-16,*,14,72,5.14,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,,0,0,0.0,,
65,2006,2006-11-19,10,27.306,IND,@,DAL,L 14-21,*,9,30,3.33,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,,0,0,0.0,,
66,2006,2006-11-26,11,27.313,IND,,PHI,W 45-21,*,15,68,4.53,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,,
67,2006,2006-12-03,12,27.320,IND,@,TEN,L 17-20,*,12,39,3.25,1,6,5,29,5.80,0,83.3%,4.83,0,0,,0,,1,6,0.0,,
68,2006,2006-12-10,13,27.327,IND,@,JAX,L 17-44,*,8,11,1.38,1,6,3,18,6.00,0,50.0%,3.00,0,0,,0,,1,6,0.0,,
69,2006,2006-12-18,14,27.335,IND,,CIN,W 34-16,*,19,52,2.74,0,6,4,26,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,,
70,2006,2006-12-24,15,27.341,IND,@,HOU,L 24-27,*,2,15,7.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,,
71,2006,2006-12-31,16,27.348,IND,,MIA,W 27-22,*,9,42,4.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
72,2007,2007-10-14,5,28.270,OAK,@,SDG,L 14-28,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
73,2007,2007-10-21,6,28.277,OAK,,KAN,L 10-12,,9,21,2.33,0,2,1,10,10.00,0,50.0%,5.00,2,45,22.50,0,,0,0,0.0,,
74,2007,2007-10-28,7,28.284,OAK,@,TEN,L 9-13,,0,0,,0,0,0,0,,0,0.0%,,2,48,24.00,0,,0,0,0.0,,
75,2007,2007-11-04,8,28.291,OAK,,HOU,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,3,56,18.67,0,,0,0,0.0,,
76,2007,2007-11-11,9,28.298,OAK,,CHI,L 6-17,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
77,2007,2007-11-18,10,28.305,OAK,@,MIN,L 22-29,,2,1,0.50,0,0,0,0,,0,0.0%,,6,107,17.83,0,,0,0,0.0,,
78,2007,2007-11-25,11,28.312,OAK,@,KAN,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,3,56,18.67,0,,0,0,0.0,,
79,2007,2007-12-16,14,28.333,OAK,,IND,L 14-21,,7,41,5.86,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,,0,0,0.0,,
80,2007,2007-12-23,15,28.340,OAK,@,JAX,L 11-49,*,27,115,4.26,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,,0,0,0.0,,
81,2007,2007-12-30,16,28.347,OAK,,SDG,L 17-30,*,29,122,4.21,1,8,6,42,7.00,0,75.0%,5.25,0,0,,0,,1,6,0.0,,
82,2008,2008-09-07,1,29.234,IND,,CHI,L 13-29,,2,2,1.00,0,6,4,30,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0
83,2008,2008-09-14,2,29.241,IND,@,MIN,W 18-15,,2,5,2.50,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,1,0,2,0.0,0,0
84,2008,2008-09-21,3,29.248,IND,,JAX,L 21-23,,2,24,12.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
85,2008,2008-10-05,4,29.262,IND,@,HOU,W 31-27,,1,0,0.00,0,3,1,-4,-4.00,0,33.3%,-1.33,0,0,,0,,0,0,0.0,0,0
86,2008,2008-10-12,5,29.269,IND,,BAL,W 31-3,,25,73,2.92,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
87,2008,2008-10-19,6,29.276,IND,@,GNB,L 14-34,*,20,73,3.65,2,8,4,41,10.25,0,50.0%,5.13,0,0,,0,,2,12,0.0,0,0
88,2008,2008-10-27,7,29.284,IND,@,TEN,L 21-31,*,17,70,4.12,0,8,8,39,4.88,0,100.0%,4.88,0,0,,0,,0,0,0.0,1,0
89,2008,2008-11-02,8,29.290,IND,,NWE,W 18-15,,4,15,3.75,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
90,2008,2008-11-09,9,29.297,IND,@,PIT,W 24-20,,7,28,4.00,0,2,2,24,12.00,1,100.0%,12.00,0,0,,0,,1,6,0.0,0,0
91,2008,2008-11-16,10,29.304,IND,,HOU,W 33-27,,10,48,4.80,0,4,3,26,8.67,0,75.0%,6.50,0,0,,0,,0,0,0.0,0,0
92,2008,2008-11-23,11,29.311,IND,@,SDG,W 23-20,,7,21,3.00,0,6,5,21,4.20,1,83.3%,3.50,0,0,,0,,1,6,0.0,0,0
93,2008,2008-11-30,12,29.318,IND,@,CLE,W 10-6,,11,35,3.18,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
94,2008,2008-12-07,13,29.325,IND,,CIN,W 35-3,,10,31,3.10,1,3,3,12,4.00,0,100.0%,4.00,0,0,,0,,1,6,0.0,0,0
95,2008,2008-12-14,14,29.332,IND,,DET,W 31-21,*,20,86,4.30,2,5,4,30,7.50,0,80.0%,6.00,0,0,,0,,2,12,0.0,0,0
96,2008,2008-12-18,15,29.336,IND,@,JAX,W 31-24,*,14,27,1.93,0,6,6,62,10.33,1,100.0%,10.33,0,0,,0,,1,6,0.0,0,0
97,2010,2010-12-19,14,31.336,IND,,JAX,W 34-24,,9,26,2.89,0,3,1,4,4.00,0,33.3%,1.33,3,51,17.00,0,,0,0,0.0,0,0
98,2010,2010-12-26,15,31.343,IND,@,OAK,W 31-26,,17,98,5.76,0,1,0,0,,0,0.0%,0.00,5,123,24.60,0,,0,0,0.0,0,0
99,2010,2011-01-02,16,31.350,IND,,TEN,W 23-20,,11,48,4.36,0,0,0,0,,0,0.0%,,4,78,19.50,0,,0,0,0.0,0,0
