ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,22.243,SEA,@,PHI,L 7-31,,0,0,,0,,,,,,,0,0,,0,,
2,1989,1989-09-17,2,22.250,SEA,,PHO,L 24-34,,0,0,,0,,,,,,,0,0,,0,,
3,1989,1989-09-24,3,22.257,SEA,@,NWE,W 24-3,,0,0,,0,,,,,,,0,0,,0,,
4,1989,1989-10-01,4,22.264,SEA,@,RAI,W 24-20,,0,0,,0,,,,,,,0,0,,0,,
5,1989,1989-10-08,5,22.271,SEA,,KAN,L 16-20,,0,0,,0,,,,,,,0,0,,0,,
6,1989,1989-10-15,6,22.278,SEA,@,SDG,W 17-16,,0,0,,0,,,,,,,0,0,,0,,
7,1989,1989-10-22,7,22.285,SEA,,DEN,L 21-24,,0,0,,0,,,,,,,0,0,,0,,
8,1989,1989-10-29,8,22.292,SEA,,SDG,W 10-7,,0,0,,0,,,,,,,0,0,,0,,
9,1989,1989-11-05,9,22.299,SEA,@,KAN,L 10-20,,0,0,,0,,,,,,,0,0,,0,,
10,1989,1989-11-12,10,22.306,SEA,,CLE,L 7-17,,0,0,,0,,,0,0,,0,1,17,17.00,0,0,0
11,1989,1989-11-19,11,22.313,SEA,@,NYG,L 3-15,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0
12,1989,1989-11-26,12,22.320,SEA,@,DEN,L 14-41,,1,21,21.00,0,,,0,0,,0,0,0,,0,0,0
13,1989,1989-12-04,13,22.328,SEA,,BUF,W 17-16,,1,48,48.00,0,,,0,0,,0,0,0,,0,0,0
14,1989,1989-12-10,14,22.334,SEA,@,CIN,W 24-17,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0
15,1989,1989-12-17,15,22.341,SEA,,RAI,W 23-17,,3,28,9.33,0,,,0,0,,0,0,0,,0,0,0
16,1989,1989-12-23,16,22.347,SEA,,WAS,L 0-29,,0,0,,0,,,,,,,0,0,,0,,
17,1990,1990-09-09,1,23.242,SEA,@,CHI,L 0-17,,0,0,,0,,,0,0,,0,0,0,,0,0,
18,1990,1990-09-16,2,23.249,SEA,,RAI,L 13-17,,0,0,,0,,,0,0,,0,0,0,,0,0,
19,1990,1990-09-23,3,23.256,SEA,@,DEN,L 31-34,,3,53,17.67,0,,,1,2,2.00,0,1,12,12.00,0,0,0
20,1990,1990-10-01,4,23.264,SEA,,CIN,W 31-16,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0
21,1990,1990-10-07,5,23.270,SEA,@,NWE,W 33-20,,1,30,30.00,0,,,0,0,,0,0,0,,0,0,0
22,1990,1990-10-14,6,23.277,SEA,@,RAI,L 17-24,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0
23,1990,1990-10-21,7,23.284,SEA,,KAN,W 19-7,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0
24,1990,1990-11-04,8,23.298,SEA,,SDG,L 14-31,,0,0,,0,,,0,0,,0,0,0,,0,0,
25,1990,1990-11-11,9,23.305,SEA,@,KAN,W 17-16,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0
26,1990,1990-11-18,10,23.312,SEA,,MIN,L 21-24,,0,0,,0,,,0,0,,0,0,0,,0,0,
27,1990,1990-11-25,11,23.319,SEA,@,SDG,W 13-10,,0,0,,0,,,0,0,,0,0,0,,0,0,
28,1990,1990-12-02,12,23.326,SEA,,HOU,W 13-10,,2,39,19.50,0,,,0,0,,0,0,0,,0,0,0
29,1990,1990-12-09,13,23.333,SEA,@,GNB,W 20-14,,0,0,,0,,,0,0,,0,0,0,,0,0,
30,1990,1990-12-16,14,23.340,SEA,@,MIA,L 17-24,,0,0,,0,,,0,0,,0,0,0,,0,0,
31,1990,1990-12-23,15,23.347,SEA,,DEN,W 17-12,,0,0,,0,,,0,0,,0,0,0,,0,0,
32,1990,1990-12-30,16,23.354,SEA,,DET,W 30-10,,0,0,,0,,,0,0,,0,1,17,17.00,0,0,0
33,1991,1991-09-01,1,24.234,SEA,@,NOR,L 24-27,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0
34,1991,1991-09-08,2,24.241,SEA,,NYJ,W 20-13,,2,12,6.00,1,,,0,0,,0,0,0,,0,1,6
35,1991,1991-09-15,3,24.248,SEA,@,DEN,L 10-16,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0
36,1991,1991-09-22,4,24.255,SEA,@,KAN,L 13-20,,0,0,,0,,,,,,,0,0,,0,,
37,1991,1991-09-29,5,24.262,SEA,,IND,W 31-3,,0,0,,0,,,,,,,0,0,,0,,
38,1991,1991-10-06,6,24.269,SEA,@,CIN,W 13-7,,0,0,,0,,,,,,,0,0,,0,,
39,1991,1991-10-13,7,24.276,SEA,,RAI,L 20-23,,0,0,,0,,,,,,,0,0,,0,,
40,1991,1991-10-20,8,24.283,SEA,@,PIT,W 27-7,,0,0,,0,,,,,,,0,0,,0,,
41,1991,1991-10-27,9,24.290,SEA,,SDG,W 20-9,,0,0,,0,,,,,,,0,0,,0,,
42,1991,1991-11-10,10,24.304,SEA,@,SDG,L 14-17,,1,34,34.00,0,,,0,0,,0,0,0,,0,0,0
43,1991,1991-11-17,11,24.311,SEA,@,RAI,L 7-31,,3,36,12.00,0,,,0,0,,0,2,15,7.50,0,0,0
44,1991,1991-11-24,12,24.318,SEA,,DEN,W 13-10,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
45,1991,1991-12-01,13,24.325,SEA,,KAN,L 6-19,,4,66,16.50,0,,,0,0,,0,0,0,,0,0,0
46,1991,1991-12-08,14,24.332,SEA,,SFO,L 22-24,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0
47,1991,1991-12-15,15,24.339,SEA,@,ATL,L 13-26,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0
48,1991,1991-12-22,16,24.346,SEA,,RAM,W 23-9,,0,0,,0,,,0,0,,0,1,15,15.00,0,0,0
49,1992,1992-10-04,5,25.268,RAM,@,SFO,L 24-27,,0,0,,0,0.0%,,,,,,,,,,,
50,1992,1992-10-11,6,25.275,RAM,@,NOR,L 10-13,,0,0,,0,0.0%,,,,,,,,,,,
51,1992,1992-10-18,7,25.282,RAM,,NYG,W 38-17,,0,0,,0,0.0%,,,,,,,,,,,
52,1992,1992-11-01,8,25.296,RAM,@,ATL,L 28-30,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
53,1992,1992-11-08,9,25.303,RAM,,PHO,L 14-20,,0,0,,0,0.0%,,,,,,,,,,,
54,1992,1992-11-15,10,25.310,RAM,@,DAL,W 27-23,1,0,0,,0,0.0%,0.00,,,,,,,,,,
55,1992,1992-11-22,11,25.317,RAM,,SFO,L 10-27,,0,0,,0,0.0%,,,,,,,,,,,
56,1992,1992-11-29,12,25.324,RAM,,MIN,L 17-31,,0,0,,0,0.0%,,,,,,,,,,,
57,1992,1992-12-06,13,25.331,RAM,@,TAM,W 31-27,3,3,72,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0
58,1992,1992-12-13,14,25.338,RAM,,NOR,L 14-37,,0,0,,0,0.0%,,,,,,,,,,,
59,1992,1992-12-20,15,25.345,RAM,@,GNB,L 13-28,1,0,0,,0,0.0%,0.00,,,,,,,,,,
60,1992,1992-12-27,16,25.352,RAM,,ATL,W 38-27,,0,0,,0,0.0%,,,,,,,,,,,
61,1993,1993-09-05,1,26.238,RAM,@,GNB,L 6-36,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0
62,1993,1993-09-12,2,26.245,RAM,,PIT,W 27-0,1,0,0,,0,0.0%,0.00,,,,,,,,,,
63,1993,1993-09-19,3,26.252,RAM,@,NYG,L 10-20,,0,0,,0,0.0%,,,,,,,,,,,
64,1993,1993-09-26,4,26.259,RAM,@,HOU,W 28-13,2,2,36,18.00,1,100.0%,18.00,0,0,,0,0,0,,0,1,6
65,1993,1993-10-03,5,26.266,RAM,,NOR,L 6-37,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0
66,1993,1993-10-14,6,26.277,RAM,@,ATL,L 24-30,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0
67,1993,1993-10-24,7,26.287,RAM,,DET,L 13-16,2,0,0,,0,0.0%,0.00,,,,,,,,,,
68,1993,1993-10-31,8,26.294,RAM,@,SFO,L 17-40,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
69,1993,1993-11-14,9,26.308,RAM,,ATL,L 0-13,,0,0,,0,0.0%,,,,,,,,,,,
70,1993,1993-11-21,10,26.315,RAM,,WAS,W 10-6,,0,0,,0,0.0%,,,,,,,,,,,
71,1993,1993-11-28,11,26.322,RAM,,SFO,L 10-35,,0,0,,0,0.0%,,,,,,,,,,,
72,1993,1993-12-05,12,26.329,RAM,@,PHO,L 10-38,,0,0,,0,0.0%,,,,,,,,,,,
73,1993,1993-12-12,13,26.336,RAM,@,NOR,W 23-20,,0,0,,0,0.0%,,,,,,,,,,,
74,1993,1993-12-19,14,26.343,RAM,@,CIN,L 3-15,,0,0,,0,0.0%,,,,,,,,,,,
75,1993,1993-12-26,15,26.350,RAM,,CLE,L 14-42,,0,0,,0,0.0%,,,,,,,,,,,
76,1993,1994-01-02,16,26.357,RAM,,CHI,W 20-6,,0,0,,0,0.0%,,,,,,,,,,,
