ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,22.241,KAN,@,MIN,L 10-27,1,8,8.00,0,0,0,0
2,1970,1970-09-28,2,22.249,KAN,@,BAL,W 44-24,,,,,,,
3,1970,1970-10-04,3,22.255,KAN,@,DEN,L 13-26,,,,,,,
4,1970,1970-10-11,4,22.262,KAN,,BOS,W 23-10,,,,,,,
5,1970,1970-10-18,5,22.269,KAN,@,CIN,W 27-19,,,,,,,
6,1970,1970-10-25,6,22.276,KAN,,DAL,L 16-27,,,,,,,
7,1970,1970-11-01,7,22.283,KAN,,OAK,T 17-17,1,15,15.00,0,0,0,0
8,1970,1970-11-08,8,22.290,KAN,,HOU,W 24-9,,,,,,,
9,1970,1970-11-15,9,22.297,KAN,@,PIT,W 31-14,1,0,0.00,0,0,0,0
10,1970,1970-11-22,10,22.304,KAN,,STL,T 6-6,,,,,,,
11,1970,1970-11-29,11,22.311,KAN,,SDG,W 26-14,,,,,,,
12,1970,1970-12-06,12,22.318,KAN,,DEN,W 16-0,,,,,,,
13,1970,1970-12-12,13,22.324,KAN,@,OAK,L 6-20,,,,,,,
14,1970,1970-12-20,14,22.332,KAN,@,SDG,L 13-31,,,,,,,
15,1971,1971-09-19,1,23.240,KAN,@,SDG,L 14-21,,,,,,,
16,1971,1971-09-26,2,23.247,KAN,@,HOU,W 20-16,,,,,,,
17,1971,1971-10-03,3,23.254,KAN,@,DEN,W 16-3,0,0,,0,1,5,0
18,1971,1971-10-10,4,23.261,KAN,,SDG,W 31-10,,,,,,,
19,1971,1971-10-18,5,23.269,KAN,,PIT,W 38-16,,,,,,,
20,1971,1971-10-24,6,23.275,KAN,,WAS,W 27-20,,,,,,,
21,1971,1971-10-31,7,23.282,KAN,@,OAK,T 20-20,,,,,,,
22,1971,1971-11-07,8,23.289,KAN,@,NYJ,L 10-13,,,,,,,
23,1971,1971-11-14,9,23.296,KAN,,CLE,W 13-7,,,,,,,
24,1971,1971-11-21,10,23.303,KAN,,DEN,W 28-10,,,,,,,
25,1971,1971-11-25,11,23.307,KAN,@,DET,L 21-32,,,,,,,
26,1971,1971-12-06,12,23.318,KAN,@,SFO,W 26-17,,,,,,,
27,1971,1971-12-12,13,23.324,KAN,,OAK,W 16-14,,,,,,,
28,1971,1971-12-19,14,23.331,KAN,,BUF,W 22-9,,,,,,,
29,1972,1972-09-17,1,24.239,KAN,,MIA,L 10-20,,,,,,,
30,1972,1972-09-25,2,24.247,KAN,@,NOR,W 20-17,,,,,,,
31,1972,1972-10-01,3,24.253,KAN,@,DEN,W 45-24,,,,,,,
32,1972,1972-10-08,4,24.260,KAN,@,CLE,W 31-7,,,,,,,
33,1972,1972-10-15,5,24.267,KAN,,CIN,L 16-23,,,,,,,
34,1972,1972-10-22,6,24.274,KAN,,PHI,L 20-21,,,,,,,
35,1972,1972-10-29,7,24.281,KAN,@,SDG,W 26-14,,,,,,,
36,1972,1972-11-05,8,24.288,KAN,,OAK,W 27-14,,,,,,,
37,1973,1973-09-16,1,25.237,RAM,@,KAN,W 23-13,,,,,,,
38,1973,1973-09-23,2,25.244,RAM,,ATL,W 31-0,,,,,,,
39,1973,1973-09-30,3,25.251,RAM,@,SFO,W 40-20,,,,,,,
40,1973,1973-10-07,4,25.258,RAM,@,HOU,W 31-26,,,,,,,
